,aug_id,original_id,sample_frequency,name,description,units,source,url,domain,subdomain,tags,country_name,country_code,region_name,region_code,state,country,city,locality,nieghbourhood,location,map_coordinates,timestamps
108,GDACS_1307671,1307671,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:503.39km) in South Of Fiji Islands 27/01/2022 01:50 UTC, No people within 100km.","On 1/27/2022 1:50:11 AM, an earthquake occurred in South Of Fiji Islands potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:503.39km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307671,gdacs.org,www,"['EQ', 'Green']",South Of Fiji Islands,,,,,,,,,,"['-25.9416', '179.815']","['Thu, 27 Jan 2022 01:50:11 GMT', 'Thu, 27 Jan 2022 01:50:11 GMT']"
109,GDACS_1307668,1307668,7 days,"Green earthquake alert (Magnitude 5M, Depth:10km) in Tonga 27/01/2022 00:55 UTC, About 83000 people within 100km.","On 1/27/2022 12:55:31 AM, an earthquake occurred in Tonga potentially affecting About 83000 people within 100km. The earthquake had Magnitude 5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307668,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,East Asia & Pacific,EAS,Tongatapu,Tonga,Ha‘atafu,,,"Ha‘atafu, Tongatapu, Tonga","['-20.5906', '-175.3992']","['Thu, 27 Jan 2022 00:55:31 GMT', 'Thu, 27 Jan 2022 00:55:31 GMT']"
3,GDACS_1000859,1000859,7 days,Red alert for tropical cyclone BATSIRAI-22. Population affected by Category 1 (120 km/h) wind speeds or higher is 3.788 million .,"From 27/01/2022 to 01/02/2022, a Hurricane/Typhoon > 74 mph (maximum wind speed of 204 km/h) BATSIRAI-22 was active in SWIndian. The cyclone affects these countries: Madagascar (vulnerability High). Estimated population affected by category 1 (120 km/h) wind speeds or higher is 3.788 million .",,GDACS,https://www.gdacs.org/report.aspx?eventtype=TC&eventid=1000859,gdacs.org,www,"['TC', 'Red']",Madagascar,MDG,Sub-Saharan Africa,SSF,,,,,,,"['-17.2', '60.1']","['Thu, 27 Jan 2022 00:00:00 GMT', 'Tue, 01 Feb 2022 12:00:00 GMT']"
11,GDACS_1015249,1015249,7 days,Drought is on going in Spain,The  Drought alert level is Green.,,GDACS,https://www.gdacs.org/report.aspx?eventtype=DR&eventid=1015249,gdacs.org,www,"['DR', 'Green']",Spain,ESP,Europe & Central Asia,ECS,Andalusia,Spain,Torres,,,"Torres, Andalusia, Spain","['37.743', '-3.533']","['Thu, 21 Oct 2021 00:00:00 GMT', 'Tue, 01 Feb 2022 00:00:00 GMT']"
13,GDACS_1015281,1015281,7 days,"Drought is on going in Democratic Republic of Congo, Malawi, Mozambique, Tanzania, Zambia, Zimbabwe",The  Drought alert level is Orange.,,GDACS,https://www.gdacs.org/report.aspx?eventtype=DR&eventid=1015281,gdacs.org,www,"['DR', 'Orange']","Democratic Republic of Congo, Malawi, Mozambique, Tanzania, Zambia, Zimbabwe",COD,Sub-Saharan Africa,SSF,Northern Region,Malawi,Chiziwa,,,"Chiziwa, Northern Region, Malawi","['-11.206', '34.436']","['Thu, 21 Oct 2021 00:00:00 GMT', 'Tue, 01 Feb 2022 00:00:00 GMT']"
14,GDACS_1015257,1015257,7 days,"Drought is on going in Syria, Turkey",The  Drought alert level is Green.,,GDACS,https://www.gdacs.org/report.aspx?eventtype=DR&eventid=1015257,gdacs.org,www,"['DR', 'Green']","Syria, Turkey",SYR,Middle East & North Africa,MEA,Aleppo,Syria,Khirbat Muḩammad Halīl,,,"Khirbat Muḩammad Halīl, Aleppo, Syria","['35.743', '37.997']","['Thu, 21 Oct 2021 00:00:00 GMT', 'Tue, 01 Feb 2022 00:00:00 GMT']"
40,GDACS_1308184,1308184,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:10km) in Honduras 30/01/2022 22:01 UTC, About 79000 people within 100km.","On 1/30/2022 10:01:10 PM, an earthquake occurred in Honduras potentially affecting About 79000 people within 100km. The earthquake had Magnitude 4.5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308184,gdacs.org,www,"['EQ', 'Green']",Honduras,HND,Latin America & Caribbean,LCN,Atlántida,Honduras,Pocalis,,,"Pocalis, Atlántida, Honduras","['16.8092', '-86.0896']","['Sun, 30 Jan 2022 22:01:10 GMT', 'Sun, 30 Jan 2022 22:01:10 GMT']"
41,GDACS_1308182,1308182,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:10km) in Northern East Pacfic Rise 30/01/2022 21:51 UTC, No people within 100km.","On 1/30/2022 9:51:00 PM, an earthquake occurred in Northern East Pacfic Rise potentially affecting No people within 100km. The earthquake had Magnitude 4.5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308182,gdacs.org,www,"['EQ', 'Green']",Northern East Pacfic Rise,,,,,,,,,,"['8.1852', '-104.251']","['Sun, 30 Jan 2022 21:51:00 GMT', 'Sun, 30 Jan 2022 21:51:00 GMT']"
42,GDACS_1308176,1308176,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:59.27km) in Indonesia 30/01/2022 20:22 UTC, About 89000 people within 100km.","On 1/30/2022 8:22:20 PM, an earthquake occurred in Indonesia potentially affecting About 89000 people within 100km. The earthquake had Magnitude 4.9M, Depth:59.27km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308176,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,East Asia & Pacific,EAS,East Nusa Tenggara,Indonesia,Nyiuwudu,,,"Nyiuwudu, East Nusa Tenggara, Indonesia","['-10.21', '122.3001']","['Sun, 30 Jan 2022 20:22:20 GMT', 'Sun, 30 Jan 2022 20:22:20 GMT']"
43,GDACS_1308175,1308175,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:55.49km) in United States 30/01/2022 19:58 UTC, About 4000 people within 100km.","On 1/30/2022 7:58:10 PM, an earthquake occurred in United States potentially affecting About 4000 people within 100km. The earthquake had Magnitude 4.5M, Depth:55.49km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308175,gdacs.org,www,"['EQ', 'Green']",United States,USA,North America,NAC,Alaska,United States,Kashega,,,"Kashega, Alaska, United States","['53.2442', '-166.7876']","['Sun, 30 Jan 2022 19:58:10 GMT', 'Sun, 30 Jan 2022 19:58:10 GMT']"
44,GDACS_1308219,1308219,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:10km) in Tonga 30/01/2022 17:53 UTC, About 84000 people within 100km.","On 1/30/2022 5:53:26 PM, an earthquake occurred in Tonga potentially affecting About 84000 people within 100km. The earthquake had Magnitude 4.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308219,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,East Asia & Pacific,EAS,Tongatapu,Tonga,Navutoka,,,"Navutoka, Tongatapu, Tonga","['-20.7439', '-175.0581']","['Sun, 30 Jan 2022 17:53:26 GMT', 'Sun, 30 Jan 2022 17:53:26 GMT']"
45,GDACS_1308152,1308152,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:225.14km) in Argentina 30/01/2022 15:08 UTC, About 10000 people within 100km.","On 1/30/2022 3:08:20 PM, an earthquake occurred in Argentina potentially affecting About 10000 people within 100km. The earthquake had Magnitude 4.5M, Depth:225.14km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308152,gdacs.org,www,"['EQ', 'Green']",Argentina,ARG,Latin America & Caribbean,LCN,Jujuy,Argentina,Catúa,,,"Catúa, Jujuy, Argentina","['-24.0759', '-67.0847']","['Sun, 30 Jan 2022 15:08:20 GMT', 'Sun, 30 Jan 2022 15:08:20 GMT']"
46,GDACS_1308151,1308151,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:548.36km) in Tonga 30/01/2022 14:48 UTC, Few people within 100km.","On 1/30/2022 2:48:28 PM, an earthquake occurred in Tonga potentially affecting Few people within 100km. The earthquake had Magnitude 4.6M, Depth:548.36km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308151,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,East Asia & Pacific,EAS,,,,,,,"['-19.9602', '-177.4275']","['Sun, 30 Jan 2022 14:48:28 GMT', 'Sun, 30 Jan 2022 14:48:28 GMT']"
47,GDACS_1308124,1308124,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:42.64km) in Indonesia 30/01/2022 11:31 UTC, No people within 100km.","On 1/30/2022 11:31:34 AM, an earthquake occurred in Indonesia potentially affecting No people within 100km. The earthquake had Magnitude 4.6M, Depth:42.64km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308124,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,East Asia & Pacific,EAS,,,,,,,"['-10.1627', '117.423']","['Sun, 30 Jan 2022 11:31:34 GMT', 'Sun, 30 Jan 2022 11:31:34 GMT']"
48,GDACS_1308122,1308122,7 days,"Green earthquake alert (Magnitude 5.7M, Depth:10km) in Southern East Pacific Rise 30/01/2022 11:07 UTC, No people within 100km.","On 1/30/2022 11:07:33 AM, an earthquake occurred in Southern East Pacific Rise potentially affecting No people within 100km. The earthquake had Magnitude 5.7M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308122,gdacs.org,www,"['EQ', 'Green']",Southern East Pacific Rise,,,,,,,,,,"['-32.0938', '-111.8029']","['Sun, 30 Jan 2022 11:07:33 GMT', 'Sun, 30 Jan 2022 11:07:33 GMT']"
49,GDACS_1308119,1308119,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:114.67km) in Papua New Guinea 30/01/2022 10:23 UTC, 270000 people within 100km.","On 1/30/2022 10:23:33 AM, an earthquake occurred in Papua New Guinea potentially affecting 270000 people within 100km. The earthquake had Magnitude 4.5M, Depth:114.67km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308119,gdacs.org,www,"['EQ', 'Green']",Papua New Guinea,PNG,East Asia & Pacific,EAS,East Sepik,Papua New Guinea,Kitchikan,,,"Kitchikan, East Sepik, Papua New Guinea","['-4.4405', '144.4012']","['Sun, 30 Jan 2022 10:23:33 GMT', 'Sun, 30 Jan 2022 10:23:33 GMT']"
50,GDACS_1308117,1308117,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:44.57km) in Russian Federation 30/01/2022 10:14 UTC, About 900 people within 100km.","On 1/30/2022 10:14:38 AM, an earthquake occurred in Russian Federation potentially affecting About 900 people within 100km. The earthquake had Magnitude 4.7M, Depth:44.57km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308117,gdacs.org,www,"['EQ', 'Green']",Russian Federation,RUS,Europe & Central Asia,ECS,,,,,,,"['53.7408', '161.1058']","['Sun, 30 Jan 2022 10:14:38 GMT', 'Sun, 30 Jan 2022 10:14:38 GMT']"
51,GDACS_1308104,1308104,7 days,"Green earthquake alert (Magnitude 4.8M, Depth:103.2km) in South Of Kermadec Islands 30/01/2022 04:47 UTC, No people within 100km.","On 1/30/2022 4:47:01 AM, an earthquake occurred in South Of Kermadec Islands potentially affecting No people within 100km. The earthquake had Magnitude 4.8M, Depth:103.2km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308104,gdacs.org,www,"['EQ', 'Green']",South Of Kermadec Islands,,,,,,,,,,"['-33.0594', '-179.6306']","['Sun, 30 Jan 2022 04:47:01 GMT', 'Sun, 30 Jan 2022 04:47:01 GMT']"
52,GDACS_1308095,1308095,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Argentina 30/01/2022 02:44 UTC, 360000 people within 100km.","On 1/30/2022 2:44:56 AM, an earthquake occurred in Argentina potentially affecting 360000 people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308095,gdacs.org,www,"['EQ', 'Green']",Argentina,ARG,Latin America & Caribbean,LCN,Salta,Argentina,Paraní,,,"Paraní, Salta, Argentina","['-23.313', '-64.9048']","['Sun, 30 Jan 2022 02:44:56 GMT', 'Sun, 30 Jan 2022 02:44:56 GMT']"
53,GDACS_1308072,1308072,7 days,"Green earthquake alert (Magnitude 5.2M, Depth:10km) in Philippines 30/01/2022 00:17 UTC, No people within 100km.","On 1/30/2022 12:17:13 AM, an earthquake occurred in Philippines potentially affecting No people within 100km. The earthquake had Magnitude 5.2M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308072,gdacs.org,www,"['EQ', 'Green']",Philippines,PHL,East Asia & Pacific,EAS,,,,,,,"['15.5817', '118.284']","['Sun, 30 Jan 2022 00:17:13 GMT', 'Sun, 30 Jan 2022 00:17:13 GMT']"
18,GDACS_1014742,1014742,7 days,"Drought is on going in Ethiopia, Uganda",The  Drought alert level is Orange.,,GDACS,https://www.gdacs.org/report.aspx?eventtype=DR&eventid=1014742,gdacs.org,www,"['DR', 'Orange']","Ethiopia, Uganda",ETH,Sub-Saharan Africa,SSF,Oromiya,Ethiopia,Galu,,,"Galu, Oromiya, Ethiopia","['5.249', '39.249']","['Sun, 21 Feb 2021 00:00:00 GMT', 'Tue, 01 Feb 2022 00:00:00 GMT']"
54,GDACS_1308068,1308068,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:10km) in Indonesia 29/01/2022 23:08 UTC, 310000 people within 100km.","On 1/29/2022 11:08:27 PM, an earthquake occurred in Indonesia potentially affecting 310000 people within 100km. The earthquake had Magnitude 4.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308068,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,East Asia & Pacific,EAS,Maluku,Indonesia,Lisiela,,,"Lisiela, Maluku, Indonesia","['-2.6715', '128.9841']","['Sat, 29 Jan 2022 23:08:27 GMT', 'Sat, 29 Jan 2022 23:08:27 GMT']"
55,GDACS_1308057,1308057,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Tonga 29/01/2022 21:21 UTC, About 78000 people within 100km.","On 1/29/2022 9:21:49 PM, an earthquake occurred in Tonga potentially affecting About 78000 people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308057,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,East Asia & Pacific,EAS,Tongatapu,Tonga,Ha‘atafu,,,"Ha‘atafu, Tongatapu, Tonga","['-20.609', '-175.5317']","['Sat, 29 Jan 2022 21:21:49 GMT', 'Sat, 29 Jan 2022 21:21:49 GMT']"
56,GDACS_1308053,1308053,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:198.28km) in Bolivia 29/01/2022 20:46 UTC, About 15000 people within 100km.","On 1/29/2022 8:46:05 PM, an earthquake occurred in Bolivia potentially affecting About 15000 people within 100km. The earthquake had Magnitude 4.6M, Depth:198.28km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308053,gdacs.org,www,"['EQ', 'Green']",Bolivia,BOL,Latin America & Caribbean,LCN,Potosí,Bolivia,Aguas Calientes,,,"Aguas Calientes, Potosí, Bolivia","['-21.9207', '-67.5516']","['Sat, 29 Jan 2022 20:46:05 GMT', 'Sat, 29 Jan 2022 20:46:05 GMT']"
57,GDACS_1308028,1308028,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:14.34km) in Indonesia 29/01/2022 14:36 UTC, 200000 people within 100km.","On 1/29/2022 2:36:03 PM, an earthquake occurred in Indonesia potentially affecting 200000 people within 100km. The earthquake had Magnitude 4.6M, Depth:14.34km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308028,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,East Asia & Pacific,EAS,,Indonesia,Birang,,,"Birang, , Indonesia","['3.8003', '126.8074']","['Sat, 29 Jan 2022 14:36:03 GMT', 'Sat, 29 Jan 2022 14:36:03 GMT']"
58,GDACS_1308027,1308027,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Kermadec Islands Region 29/01/2022 14:09 UTC, No people within 100km.","On 1/29/2022 2:09:04 PM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308027,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,,,,,,,,,"['-29.6507', '-176.5951']","['Sat, 29 Jan 2022 14:09:04 GMT', 'Sat, 29 Jan 2022 14:09:04 GMT']"
59,GDACS_1308008,1308008,7 days,"Green earthquake alert (Magnitude 5.1M, Depth:10km) in Trinidad and Tobago 29/01/2022 13:40 UTC, 1080000 people within 100km.","On 1/29/2022 1:40:07 PM, an earthquake occurred in Trinidad and Tobago potentially affecting 1080000 people within 100km. The earthquake had Magnitude 5.1M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308008,gdacs.org,www,"['EQ', 'Green']",Trinidad and Tobago,TTO,Latin America & Caribbean,LCN,Sangre Grande,Trinidad and Tobago,L’Anse Noire,,,"L’Anse Noire, Sangre Grande, Trinidad and Tobago","['10.9713', '-60.987']","['Sat, 29 Jan 2022 13:40:07 GMT', 'Sat, 29 Jan 2022 13:40:07 GMT']"
60,GDACS_1308005,1308005,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:121.03km) in Argentina 29/01/2022 12:56 UTC, About 80000 people within 100km.","On 1/29/2022 12:56:53 PM, an earthquake occurred in Argentina potentially affecting About 80000 people within 100km. The earthquake had Magnitude 4.5M, Depth:121.03km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308005,gdacs.org,www,"['EQ', 'Green']",Argentina,ARG,Latin America & Caribbean,LCN,Catamarca,Argentina,La Puntilla,,,"La Puntilla, Catamarca, Argentina","['-28.155', '-67.4906']","['Sat, 29 Jan 2022 12:56:53 GMT', 'Sat, 29 Jan 2022 12:56:53 GMT']"
61,GDACS_1307999,1307999,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:10km) in Kermadec Islands, New Zealand 29/01/2022 11:12 UTC, No people within 100km.","On 1/29/2022 11:12:15 AM, an earthquake occurred in Kermadec Islands, New Zealand potentially affecting No people within 100km. The earthquake had Magnitude 4.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307999,gdacs.org,www,"['EQ', 'Green']","Kermadec Islands, New Zealand",,,,,,,,,,"['-29.8508', '-177.2141']","['Sat, 29 Jan 2022 11:12:15 GMT', 'Sat, 29 Jan 2022 11:12:15 GMT']"
62,GDACS_1307993,1307993,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:35km) in United States 29/01/2022 10:23 UTC, Few people within 100km.","On 1/29/2022 10:23:00 AM, an earthquake occurred in United States potentially affecting Few people within 100km. The earthquake had Magnitude 4.7M, Depth:35km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307993,gdacs.org,www,"['EQ', 'Green']",United States,USA,North America,NAC,Alaska,United States,Tigalda (historical),,,"Tigalda (historical), Alaska, United States","['53.8054', '-164.0669']","['Sat, 29 Jan 2022 10:23:00 GMT', 'Sat, 29 Jan 2022 10:23:00 GMT']"
63,GDACS_1307992,1307992,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:35km) in United States 29/01/2022 09:56 UTC, Few people within 100km.","On 1/29/2022 9:56:16 AM, an earthquake occurred in United States potentially affecting Few people within 100km. The earthquake had Magnitude 4.6M, Depth:35km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307992,gdacs.org,www,"['EQ', 'Green']",United States,USA,North America,NAC,Alaska,United States,Tigalda (historical),,,"Tigalda (historical), Alaska, United States","['53.8797', '-164.0614']","['Sat, 29 Jan 2022 09:56:16 GMT', 'Sat, 29 Jan 2022 09:56:16 GMT']"
64,GDACS_1307990,1307990,7 days,"Green earthquake alert (Magnitude 4.8M, Depth:35km) in United States 29/01/2022 09:33 UTC, No people within 100km.","On 1/29/2022 9:33:54 AM, an earthquake occurred in United States potentially affecting No people within 100km. The earthquake had Magnitude 4.8M, Depth:35km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307990,gdacs.org,www,"['EQ', 'Green']",United States,USA,North America,NAC,Alaska,United States,Tigalda (historical),,,"Tigalda (historical), Alaska, United States","['53.7894', '-164.0271']","['Sat, 29 Jan 2022 09:33:54 GMT', 'Sat, 29 Jan 2022 09:33:54 GMT']"
65,GDACS_1307988,1307988,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Kermadec Islands Region 29/01/2022 08:48 UTC, No people within 100km.","On 1/29/2022 8:48:00 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307988,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,,,,,,,,,"['-29.6633', '-176.6341']","['Sat, 29 Jan 2022 08:48:00 GMT', 'Sat, 29 Jan 2022 08:48:00 GMT']"
66,GDACS_1307979,1307979,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Kermadec Islands Region 29/01/2022 07:30 UTC, No people within 100km.","On 1/29/2022 7:30:27 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307979,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,,,,,,,,,"['-29.3155', '-176.6452']","['Sat, 29 Jan 2022 07:30:27 GMT', 'Sat, 29 Jan 2022 07:30:27 GMT']"
67,GDACS_1307965,1307965,7 days,"Green earthquake alert (Magnitude 5.8M, Depth:10km) in Kermadec Islands Region 29/01/2022 04:59 UTC, No people within 100km.","On 1/29/2022 4:59:10 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 5.8M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307965,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,,,,,,,,,"['-29.6608', '-176.9055']","['Sat, 29 Jan 2022 04:59:10 GMT', 'Sat, 29 Jan 2022 04:59:10 GMT']"
68,GDACS_1307964,1307964,7 days,"Green earthquake alert (Magnitude 5M, Depth:10km) in Kermadec Islands Region 29/01/2022 04:42 UTC, No people within 100km.","On 1/29/2022 4:42:36 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307964,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,,,,,,,,,"['-29.6316', '-176.4856']","['Sat, 29 Jan 2022 04:42:36 GMT', 'Sat, 29 Jan 2022 04:42:36 GMT']"
69,GDACS_1307960,1307960,7 days,"Green earthquake alert (Magnitude 5.1M, Depth:10km) in Kermadec Islands Region 29/01/2022 04:38 UTC, No people within 100km.","On 1/29/2022 4:38:58 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 5.1M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307960,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,,,,,,,,,"['-29.7775', '-176.6215']","['Sat, 29 Jan 2022 04:38:58 GMT', 'Sat, 29 Jan 2022 04:38:58 GMT']"
70,GDACS_1307953,1307953,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:83.32km) in El Salvador 29/01/2022 03:19 UTC, 3780000 people within 100km.","On 1/29/2022 3:19:29 AM, an earthquake occurred in El Salvador potentially affecting 3780000 people within 100km. The earthquake had Magnitude 4.9M, Depth:83.32km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307953,gdacs.org,www,"['EQ', 'Green']",El Salvador,SLV,Latin America & Caribbean,LCN,Usulután,El Salvador,Isla de Méndez,,,"Isla de Méndez, Usulután, El Salvador","['13.0505', '-88.6847']","['Sat, 29 Jan 2022 03:19:29 GMT', 'Sat, 29 Jan 2022 03:19:29 GMT']"
71,GDACS_1307959,1307959,7 days,"Green earthquake alert (Magnitude 5.1M, Depth:10km) in Kermadec Islands Region 29/01/2022 03:04 UTC, No people within 100km.","On 1/29/2022 3:04:51 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 5.1M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307959,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,,,,,,,,,"['-29.7927', '-176.8112']","['Sat, 29 Jan 2022 03:04:51 GMT', 'Sat, 29 Jan 2022 03:04:51 GMT']"
72,GDACS_1307951,1307951,7 days,"Green earthquake alert (Magnitude 5.3M, Depth:10km) in Kermadec Islands Region 29/01/2022 03:01 UTC, No people within 100km.","On 1/29/2022 3:01:29 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 5.3M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307951,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,,,,,,,,,"['-29.7553', '-176.7022']","['Sat, 29 Jan 2022 03:01:29 GMT', 'Sat, 29 Jan 2022 03:01:29 GMT']"
73,GDACS_1307956,1307956,7 days,"Green earthquake alert (Magnitude 5.3M, Depth:10km) in Kermadec Islands Region 29/01/2022 02:53 UTC, No people within 100km.","On 1/29/2022 2:53:25 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 5.3M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307956,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,,,,,,,,,"['-29.6247', '-176.759']","['Sat, 29 Jan 2022 02:53:25 GMT', 'Sat, 29 Jan 2022 02:53:25 GMT']"
74,GDACS_1307946,1307946,7 days,"Green earthquake alert (Magnitude 6.5M, Depth:10km) in Kermadec Islands Region 29/01/2022 02:46 UTC, No people within 100km.","On 1/29/2022 2:46:39 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 6.5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307946,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,,,,,,,,,"['-29.5308', '-176.7488']","['Sat, 29 Jan 2022 02:46:39 GMT', 'Sat, 29 Jan 2022 02:46:39 GMT']"
22,GDACS_1013868,1013868,7 days,"Drought is on going in Argentina, Bolivia, Brazil, Paraguay, Uruguay",The  Drought alert level is Orange.,,GDACS,https://www.gdacs.org/report.aspx?eventtype=DR&eventid=1013868,gdacs.org,www,"['DR', 'Orange']","Argentina, Bolivia, Brazil, Paraguay, Uruguay",ARG,Latin America & Caribbean,LCN,Rondônia,Brazil,Aldeia Capitão Moa,,,"Aldeia Capitão Moa, Rondônia, Brazil","['-11.21', '-60.237']","['Sat, 21 Dec 2019 00:00:00 GMT', 'Tue, 01 Feb 2022 00:00:00 GMT']"
