id,Null,uptime,country,location,ships,distinct,contributor,status,timezone,time,date
3483,,79 %,  Belgium,WIjnegem,0,0,,Offline > 24 hours,India Standard Time,12/10/2021,18:54:44
2981,,100 %,  Belgium,Oostende,119,0,,Online,India Standard Time,12/10/2021,18:54:44
2127,,100 %,  Belgium,Izegem,69,0,,Online,India Standard Time,12/10/2021,18:54:44
2300,,100 %,  Belgium,Antwerp Harbour 1,257,2,www.vemasys.com,Online,India Standard Time,12/10/2021,18:54:44
2404,,100 %,  Belgium,Bruges,191,26,dotOcean,Online,India Standard Time,12/10/2021,18:54:44
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,12/10/2021,18:54:44
3152,,100 %,  Belgium,Zeebrugge,199,42,Citymesh,Online,India Standard Time,12/10/2021,18:54:44
2276,,100 %,  Belgium,Schilde,306,13,,Online,India Standard Time,12/10/2021,18:54:44
2061,,100 %,  Belgium,Ostend,45,0,,Online,India Standard Time,12/10/2021,18:54:44
3489,,100 %,  Brazil,Maceio,3,3,,Online,India Standard Time,12/10/2021,18:54:44
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,12/10/2021,18:54:44
2517,,100 %,  Brazil,Belem,188,63,,Online,India Standard Time,12/10/2021,18:54:44
2850,,100 %,  Brazil,Fortaleza,8,8,German Aerospace Center (DLR),Online,India Standard Time,12/10/2021,18:54:44
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:54:44
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:54:44
2660,,100 %,  Canada,Sorel-Tracy,15,0,,Online,India Standard Time,12/10/2021,18:54:44
2253,,98 %,  Canada,Montreal,4,2,,Online,India Standard Time,12/10/2021,18:54:44
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,12/10/2021,18:55:37
3061,,100 %,  Argentina,Buenos Aires,19,19,,Online,India Standard Time,12/10/2021,18:55:37
3292,,99 %,  Australia,"Oakleigh, Victoria",5,5,SARCNET,Online,India Standard Time,12/10/2021,18:55:37
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,12/10/2021,18:55:37
2995,,100 %,  Australia,Kingston,7,6,,Online,India Standard Time,12/10/2021,18:55:37
2070,,100 %,  Australia,"Nelson Bay, NSW",41,41,,Online,India Standard Time,12/10/2021,18:55:37
2288,,99 %,  Australia,Johanna,5,5,,Online,India Standard Time,12/10/2021,18:55:37
2999,,100 %,  Australia,Mount Hicks,2,1,,Online,India Standard Time,12/10/2021,18:55:37
2801,,3 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,12/10/2021,18:55:37
2502,,100 %,  Australia,Scarborough,57,57,,Online,India Standard Time,12/10/2021,18:55:37
2675,,100 %,  Australia,Sydney,13,13,,Online,India Standard Time,12/10/2021,18:55:37
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,12/10/2021,18:55:37
2701,,100 %,  Australia,O'Connor,66,66,,Online,India Standard Time,12/10/2021,18:55:37
2936,,87 %,  Australia,Kettering,21,20,,Online,India Standard Time,12/10/2021,18:55:37
2360,,100 %,  Australia,Port Hedland,121,121,,Online,India Standard Time,12/10/2021,18:55:37
2556,,100 %,  Australia,Franklin,10,10,,Online,India Standard Time,12/10/2021,18:55:37
2234,,95 %,  Australia,Mt Arthur (N.Tasmania),2,1,,Online,India Standard Time,12/10/2021,18:55:37
2739,,100 %,  Australia,Townsville,77,43,,Online,India Standard Time,12/10/2021,18:55:37
2637,,72 %,  Australia,Devonport,9,7,,Online,India Standard Time,12/10/2021,18:55:37
2798,,100 %,  Austria,Linz,28,28,,Online,India Standard Time,12/10/2021,18:55:37
2520,,100 %,  Austria,Vienna,20,9,,Online,India Standard Time,12/10/2021,18:55:37
3175,,100 %,  Austria,Vienna,12,1,,Online,India Standard Time,12/10/2021,18:55:37
2984,,76 %,  Azerbaijan,Baku,54,54,,Online,India Standard Time,12/10/2021,18:55:37
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,12/10/2021,18:55:37
3152,,100 %,  Belgium,Zeebrugge,195,42,Citymesh,Online,India Standard Time,12/10/2021,18:55:37
3459,,100 %,  Belgium,Oostende,86,1,Flanders Marine Institute,Online,India Standard Time,12/10/2021,18:55:37
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,12/10/2021,18:55:37
2300,,100 %,  Belgium,Antwerp Harbour 1,255,2,www.vemasys.com,Online,India Standard Time,12/10/2021,18:55:37
2404,,100 %,  Belgium,Bruges,189,23,dotOcean,Online,India Standard Time,12/10/2021,18:55:37
2145,,100 %,  Belgium,Antwerp2,522,159,Tresco Engineering,Online,India Standard Time,12/10/2021,18:55:37
3075,,100 %,  Belgium,Aalst,2,2,,Online,India Standard Time,12/10/2021,18:55:37
2292,,100 %,  Belgium,Gent,351,214,,Online,India Standard Time,12/10/2021,18:55:37
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,12/10/2021,18:55:37
2127,,100 %,  Belgium,Izegem,75,0,,Online,India Standard Time,12/10/2021,18:55:37
3483,,79 %,  Belgium,WIjnegem,0,0,,Offline > 24 hours,India Standard Time,12/10/2021,18:55:37
3359,,39 %,  Belgium,Schoten,1,0,,Online,India Standard Time,12/10/2021,18:55:37
2981,,100 %,  Belgium,Oostende,113,0,,Online,India Standard Time,12/10/2021,18:55:37
3249,,100 %,  Belgium,Antwerp,96,0,,Online,India Standard Time,12/10/2021,18:55:37
2546,,100 %,  Belgium,Merchtem,33,4,,Online,India Standard Time,12/10/2021,18:55:37
3215,,78 %,  Belgium,Antwerp,0,0,,Offline > 10 minutes,India Standard Time,12/10/2021,18:55:37
2061,,100 %,  Belgium,Ostend,44,0,,Online,India Standard Time,12/10/2021,18:55:37
2276,,100 %,  Belgium,Schilde,313,15,,Online,India Standard Time,12/10/2021,18:55:37
2517,,100 %,  Brazil,Belem,186,62,,Online,India Standard Time,12/10/2021,18:55:37
3489,,100 %,  Brazil,Maceio,3,3,,Online,India Standard Time,12/10/2021,18:55:37
2850,,100 %,  Brazil,Fortaleza,10,10,German Aerospace Center (DLR),Online,India Standard Time,12/10/2021,18:55:37
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,12/10/2021,18:55:37
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:55:37
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:55:37
2253,,98 %,  Canada,Montreal,5,2,,Online,India Standard Time,12/10/2021,18:55:37
2593,,100 %,  Canada,Prince Rupert,74,23,,Online,India Standard Time,12/10/2021,18:55:37
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,12/10/2021,18:55:38
3061,,100 %,  Argentina,Buenos Aires,19,19,,Online,India Standard Time,12/10/2021,18:55:38
2637,,72 %,  Australia,Devonport,9,7,,Online,India Standard Time,12/10/2021,18:55:38
3292,,99 %,  Australia,"Oakleigh, Victoria",5,5,SARCNET,Online,India Standard Time,12/10/2021,18:55:38
2995,,100 %,  Australia,Kingston,7,6,,Online,India Standard Time,12/10/2021,18:55:38
2999,,100 %,  Australia,Mount Hicks,2,1,,Online,India Standard Time,12/10/2021,18:55:38
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,12/10/2021,18:55:38
2360,,100 %,  Australia,Port Hedland,121,121,,Online,India Standard Time,12/10/2021,18:55:38
2675,,100 %,  Australia,Sydney,13,13,,Online,India Standard Time,12/10/2021,18:55:38
2556,,100 %,  Australia,Franklin,10,10,,Online,India Standard Time,12/10/2021,18:55:38
2801,,3 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,12/10/2021,18:55:38
2701,,100 %,  Australia,O'Connor,66,66,,Online,India Standard Time,12/10/2021,18:55:38
2070,,100 %,  Australia,"Nelson Bay, NSW",41,41,,Online,India Standard Time,12/10/2021,18:55:38
2936,,87 %,  Australia,Kettering,21,20,,Online,India Standard Time,12/10/2021,18:55:38
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,12/10/2021,18:55:38
2288,,99 %,  Australia,Johanna,5,5,,Online,India Standard Time,12/10/2021,18:55:38
2739,,100 %,  Australia,Townsville,77,43,,Online,India Standard Time,12/10/2021,18:55:38
2234,,95 %,  Australia,Mt Arthur (N.Tasmania),2,1,,Online,India Standard Time,12/10/2021,18:55:38
2502,,100 %,  Australia,Scarborough,57,57,,Online,India Standard Time,12/10/2021,18:55:38
2798,,100 %,  Austria,Linz,28,28,,Online,India Standard Time,12/10/2021,18:55:38
3175,,100 %,  Austria,Vienna,12,1,,Online,India Standard Time,12/10/2021,18:55:38
2520,,100 %,  Austria,Vienna,20,9,,Online,India Standard Time,12/10/2021,18:55:38
2984,,76 %,  Azerbaijan,Baku,54,54,,Online,India Standard Time,12/10/2021,18:55:38
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,12/10/2021,18:55:38
2127,,100 %,  Belgium,Izegem,75,0,,Online,India Standard Time,12/10/2021,18:55:38
3152,,100 %,  Belgium,Zeebrugge,195,42,Citymesh,Online,India Standard Time,12/10/2021,18:55:38
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,12/10/2021,18:55:38
2276,,100 %,  Belgium,Schilde,313,15,,Online,India Standard Time,12/10/2021,18:55:38
3459,,100 %,  Belgium,Oostende,86,1,Flanders Marine Institute,Online,India Standard Time,12/10/2021,18:55:38
2061,,100 %,  Belgium,Ostend,44,0,,Online,India Standard Time,12/10/2021,18:55:38
3075,,100 %,  Belgium,Aalst,2,2,,Online,India Standard Time,12/10/2021,18:55:38
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,12/10/2021,18:55:38
3483,,79 %,  Belgium,WIjnegem,0,0,,Offline > 24 hours,India Standard Time,12/10/2021,18:55:38
3359,,39 %,  Belgium,Schoten,1,0,,Online,India Standard Time,12/10/2021,18:55:38
3215,,78 %,  Belgium,Antwerp,0,0,,Offline > 10 minutes,India Standard Time,12/10/2021,18:55:38
2546,,100 %,  Belgium,Merchtem,33,4,,Online,India Standard Time,12/10/2021,18:55:38
3249,,100 %,  Belgium,Antwerp,96,0,,Online,India Standard Time,12/10/2021,18:55:38
2981,,100 %,  Belgium,Oostende,113,0,,Online,India Standard Time,12/10/2021,18:55:38
2145,,100 %,  Belgium,Antwerp2,522,159,Tresco Engineering,Online,India Standard Time,12/10/2021,18:55:38
2300,,100 %,  Belgium,Antwerp Harbour 1,255,2,www.vemasys.com,Online,India Standard Time,12/10/2021,18:55:38
2404,,100 %,  Belgium,Bruges,189,23,dotOcean,Online,India Standard Time,12/10/2021,18:55:38
2292,,100 %,  Belgium,Gent,351,214,,Online,India Standard Time,12/10/2021,18:55:38
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,12/10/2021,18:55:38
2517,,100 %,  Brazil,Belem,186,62,,Online,India Standard Time,12/10/2021,18:55:38
3489,,100 %,  Brazil,Maceio,3,3,,Online,India Standard Time,12/10/2021,18:55:38
2850,,100 %,  Brazil,Fortaleza,10,10,German Aerospace Center (DLR),Online,India Standard Time,12/10/2021,18:55:38
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:55:38
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:55:38
2512,,100 %,  Canada,Quadra Island,55,53,,Online,India Standard Time,12/10/2021,18:55:38
3201,,100 %,  Canada,Sorel-Tracy,19,1,,Online,India Standard Time,12/10/2021,18:55:38
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,12/10/2021,18:55:39
3061,,100 %,  Argentina,Buenos Aires,19,19,,Online,India Standard Time,12/10/2021,18:55:39
2739,,100 %,  Australia,Townsville,77,43,,Online,India Standard Time,12/10/2021,18:55:39
2936,,87 %,  Australia,Kettering,21,20,,Online,India Standard Time,12/10/2021,18:55:39
2234,,95 %,  Australia,Mt Arthur (N.Tasmania),2,1,,Online,India Standard Time,12/10/2021,18:55:39
2070,,100 %,  Australia,"Nelson Bay, NSW",41,41,,Online,India Standard Time,12/10/2021,18:55:39
2637,,72 %,  Australia,Devonport,9,7,,Online,India Standard Time,12/10/2021,18:55:39
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,12/10/2021,18:55:39
2360,,100 %,  Australia,Port Hedland,121,121,,Online,India Standard Time,12/10/2021,18:55:39
2502,,100 %,  Australia,Scarborough,57,57,,Online,India Standard Time,12/10/2021,18:55:39
2556,,100 %,  Australia,Franklin,10,10,,Online,India Standard Time,12/10/2021,18:55:39
2675,,100 %,  Australia,Sydney,13,13,,Online,India Standard Time,12/10/2021,18:55:39
2995,,100 %,  Australia,Kingston,7,6,,Online,India Standard Time,12/10/2021,18:55:39
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,12/10/2021,18:55:39
2999,,100 %,  Australia,Mount Hicks,2,1,,Online,India Standard Time,12/10/2021,18:55:39
2701,,100 %,  Australia,O'Connor,66,66,,Online,India Standard Time,12/10/2021,18:55:39
3292,,99 %,  Australia,"Oakleigh, Victoria",5,5,SARCNET,Online,India Standard Time,12/10/2021,18:55:39
2801,,3 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,12/10/2021,18:55:39
2288,,99 %,  Australia,Johanna,5,5,,Online,India Standard Time,12/10/2021,18:55:39
2520,,100 %,  Austria,Vienna,20,9,,Online,India Standard Time,12/10/2021,18:55:39
2798,,100 %,  Austria,Linz,28,28,,Online,India Standard Time,12/10/2021,18:55:39
3175,,100 %,  Austria,Vienna,12,1,,Online,India Standard Time,12/10/2021,18:55:39
2984,,76 %,  Azerbaijan,Baku,54,54,,Online,India Standard Time,12/10/2021,18:55:39
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,12/10/2021,18:55:39
2061,,100 %,  Belgium,Ostend,44,0,,Online,India Standard Time,12/10/2021,18:55:39
2276,,100 %,  Belgium,Schilde,313,15,,Online,India Standard Time,12/10/2021,18:55:39
2300,,100 %,  Belgium,Antwerp Harbour 1,255,2,www.vemasys.com,Online,India Standard Time,12/10/2021,18:55:39
2404,,100 %,  Belgium,Bruges,189,23,dotOcean,Online,India Standard Time,12/10/2021,18:55:39
2981,,100 %,  Belgium,Oostende,113,0,,Online,India Standard Time,12/10/2021,18:55:39
3483,,79 %,  Belgium,WIjnegem,0,0,,Offline > 24 hours,India Standard Time,12/10/2021,18:55:39
3152,,100 %,  Belgium,Zeebrugge,195,42,Citymesh,Online,India Standard Time,12/10/2021,18:55:39
3359,,39 %,  Belgium,Schoten,1,0,,Online,India Standard Time,12/10/2021,18:55:39
3249,,100 %,  Belgium,Antwerp,96,0,,Online,India Standard Time,12/10/2021,18:55:39
2145,,100 %,  Belgium,Antwerp2,522,159,Tresco Engineering,Online,India Standard Time,12/10/2021,18:55:39
2292,,100 %,  Belgium,Gent,351,214,,Online,India Standard Time,12/10/2021,18:55:39
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,12/10/2021,18:55:39
2127,,100 %,  Belgium,Izegem,75,0,,Online,India Standard Time,12/10/2021,18:55:39
2546,,100 %,  Belgium,Merchtem,33,4,,Online,India Standard Time,12/10/2021,18:55:39
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,12/10/2021,18:55:39
3075,,100 %,  Belgium,Aalst,2,2,,Online,India Standard Time,12/10/2021,18:55:39
3215,,78 %,  Belgium,Antwerp,0,0,,Offline > 10 minutes,India Standard Time,12/10/2021,18:55:39
3459,,100 %,  Belgium,Oostende,86,1,Flanders Marine Institute,Online,India Standard Time,12/10/2021,18:55:39
2850,,100 %,  Brazil,Fortaleza,10,10,German Aerospace Center (DLR),Online,India Standard Time,12/10/2021,18:55:39
2517,,100 %,  Brazil,Belem,186,62,,Online,India Standard Time,12/10/2021,18:55:39
3489,,100 %,  Brazil,Maceio,3,3,,Online,India Standard Time,12/10/2021,18:55:39
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,12/10/2021,18:55:39
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:55:39
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:55:39
3083,,100 %,  Canada,New Westminster,35,16,,Online,India Standard Time,12/10/2021,18:55:39
2890,,100 %,  Canada,Montreal,19,1,,Online,India Standard Time,12/10/2021,18:55:39
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,12/10/2021,18:55:40
3061,,100 %,  Argentina,Buenos Aires,19,19,,Online,India Standard Time,12/10/2021,18:55:40
2739,,100 %,  Australia,Townsville,77,43,,Online,India Standard Time,12/10/2021,18:55:40
2360,,100 %,  Australia,Port Hedland,121,121,,Online,India Standard Time,12/10/2021,18:55:40
2556,,100 %,  Australia,Franklin,10,10,,Online,India Standard Time,12/10/2021,18:55:40
2637,,72 %,  Australia,Devonport,9,7,,Online,India Standard Time,12/10/2021,18:55:40
2936,,87 %,  Australia,Kettering,21,20,,Online,India Standard Time,12/10/2021,18:55:40
2234,,95 %,  Australia,Mt Arthur (N.Tasmania),2,1,,Online,India Standard Time,12/10/2021,18:55:40
3292,,99 %,  Australia,"Oakleigh, Victoria",5,5,SARCNET,Online,India Standard Time,12/10/2021,18:55:40
2675,,100 %,  Australia,Sydney,13,13,,Online,India Standard Time,12/10/2021,18:55:40
2701,,100 %,  Australia,O'Connor,66,66,,Online,India Standard Time,12/10/2021,18:55:40
2288,,99 %,  Australia,Johanna,5,5,,Online,India Standard Time,12/10/2021,18:55:40
2070,,100 %,  Australia,"Nelson Bay, NSW",41,41,,Online,India Standard Time,12/10/2021,18:55:40
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,12/10/2021,18:55:40
2502,,100 %,  Australia,Scarborough,57,57,,Online,India Standard Time,12/10/2021,18:55:40
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,12/10/2021,18:55:40
2801,,3 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,12/10/2021,18:55:40
2995,,100 %,  Australia,Kingston,7,6,,Online,India Standard Time,12/10/2021,18:55:40
2999,,100 %,  Australia,Mount Hicks,2,1,,Online,India Standard Time,12/10/2021,18:55:40
3175,,100 %,  Austria,Vienna,12,1,,Online,India Standard Time,12/10/2021,18:55:40
2798,,100 %,  Austria,Linz,28,28,,Online,India Standard Time,12/10/2021,18:55:40
2520,,100 %,  Austria,Vienna,20,9,,Online,India Standard Time,12/10/2021,18:55:40
2984,,76 %,  Azerbaijan,Baku,54,54,,Online,India Standard Time,12/10/2021,18:55:40
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,12/10/2021,18:55:40
2127,,100 %,  Belgium,Izegem,75,0,,Online,India Standard Time,12/10/2021,18:55:40
3075,,100 %,  Belgium,Aalst,2,2,,Online,India Standard Time,12/10/2021,18:55:40
3483,,79 %,  Belgium,WIjnegem,0,0,,Offline > 24 hours,India Standard Time,12/10/2021,18:55:40
3359,,39 %,  Belgium,Schoten,1,0,,Online,India Standard Time,12/10/2021,18:55:40
3249,,100 %,  Belgium,Antwerp,96,0,,Online,India Standard Time,12/10/2021,18:55:40
3152,,100 %,  Belgium,Zeebrugge,195,42,Citymesh,Online,India Standard Time,12/10/2021,18:55:40
2061,,100 %,  Belgium,Ostend,44,0,,Online,India Standard Time,12/10/2021,18:55:40
2546,,100 %,  Belgium,Merchtem,33,4,,Online,India Standard Time,12/10/2021,18:55:40
2981,,100 %,  Belgium,Oostende,113,0,,Online,India Standard Time,12/10/2021,18:55:40
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,12/10/2021,18:55:40
2276,,100 %,  Belgium,Schilde,313,15,,Online,India Standard Time,12/10/2021,18:55:40
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,12/10/2021,18:55:40
2300,,100 %,  Belgium,Antwerp Harbour 1,255,2,www.vemasys.com,Online,India Standard Time,12/10/2021,18:55:40
2145,,100 %,  Belgium,Antwerp2,522,159,Tresco Engineering,Online,India Standard Time,12/10/2021,18:55:40
3215,,78 %,  Belgium,Antwerp,0,0,,Offline > 10 minutes,India Standard Time,12/10/2021,18:55:40
2404,,100 %,  Belgium,Bruges,189,23,dotOcean,Online,India Standard Time,12/10/2021,18:55:40
3459,,100 %,  Belgium,Oostende,86,1,Flanders Marine Institute,Online,India Standard Time,12/10/2021,18:55:40
2292,,100 %,  Belgium,Gent,351,214,,Online,India Standard Time,12/10/2021,18:55:40
2517,,100 %,  Brazil,Belem,186,62,,Online,India Standard Time,12/10/2021,18:55:40
3489,,100 %,  Brazil,Maceio,3,3,,Online,India Standard Time,12/10/2021,18:55:40
2850,,100 %,  Brazil,Fortaleza,10,10,German Aerospace Center (DLR),Online,India Standard Time,12/10/2021,18:55:40
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,12/10/2021,18:55:40
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:55:40
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:55:40
2512,,100 %,  Canada,Quadra Island,55,53,,Online,India Standard Time,12/10/2021,18:55:40
2267,,100 %,  Canada,Dartmouth,24,0,,Online,India Standard Time,12/10/2021,18:55:40
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,12/10/2021,18:55:41
3061,,100 %,  Argentina,Buenos Aires,19,19,,Online,India Standard Time,12/10/2021,18:55:41
2360,,100 %,  Australia,Port Hedland,121,121,,Online,India Standard Time,12/10/2021,18:55:41
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,12/10/2021,18:55:41
2502,,100 %,  Australia,Scarborough,57,57,,Online,India Standard Time,12/10/2021,18:55:41
2995,,100 %,  Australia,Kingston,7,6,,Online,India Standard Time,12/10/2021,18:55:41
2234,,95 %,  Australia,Mt Arthur (N.Tasmania),2,1,,Online,India Standard Time,12/10/2021,18:55:41
2556,,100 %,  Australia,Franklin,10,10,,Online,India Standard Time,12/10/2021,18:55:41
2999,,100 %,  Australia,Mount Hicks,2,1,,Online,India Standard Time,12/10/2021,18:55:41
2675,,100 %,  Australia,Sydney,13,13,,Online,India Standard Time,12/10/2021,18:55:41
2701,,100 %,  Australia,O'Connor,66,66,,Online,India Standard Time,12/10/2021,18:55:41
2864,,0 %,  Australia,Morayfield,0,0,,Dead,India Standard Time,12/10/2021,18:55:41
2288,,99 %,  Australia,Johanna,5,5,,Online,India Standard Time,12/10/2021,18:55:41
2936,,87 %,  Australia,Kettering,21,20,,Online,India Standard Time,12/10/2021,18:55:41
2801,,3 %,  Australia,Glenorcky,0,0,,Dead,India Standard Time,12/10/2021,18:55:41
3292,,99 %,  Australia,"Oakleigh, Victoria",5,5,SARCNET,Online,India Standard Time,12/10/2021,18:55:41
2739,,100 %,  Australia,Townsville,77,43,,Online,India Standard Time,12/10/2021,18:55:41
2070,,100 %,  Australia,"Nelson Bay, NSW",41,41,,Online,India Standard Time,12/10/2021,18:55:41
2637,,72 %,  Australia,Devonport,9,7,,Online,India Standard Time,12/10/2021,18:55:41
3175,,100 %,  Austria,Vienna,12,1,,Online,India Standard Time,12/10/2021,18:55:41
2520,,100 %,  Austria,Vienna,20,9,,Online,India Standard Time,12/10/2021,18:55:41
2798,,100 %,  Austria,Linz,28,28,,Online,India Standard Time,12/10/2021,18:55:41
2984,,76 %,  Azerbaijan,Baku,54,54,,Online,India Standard Time,12/10/2021,18:55:41
2445,,0 %,  Bahamas,Freeport,0,0,,Dead,India Standard Time,12/10/2021,18:55:41
2145,,100 %,  Belgium,Antwerp2,522,159,Tresco Engineering,Online,India Standard Time,12/10/2021,18:55:41
2292,,100 %,  Belgium,Gent,351,214,,Online,India Standard Time,12/10/2021,18:55:41
3459,,100 %,  Belgium,Oostende,86,1,Flanders Marine Institute,Online,India Standard Time,12/10/2021,18:55:41
3215,,78 %,  Belgium,Antwerp,0,0,,Offline > 10 minutes,India Standard Time,12/10/2021,18:55:41
2723,,0 %,  Belgium,Antwerp Harbour 2,0,0,www.vemasys.com,Dead,India Standard Time,12/10/2021,18:55:41
2127,,100 %,  Belgium,Izegem,75,0,,Online,India Standard Time,12/10/2021,18:55:41
3075,,100 %,  Belgium,Aalst,2,2,,Online,India Standard Time,12/10/2021,18:55:41
3359,,39 %,  Belgium,Schoten,1,0,,Online,India Standard Time,12/10/2021,18:55:41
3249,,100 %,  Belgium,Antwerp,96,0,,Online,India Standard Time,12/10/2021,18:55:41
3483,,79 %,  Belgium,WIjnegem,0,0,,Offline > 24 hours,India Standard Time,12/10/2021,18:55:41
2546,,100 %,  Belgium,Merchtem,33,4,,Online,India Standard Time,12/10/2021,18:55:41
2709,,0 %,  Belgium,"Watervliet, St Laureins",0,0,,Dead,India Standard Time,12/10/2021,18:55:41
3152,,100 %,  Belgium,Zeebrugge,195,42,Citymesh,Online,India Standard Time,12/10/2021,18:55:41
2061,,100 %,  Belgium,Ostend,44,0,,Online,India Standard Time,12/10/2021,18:55:41
2300,,100 %,  Belgium,Antwerp Harbour 1,255,2,www.vemasys.com,Online,India Standard Time,12/10/2021,18:55:41
2404,,100 %,  Belgium,Bruges,189,23,dotOcean,Online,India Standard Time,12/10/2021,18:55:41
2276,,100 %,  Belgium,Schilde,313,15,,Online,India Standard Time,12/10/2021,18:55:41
2981,,100 %,  Belgium,Oostende,113,0,,Online,India Standard Time,12/10/2021,18:55:41
2850,,100 %,  Brazil,Fortaleza,10,10,German Aerospace Center (DLR),Online,India Standard Time,12/10/2021,18:55:41
2517,,100 %,  Brazil,Belem,186,62,,Online,India Standard Time,12/10/2021,18:55:41
3489,,100 %,  Brazil,Maceio,3,3,,Online,India Standard Time,12/10/2021,18:55:41
2929,,0 %,  Brazil,Curitiba,0,0,,Dead,India Standard Time,12/10/2021,18:55:41
3019,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:55:41
2576,,0 %,  Bulgaria,Varna,0,0,,Dead,India Standard Time,12/10/2021,18:55:41
2215,,100 %,  Canada,Burnaby,34,2,,Online,India Standard Time,12/10/2021,18:55:41
3238,,100 %,  Canada,East Point Saturna Island,31,5,,Online,India Standard Time,12/10/2021,18:55:41
2766,,0 %,  Angola,Zaire,0,0,,Dead,India Standard Time,12/10/2021,18:55:42
3061,,100 %,  Argentina,Buenos Aires,19,19,,Online,India Standard Time,12/10/2021,18:55:42
2936,,87 %,  Australia,Kettering,21,20,,Online,India Standard Time,12/10/2021,18:55:42
2739,,100 %,  Australia,Townsville,77,43,,Online,India Standard Time,12/10/2021,18:55:42
2502,,100 %,  Australia,Scarborough,57,57,,Online,India Standard Time,12/10/2021,18:55:42
2070,,100 %,  Australia,"Nelson Bay, NSW",41,41,,Online,India Standard Time,12/10/2021,18:55:42
2637,,72 %,  Australia,Devonport,9,7,,Online,India Standard Time,12/10/2021,18:55:42
2465,,0 %,  Australia,Darwin,0,0,,Dead,India Standard Time,12/10/2021,18:55:42
2234,,95 %,  Australia,Mt Arthur (N.Tasmania),2,1,,Online,India Standard Time,12/10/2021,18:55:42
2360,,100 %,  Australia,Port Hedland,121,121,,Online,India Standard Time,12/10/2021,18:55:42
2556,,100 %,  Australia,Franklin,10,10,,Online,India Standard Time,12/10/2021,18:55:42
2995,,100 %,  Australia,Kingston,7,6,,Online,India Standard Time,12/10/2021,18:55:42
