,place,1996,2001,2006,2009,2011,2012,2013,2014,2016,2016,2018,2019,2020,2021,county_name,sample_frequency,timestamps,name,units,url,domain,country_code,country_name,original_id,aug_id
127,wikidataId/Q1409290,,,,,,,,,358.0,,,,,,"Harvey Station, New Brunswick",12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q1409290,127
128,wikidataId/Q141366,,,,,5438.0,,,,,,,,,,Saint-Pie,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141366,128
129,wikidataId/Q141371,,,,,2844.0,,,,,,,,,,Saint-Gabriel,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141371,129
130,wikidataId/Q141378,,,,,6688.0,,,,,,,,,,Plessisville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141378,130
131,wikidataId/Q141385,,,,,12171.0,,,,,,,,,,Prévost,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141385,131
132,wikidataId/Q141389,,,,,,,,,10756.0,,,,,,Notre-Dame-de-l'Île-Perrot,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141389,132
133,wikidataId/Q141393,,,,,14384.0,,,,,,,,,,Dolbeau-Mistassini,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141393,133
134,wikidataId/Q141399,,,,,105.0,,,,,,,,,,L'Île-Cadieux,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141399,134
135,wikidataId/Q141403,,,,,,,,,13657.0,,,,,,Lavaltrie,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141403,135
136,wikidataId/Q141406,,,,,2307.0,,,,,,,,,,Léry,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141406,136
137,wikidataId/Q141410,,,,,7517.0,,,,,,,,,,Louiseville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141410,137
138,wikidataId/Q141415,,,,,7209.0,,,,,,,,,,Brownsburg-Chatham,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141415,138
139,wikidataId/Q141420,,,,,10094.0,,,,,,,,,,Marieville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141420,139
140,wikidataId/Q141426,,,,,251.0,,,,,,,,,,Lac-Saint-Joseph,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141426,140
141,wikidataId/Q141430,,,,,1526.0,,,,,,,,,,Matagami,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141430,141
142,wikidataId/Q141445,,,,,5165.0,,,,,,,,,,Hudson,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141445,142
143,wikidataId/Q141452,,,,,2502.0,,,,,,,,,,Disraeli,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141452,143
144,wikidataId/Q141492,,,,,,,,14990.0,,,,,,,Sainte-Anne-des-Plaines,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141492,144
145,wikidataId/Q141500,,,,,,,,,4958.0,,,,,,Sainte-Anne-de-Bellevue,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141500,145
146,wikidataId/Q141505,,,,,44154.0,,,,,,,,,,Saint-Eustache,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141505,146
147,wikidataId/Q141511,,,,,10278.0,,,,,,,,,,Saint-Félicien,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141511,147
148,wikidataId/Q141522,,,,,,,46264.0,,,,,,,,Châteauguay,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141522,148
149,wikidataId/Q141536,,,,,2355.0,,,,,,,,,,Gracefield,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141536,149
150,wikidataId/Q141542,,,,,12438.0,,,,,,,,,,Bécancour,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141542,150
151,wikidataId/Q141547,,,,,6252.0,,,,,,,,,,Contrecœur,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141547,151
152,wikidataId/Q141551,,,,,,,,,14558.0,,,,,,Pincourt,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141551,152
153,wikidataId/Q141558,,,,,3991.0,,,,,,,,,,Carleton-sur-Mer,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141558,153
154,wikidataId/Q141565,,,,,6319.0,,,,,,,,,,Sainte-Catherine-de-la-Jacques-Cartier,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141565,154
155,wikidataId/Q141576,,,,,2734.0,,,,,,,,,,Macamic,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141576,155
156,wikidataId/Q141584,,,,,13080.0,,,,,,,,,,Saint-Colomban,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141584,156
157,wikidataId/Q141590,,,,,10503.0,,,,,,,,,,L'Île-Perrot,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141590,157
158,wikidataId/Q141595,,,,,7828.0,,,,,,,,,,Nicolet,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141595,158
159,wikidataId/Q141599,,,,,3051.0,,,,,,,,,,Dégelis,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141599,159
160,wikidataId/Q141605,,,,,,,,,2474.0,,,,,,Fermont,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141605,160
161,wikidataId/Q141613,,,,,4722.0,,,,,,,,,,Saint-Joseph-de-Beauce,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141613,161
162,wikidataId/Q141618,,,,,607.0,,,,,,,,,,Métis-sur-Mer,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141618,162
163,wikidataId/Q141623,,,,,8450.0,,,,,,,,,,Otterburn Park,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141623,163
164,wikidataId/Q141627,,,,,2775.0,,,,,,,,,,Bonaventure,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141627,164
165,wikidataId/Q141635,,,,,2996.0,,,,,,,,,,Cap-Santé,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141635,165
166,wikidataId/Q141639,,,,,,,,,7200.0,,,,,,Donnacona,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141639,166
167,wikidataId/Q141645,,,,,2595.0,,,,,,,,,,Ville-Marie,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141645,167
168,wikidataId/Q141652,,,,,,,,,13565.0,,,,,,Sainte-Marie,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141652,168
169,wikidataId/Q141658,,,,,2458.0,,,,,,,,,,Causapscal,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141658,169
170,wikidataId/Q141663,,,,,3198.0,,,,,,,,,,Paspébiac,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141663,170
171,wikidataId/Q141693,,,,,213.0,,,,,,,,,,Schefferville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141693,171
172,wikidataId/Q141699,,,,,,,,,28534.0,,,,,,Sept-Îles,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141699,172
173,wikidataId/Q141705,,,,,,,,,12823.0,,,,,,Amos,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141705,173
174,wikidataId/Q141711,,,,,,,,,38117.0,,,,,,Vaudreuil-Dorion,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141711,174
175,wikidataId/Q141717,,,,,,,,,6281.0,,,,,,Mont-Joli,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141717,175
176,wikidataId/Q141724,,,,,69598.0,,,,,,,,,,Saint-Jérôme,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141724,176
177,wikidataId/Q141731,,,,,,,,,45309.0,,,,,,Victoriaville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141731,177
178,wikidataId/Q141738,,,,,,,,,10223.0,,,,,,Sainte-Agathe-des-Monts,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141738,178
179,wikidataId/Q141743,,,,,8330.0,,,,,,,,,,Farnham,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141743,179
180,wikidataId/Q141748,,,,,42491.0,,,,,,,,,,Mascouche,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141748,180
181,wikidataId/Q141754,,,,,20065.0,,,,,,,,,,L'Assomption,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141754,181
182,wikidataId/Q141760,,,,,19621.0,,,,,,,,,,Joliette,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141760,182
183,wikidataId/Q141764,,,,,,,,,2444.0,,,,,,Huntingdon,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141764,183
184,wikidataId/Q141769,,,,,,,,,11001.0,,,,,,La Tuque,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141769,184
185,wikidataId/Q141777,,,,,3930.0,,,,,,,,,,Maniwaki,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141777,185
186,wikidataId/Q141783,,,,,6651.0,,,,,,,,,,Port-Cartier,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141783,186
187,wikidataId/Q141804,,,,,,,,,42334.0,,,,,,Rouyn-Noranda,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141804,187
188,wikidataId/Q141810,,,,,,,,,422993.0,,,,,,Laval,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141810,188
189,wikidataId/Q141813,,,,,2349.0,,,,,,,,,,Valcourt,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141813,189
190,wikidataId/Q141844,,,,,,,,,276245.0,,,,,,Gatineau,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141844,190
191,wikidataId/Q141873,,,,,,,,,59614.0,,,,,,Saint-Hyacinthe,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141873,191
192,wikidataId/Q141881,,,,,,,,,66222.0,,,,,,Granby,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141881,192
193,wikidataId/Q141903,,,,,15163.0,,,,,,,,,,Gaspé,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141903,193
194,wikidataId/Q141918,,,,,,,,,7504.0,,,,,,Chibougamau,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141918,194
195,wikidataId/Q141921,,,,,,,,,50513.0,,,,,,Mirabel,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141921,195
196,wikidataId/Q141924,,,,,40753.0,,,,,,,,,,Boucherville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141924,196
197,wikidataId/Q141927,,,,,2854.0,,,,,,,,,,Sainte-Anne-de-Beaupré,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141927,197
198,wikidataId/Q141933,,,,,7719.0,,,,,,,,,,La Sarre,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141933,198
199,wikidataId/Q141937,,,,,31862.0,,,,,,,,,,Val-d'Or,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141937,199
200,wikidataId/Q141940,,,,,,,,,68601.0,,,,,,Drummondville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141940,200
201,wikidataId/Q141943,,,,,17553.0,,,,,,,,,,Deux-Montagnes,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141943,201
202,wikidataId/Q141946,,,,,11491.0,,,,,,,,,,Montmagny,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141946,202
203,wikidataId/Q141954,,,,,10227.0,,,,,,,,,,Roberval,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141954,203
204,wikidataId/Q141957,,,,,,,,,5.0,,,,,,L'Île-Dorval,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141957,204
205,wikidataId/Q141960,,,,,,,,,7656.0,,,,,,Acton Vale,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141960,205
206,wikidataId/Q141963,,,,,,,,,18980.0,,,,,,Dorval,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141963,206
207,wikidataId/Q141968,,,,,2000.0,,,,,,,,,,Kingsey Falls,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141968,207
208,wikidataId/Q141973,,,,,30904.0,,,,,,,,,,Alma,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141973,208
209,wikidataId/Q141977,,,,,,,,,98036.0,,,,,,Saint-Jean-sur-Richelieu,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141977,209
210,wikidataId/Q141980,,,,,50060.0,,,,,,,,,,Shawinigan,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141980,210
211,wikidataId/Q141983,,,,,7649.0,,,,,,,,,,Bromont,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141983,211
212,wikidataId/Q141987,,,,,2684.0,,,,,,,,,,Bedford,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141987,212
213,wikidataId/Q141991,,,,,3312.0,,,,,,,,,,Percé,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141991,213
214,wikidataId/Q141995,,,,,25709.0,,,,,,,,,,Thetford Mines,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141995,214
215,wikidataId/Q141998,,,,,,,,,48889.0,,,,,,Dollard-des-Ormeaux,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q141998,215
216,wikidataId/Q142001,,,,,,,,,4126.0,,,,,,Château-Richer,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142001,216
217,wikidataId/Q142004,,,,,25358.0,,,,,,,,,,Magog,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142004,217
218,wikidataId/Q142010,,,,,,,,,34755.0,,,,,,Sorel‐Tracy,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142010,218
219,wikidataId/Q142014,,,,,20994.0,,,,,,,,,,Varennes,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142014,219
220,wikidataId/Q142017,,,,,5853.0,,,,,,,,,,Charlemagne,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142017,220
221,wikidataId/Q142020,,,,,5932.0,,,,,,,,,,Lac-Mégantic,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142020,221
222,wikidataId/Q142024,,,,,19447.0,,,,,,,,,,Rivière-du-Loup,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142024,222
223,wikidataId/Q142029,,,,,14462.0,,,,,,,,,,Matane,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142029,223
224,wikidataId/Q142035,,,,,,,,,19324.0,,,,,,Beaconsfield,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142035,224
225,wikidataId/Q142039,,,,,,,,,,,,42410.0,,,Salaberry-de-Valleyfield,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142039,225
226,wikidataId/Q142044,,,,,5686.0,,,,,,,,,,Saint-Césaire,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142044,226
227,wikidataId/Q142053,,,,,,,,,8698.0,,,,,,Coaticook,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142053,227
228,wikidataId/Q142058,,,,,13779.0,,,,,,,,,,Mont-Laurier,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142058,228
229,wikidataId/Q142064,,,,,,,,,27359.0,,,,,,Saint-Constant,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142064,229
230,wikidataId/Q142069,,,,,,,,,,,,30857.0,,,Chambly,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142069,230
231,wikidataId/Q142072,,,,,17463.0,,,,,,,,,,Saint-Lin–Laurentides,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142072,231
232,wikidataId/Q142076,,,,,,,,,21047.0,,,,,,Candiac,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142076,232
233,wikidataId/Q142082,,,,,,,,,9646.0,,,,,,Mont-Tremblant,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142082,233
234,wikidataId/Q142087,,,,,26025.0,,,,,,,,,,Sainte-Thérèse,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142087,234
235,wikidataId/Q142092,,,,,23357.0,,,,,,,,,,La Prairie,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142092,235
236,wikidataId/Q142097,,,,,9615.0,,,,,,,,,,Saint-Raymond,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142097,236
237,wikidataId/Q142102,,,,,18141.0,,,,,,,,,,Saint-Augustin-de-Desmaures,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142102,237
238,wikidataId/Q142107,,,,,12489.0,,,,,,,,,,Cowansville,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142107,238
239,wikidataId/Q142113,,,,,,,,,8271.0,,,,,,La Malbaie,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142113,239
240,wikidataId/Q142117,,,,,,,,,20151.0,,,,,,Kirkland,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142117,240
241,wikidataId/Q142151,,,,,3456.0,,,,,,,,,,Trois-Pistoles,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142151,241
242,wikidataId/Q14215161,,,,,,,,,1061.0,,,,,,Eston,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q14215161,242
243,wikidataId/Q142156,,,,,30104.0,,,,,,,,,,Sainte-Julie,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142156,243
244,wikidataId/Q142162,,,,,,,,,9352.0,,,,,,Lorraine,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142162,244
245,wikidataId/Q142165,,,,,2685.0,,,,,,,,,,Saint-Pamphile,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142165,245
246,wikidataId/Q142170,,,,,16736.0,,,,,,,,,,Saint-Basile-le-Grand,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142170,246
247,wikidataId/Q142174,,,,,,,,,2431.0,,,,,,Témiscaming,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142174,247
248,wikidataId/Q142180,,,,,7462.0,,,,,,,,,,Delson,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142180,248
249,wikidataId/Q142182,,,,,3118.0,,,,,,,,,,Clermont,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142182,249
250,wikidataId/Q142190,,,,,16762.0,,,,,,,,,,Sainte-Catherine,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142190,250
251,wikidataId/Q142192,,,,,,,,,13115.0,,,,,,Mercier,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142192,251
252,wikidataId/Q142196,,,,,14294.0,,,,,,,,,,Rosemère,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142196,252
253,wikidataId/Q142206,,,,,7703.0,,,,,,,,,,Chandler,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142206,253
254,wikidataId/Q142211,,,,,1613.0,,,,,,,,,,Fossambault-sur-le-Lac,12.5,{1996:2021},Count_Person_over_time,year,https://datacommons.org/tools/statvar#Count_Person,float64,CAN,Canada,wikidataId/Q142211,254
