,id,country_name,country_code,region_name,region_code,city,timestamps
0,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-10-29 00:00:00
1,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-10-30 00:00:00
2,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-10-31 00:00:00
3,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-01 00:00:00
4,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-02 00:00:00
5,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-03 00:00:00
6,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-04 00:00:00
7,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-05 00:00:00
8,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-06 00:00:00
9,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-07 00:00:00
10,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-08 00:00:00
11,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-09 00:00:00
12,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-10 00:00:00
13,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-11 00:00:00
14,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-12 00:00:00
15,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-13 00:00:00
16,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-14 00:00:00
17,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-15 00:00:00
18,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-16 00:00:00
19,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-17 00:00:00
20,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-18 00:00:00
21,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-19 00:00:00
22,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-20 00:00:00
23,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-21 00:00:00
24,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-22 00:00:00
25,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-23 00:00:00
26,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-24 00:00:00
27,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-25 00:00:00
28,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-26 00:00:00
29,1850147.0,Japan,JPN,Japan,392,Tokyo,2021-11-27 00:00:00
30,1273294.0,India,IND,India,356,Delhi,2021-10-29 00:00:00
31,1273294.0,India,IND,India,356,Delhi,2021-10-30 00:00:00
32,1273294.0,India,IND,India,356,Delhi,2021-10-31 00:00:00
33,1273294.0,India,IND,India,356,Delhi,2021-11-01 00:00:00
34,1273294.0,India,IND,India,356,Delhi,2021-11-02 00:00:00
35,1273294.0,India,IND,India,356,Delhi,2021-11-03 00:00:00
36,1273294.0,India,IND,India,356,Delhi,2021-11-04 00:00:00
37,1273294.0,India,IND,India,356,Delhi,2021-11-05 00:00:00
38,1273294.0,India,IND,India,356,Delhi,2021-11-06 00:00:00
39,1273294.0,India,IND,India,356,Delhi,2021-11-07 00:00:00
40,1273294.0,India,IND,India,356,Delhi,2021-11-08 00:00:00
41,1273294.0,India,IND,India,356,Delhi,2021-11-09 00:00:00
42,1273294.0,India,IND,India,356,Delhi,2021-11-10 00:00:00
43,1273294.0,India,IND,India,356,Delhi,2021-11-11 00:00:00
44,1273294.0,India,IND,India,356,Delhi,2021-11-12 00:00:00
45,1273294.0,India,IND,India,356,Delhi,2021-11-13 00:00:00
46,1273294.0,India,IND,India,356,Delhi,2021-11-14 00:00:00
47,1273294.0,India,IND,India,356,Delhi,2021-11-15 00:00:00
48,1273294.0,India,IND,India,356,Delhi,2021-11-16 00:00:00
49,1273294.0,India,IND,India,356,Delhi,2021-11-17 00:00:00
50,1273294.0,India,IND,India,356,Delhi,2021-11-18 00:00:00
51,1273294.0,India,IND,India,356,Delhi,2021-11-19 00:00:00
52,1273294.0,India,IND,India,356,Delhi,2021-11-20 00:00:00
53,1273294.0,India,IND,India,356,Delhi,2021-11-21 00:00:00
54,1273294.0,India,IND,India,356,Delhi,2021-11-22 00:00:00
55,1273294.0,India,IND,India,356,Delhi,2021-11-23 00:00:00
56,1273294.0,India,IND,India,356,Delhi,2021-11-24 00:00:00
57,1273294.0,India,IND,India,356,Delhi,2021-11-25 00:00:00
58,1273294.0,India,IND,India,356,Delhi,2021-11-26 00:00:00
59,1273294.0,India,IND,India,356,Delhi,2021-11-27 00:00:00
60,1796236.0,China,CHN,China,156,Shanghai,2021-10-29 00:00:00
61,1796236.0,China,CHN,China,156,Shanghai,2021-10-30 00:00:00
62,1796236.0,China,CHN,China,156,Shanghai,2021-10-31 00:00:00
63,1796236.0,China,CHN,China,156,Shanghai,2021-11-01 00:00:00
64,1796236.0,China,CHN,China,156,Shanghai,2021-11-02 00:00:00
65,1796236.0,China,CHN,China,156,Shanghai,2021-11-03 00:00:00
66,1796236.0,China,CHN,China,156,Shanghai,2021-11-04 00:00:00
67,1796236.0,China,CHN,China,156,Shanghai,2021-11-05 00:00:00
68,1796236.0,China,CHN,China,156,Shanghai,2021-11-06 00:00:00
69,1796236.0,China,CHN,China,156,Shanghai,2021-11-07 00:00:00
70,1796236.0,China,CHN,China,156,Shanghai,2021-11-08 00:00:00
71,1796236.0,China,CHN,China,156,Shanghai,2021-11-09 00:00:00
72,1796236.0,China,CHN,China,156,Shanghai,2021-11-10 00:00:00
73,1796236.0,China,CHN,China,156,Shanghai,2021-11-11 00:00:00
74,1796236.0,China,CHN,China,156,Shanghai,2021-11-12 00:00:00
75,1796236.0,China,CHN,China,156,Shanghai,2021-11-13 00:00:00
76,1796236.0,China,CHN,China,156,Shanghai,2021-11-14 00:00:00
77,1796236.0,China,CHN,China,156,Shanghai,2021-11-15 00:00:00
78,1796236.0,China,CHN,China,156,Shanghai,2021-11-16 00:00:00
79,1796236.0,China,CHN,China,156,Shanghai,2021-11-17 00:00:00
80,1796236.0,China,CHN,China,156,Shanghai,2021-11-18 00:00:00
81,1796236.0,China,CHN,China,156,Shanghai,2021-11-19 00:00:00
82,1796236.0,China,CHN,China,156,Shanghai,2021-11-20 00:00:00
83,1796236.0,China,CHN,China,156,Shanghai,2021-11-21 00:00:00
84,1796236.0,China,CHN,China,156,Shanghai,2021-11-22 00:00:00
85,1796236.0,China,CHN,China,156,Shanghai,2021-11-23 00:00:00
86,1796236.0,China,CHN,China,156,Shanghai,2021-11-24 00:00:00
87,1796236.0,China,CHN,China,156,Shanghai,2021-11-25 00:00:00
88,1796236.0,China,CHN,China,156,Shanghai,2021-11-26 00:00:00
89,1796236.0,China,CHN,China,156,Shanghai,2021-11-27 00:00:00
90,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-10-29 00:00:00
91,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-10-30 00:00:00
92,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-10-31 00:00:00
93,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-01 00:00:00
94,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-02 00:00:00
95,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-03 00:00:00
96,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-04 00:00:00
97,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-05 00:00:00
98,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-06 00:00:00
99,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-07 00:00:00
100,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-08 00:00:00
101,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-09 00:00:00
102,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-10 00:00:00
103,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-11 00:00:00
104,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-12 00:00:00
105,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-13 00:00:00
106,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-14 00:00:00
107,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-15 00:00:00
108,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-16 00:00:00
109,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-17 00:00:00
110,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-18 00:00:00
111,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-19 00:00:00
112,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-20 00:00:00
113,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-21 00:00:00
114,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-22 00:00:00
115,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-23 00:00:00
116,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-24 00:00:00
117,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-25 00:00:00
118,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-26 00:00:00
119,3530597.0,Mexico,MEX,Mexico,484,Mexico City,2021-11-27 00:00:00
120,360630.0,Egypt,EGY,Egypt,818,Cairo,2021-10-29 00:00:00
