URL,Tile_Directory_URL,Name,DateRecorded
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198220.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198220.color/,Sea Surface Temperature,1982-05-17
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198221.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198221.color/,Sea Surface Temperature,1982-05-24
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198222.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198222.color/,Sea Surface Temperature,1982-05-31
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198223.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198223.color/,Sea Surface Temperature,1982-06-07
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198224.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198224.color/,Sea Surface Temperature,1982-06-14
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198225.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198225.color/,Sea Surface Temperature,1982-06-21
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198226.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198226.color/,Sea Surface Temperature,1982-06-28
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198227.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198227.color/,Sea Surface Temperature,1982-07-05
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198228.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198228.color/,Sea Surface Temperature,1982-07-12
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198229.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198229.color/,Sea Surface Temperature,1982-07-19
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198230.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198230.color/,Sea Surface Temperature,1982-07-26
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198231.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198231.color/,Sea Surface Temperature,1982-08-02
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198232.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198232.color/,Sea Surface Temperature,1982-08-09
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198233.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198233.color/,Sea Surface Temperature,1982-08-16
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198234.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198234.color/,Sea Surface Temperature,1982-08-23
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198235.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198235.color/,Sea Surface Temperature,1982-08-30
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198236.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198236.color/,Sea Surface Temperature,1982-09-06
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198237.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198237.color/,Sea Surface Temperature,1982-09-13
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198238.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198238.color/,Sea Surface Temperature,1982-09-20
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198239.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198239.color/,Sea Surface Temperature,1982-09-27
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198240.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198240.color/,Sea Surface Temperature,1982-10-04
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198241.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198241.color/,Sea Surface Temperature,1982-10-11
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198242.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198242.color/,Sea Surface Temperature,1982-10-18
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198243.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198243.color/,Sea Surface Temperature,1982-10-25
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198244.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198244.color/,Sea Surface Temperature,1982-11-01
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198245.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198245.color/,Sea Surface Temperature,1982-11-08
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198246.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198246.color/,Sea Surface Temperature,1982-11-15
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198247.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198247.color/,Sea Surface Temperature,1982-11-22
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198248.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198248.color/,Sea Surface Temperature,1982-11-29
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198249.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198249.color/,Sea Surface Temperature,1982-12-06
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198250.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198250.color/,Sea Surface Temperature,1982-12-13
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198251.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198251.color/,Sea Surface Temperature,1982-12-20
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198252.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198252.color/,Sea Surface Temperature,1982-12-27
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198301.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198301.color/,Sea Surface Temperature,1983-01-03
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198302.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198302.color/,Sea Surface Temperature,1983-01-10
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198303.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198303.color/,Sea Surface Temperature,1983-01-17
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198304.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198304.color/,Sea Surface Temperature,1983-01-24
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198305.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198305.color/,Sea Surface Temperature,1983-01-31
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198306.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198306.color/,Sea Surface Temperature,1983-02-07
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198307.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198307.color/,Sea Surface Temperature,1983-02-14
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198308.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198308.color/,Sea Surface Temperature,1983-02-21
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198309.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198309.color/,Sea Surface Temperature,1983-02-28
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198310.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198310.color/,Sea Surface Temperature,1983-03-07
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198311.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198311.color/,Sea Surface Temperature,1983-03-14
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198312.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198312.color/,Sea Surface Temperature,1983-03-21
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198313.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198313.color/,Sea Surface Temperature,1983-03-28
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198314.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198314.color/,Sea Surface Temperature,1983-04-04
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198315.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198315.color/,Sea Surface Temperature,1983-04-11
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198316.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198316.color/,Sea Surface Temperature,1983-04-18
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198317.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198317.color/,Sea Surface Temperature,1983-04-25
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198318.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198318.color/,Sea Surface Temperature,1983-05-02
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198319.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198319.color/,Sea Surface Temperature,1983-05-09
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198320.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198320.color/,Sea Surface Temperature,1983-05-16
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198321.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198321.color/,Sea Surface Temperature,1983-05-23
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198322.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198322.color/,Sea Surface Temperature,1983-05-30
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198323.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198323.color/,Sea Surface Temperature,1983-06-06
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198324.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198324.color/,Sea Surface Temperature,1983-06-13
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198325.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198325.color/,Sea Surface Temperature,1983-06-20
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198326.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198326.color/,Sea Surface Temperature,1983-06-27
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198327.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198327.color/,Sea Surface Temperature,1983-07-04
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198328.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198328.color/,Sea Surface Temperature,1983-07-11
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198329.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198329.color/,Sea Surface Temperature,1983-07-18
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198330.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198330.color/,Sea Surface Temperature,1983-07-25
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198331.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198331.color/,Sea Surface Temperature,1983-08-01
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198332.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198332.color/,Sea Surface Temperature,1983-08-08
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198333.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198333.color/,Sea Surface Temperature,1983-08-15
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198334.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198334.color/,Sea Surface Temperature,1983-08-22
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198335.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198335.color/,Sea Surface Temperature,1983-08-29
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198336.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198336.color/,Sea Surface Temperature,1983-09-05
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198337.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198337.color/,Sea Surface Temperature,1983-09-12
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198338.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198338.color/,Sea Surface Temperature,1983-09-19
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198339.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198339.color/,Sea Surface Temperature,1983-09-26
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198340.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198340.color/,Sea Surface Temperature,1983-10-03
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198341.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198341.color/,Sea Surface Temperature,1983-10-10
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198342.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198342.color/,Sea Surface Temperature,1983-10-17
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198343.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198343.color/,Sea Surface Temperature,1983-10-24
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198344.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198344.color/,Sea Surface Temperature,1983-10-31
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198345.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198345.color/,Sea Surface Temperature,1983-11-07
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198346.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198346.color/,Sea Surface Temperature,1983-11-14
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198347.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198347.color/,Sea Surface Temperature,1983-11-21
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198348.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198348.color/,Sea Surface Temperature,1983-11-28
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198349.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198349.color/,Sea Surface Temperature,1983-12-05
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198350.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198350.color/,Sea Surface Temperature,1983-12-12
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198351.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198351.color/,Sea Surface Temperature,1983-12-19
https://www.nnvl.noaa.gov/Portal/Products/SURF/Images/Color/Weekly/SURF.weekly.198352.color.png,https://www.nnvl.noaa.gov/Portal/Tiles/SURF/SURF.weekly.198352.color/,Sea Surface Temperature,1983-12-26
