,aug_id,original_id,sample_frequency,name,description,units,source,url,domain,subdomain,country_name,region_name,region_code,city,location,map_coordinates,timestamps,country_code
0,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-10-29 00:00:00,JPN
1,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-10-30 00:00:00,JPN
2,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-10-31 00:00:00,JPN
3,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-01 00:00:00,JPN
4,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-02 00:00:00,JPN
5,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-03 00:00:00,JPN
6,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-04 00:00:00,JPN
7,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-05 00:00:00,JPN
8,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-06 00:00:00,JPN
9,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-07 00:00:00,JPN
10,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-08 00:00:00,JPN
11,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-09 00:00:00,JPN
12,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-10 00:00:00,JPN
13,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-11 00:00:00,JPN
14,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-12 00:00:00,JPN
15,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-13 00:00:00,JPN
16,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-14 00:00:00,JPN
17,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-15 00:00:00,JPN
18,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-16 00:00:00,JPN
19,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-17 00:00:00,JPN
20,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-18 00:00:00,JPN
21,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-19 00:00:00,JPN
22,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-20 00:00:00,JPN
23,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-21 00:00:00,JPN
24,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-22 00:00:00,JPN
25,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-23 00:00:00,JPN
26,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-24 00:00:00,JPN
27,openweather_map_api_1850147.0,1850147.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,Japan,Japan,392,Tokyo,,,2021-11-25 00:00:00,JPN
