,id,city,country,dt,humidity,pressure,wind_speed,temp.average,temp.average_max,temp.average_min,temp.record_max,temp.record_min
15,1853908.0,Osaka,JP,1636761600,79.99,958.8,1.31,281.07,286.78,275.92,292.04,270.7
16,1853908.0,Osaka,JP,1636848000,83.49,954.31,1.11,280.62,285.0,275.72,294.26,271.52
17,1853908.0,Osaka,JP,1636934400,79.41,958.46,1.12,279.18,285.93,274.25,290.38,267.6
18,1853908.0,Osaka,JP,1637020800,78.79,944.55,1.14,278.35,285.4,272.49,293.54,263.36
19,1853908.0,Osaka,JP,1637107200,76.72,950.76,0.92,279.74,286.23,274.58,293.15,268.21
20,1853908.0,Osaka,JP,1637193600,84.23,946.64,1.25,281.66,286.11,277.72,295.37,265.95
21,1853908.0,Osaka,JP,1637280000,82.77,946.48,1.07,280.4,286.03,275.66,294.82,263.09
22,1853908.0,Osaka,JP,1637366400,79.13,949.39,1.17,279.83,285.16,274.79,290.93,267.7
23,1853908.0,Osaka,JP,1637452800,76.28,952.58,0.98,279.89,285.8,275.31,290.93,262.81
24,1853908.0,Osaka,JP,1637539200,85.73,945.65,1.01,280.23,284.95,275.92,289.26,268.11
25,1853908.0,Osaka,JP,1637625600,80.87,948.58,1.12,280.22,286.19,275.49,292.71,265.44
26,1853908.0,Osaka,JP,1637712000,83.49,947.66,0.87,279.57,284.12,275.8,293.01,264.9
27,1853908.0,Osaka,JP,1637798400,79.8,947.86,0.91,278.86,284.43,273.92,293.64,263.61
28,1853908.0,Osaka,JP,1637884800,81.5,946.22,0.98,279.84,284.36,275.74,290.93,269.29
29,1853908.0,Osaka,JP,1637971200,82.0,946.19,1.17,279.96,285.15,275.58,289.26,265.67
0,5128581.0,New York,US,1635465600,77.86,1015.1,3.99,286.29,288.9,283.94,294.06,277.62
1,5128581.0,New York,US,1635552000,74.04,1012.03,4.66,284.98,288.66,281.69,293.37,276.57
2,5128581.0,New York,US,1635638400,72.4,1017.35,4.07,283.39,288.01,279.35,294.61,274.28
3,5128581.0,New York,US,1635724800,68.55,1015.21,4.29,284.64,289.05,281.24,294.77,276.29
4,5128581.0,New York,US,1635811200,66.1,1013.59,4.11,284.86,288.99,281.53,295.54,274.81
5,5128581.0,New York,US,1635897600,61.33,1014.99,4.08,284.71,290.08,280.89,296.07,276.4
6,5128581.0,New York,US,1635984000,54.13,1024.64,3.52,283.02,288.21,278.86,293.69,273.85
7,5128581.0,New York,US,1636070400,69.28,1025.25,3.25,284.13,288.72,280.62,294.4,276.52
8,5128581.0,New York,US,1636156800,73.19,1017.72,3.31,285.4,288.84,282.74,295.9,276.69
9,5128581.0,New York,US,1636243200,62.23,1018.62,4.01,283.74,288.12,279.6,297.08,270.84
10,5128581.0,New York,US,1636329600,57.89,1020.54,4.2,281.01,285.59,277.1,296.68,272.69
11,5128581.0,New York,US,1636416000,61.58,1021.16,3.44,280.58,285.43,276.47,297.31,267.86
12,5128581.0,New York,US,1636502400,60.4,1017.86,4.07,281.93,287.05,277.59,296.45,271.73
13,5128581.0,New York,US,1636588800,61.6,1019.52,4.02,281.8,286.58,278.12,294.42,268.3
14,5128581.0,New York,US,1636675200,65.35,1016.78,3.37,281.73,286.32,277.13,292.21,270.31
15,5128581.0,New York,US,1636761600,62.04,1020.49,4.15,279.44,283.56,276.32,292.31,267.35
16,5128581.0,New York,US,1636848000,54.64,1021.04,4.28,278.8,283.42,275.19,289.9,267.53
17,5128581.0,New York,US,1636934400,55.74,1024.01,3.66,278.36,283.33,274.58,289.5,269.69
18,5128581.0,New York,US,1637020800,59.88,1013.08,4.2,280.29,284.76,276.34,291.14,270.21
19,5128581.0,New York,US,1637107200,63.49,1019.3,3.77,279.95,283.81,276.75,289.42,271.36
20,5128581.0,New York,US,1637193600,64.2,1020.2,4.22,279.08,284.26,275.33,291.9,270.28
21,5128581.0,New York,US,1637280000,67.53,1019.62,4.79,279.73,284.22,276.57,289.82,266.92
22,5128581.0,New York,US,1637366400,61.56,1016.21,4.53,279.29,283.58,276.14,289.98,270.77
23,5128581.0,New York,US,1637452800,54.01,1017.17,4.39,278.28,282.94,274.49,290.88,268.61
24,5128581.0,New York,US,1637539200,58.42,1017.06,4.33,278.8,282.73,275.96,286.37,266.04
25,5128581.0,New York,US,1637625600,55.56,1016.84,3.81,277.59,282.27,273.57,287.83,262.85
26,5128581.0,New York,US,1637712000,61.97,1014.15,3.36,277.42,282.8,273.53,293.79,267.15
27,5128581.0,New York,US,1637798400,61.0,1016.02,4.02,279.85,284.61,275.72,291.14,265.25
28,5128581.0,New York,US,1637884800,66.1,1016.98,3.95,280.08,284.38,276.43,290.95,273.59
29,5128581.0,New York,US,1637971200,71.06,1013.66,4.26,280.23,284.9,276.85,290.98,274.29
0,1174872.0,Karachi,PK,1635465600,49.7,1012.76,2.85,299.6,306.4,292.94,309.15,287.56
1,1174872.0,Karachi,PK,1635552000,50.99,1012.94,2.95,299.27,305.91,293.0,309.15,287.3
2,1174872.0,Karachi,PK,1635638400,46.09,1010.53,2.67,299.14,306.15,292.52,309.15,287.3
3,1174872.0,Karachi,PK,1635724800,39.96,1012.98,2.79,299.71,307.03,292.4,309.15,289.93
4,1174872.0,Karachi,PK,1635811200,44.25,1013.6,2.76,299.42,306.51,292.73,308.15,290.15
5,1174872.0,Karachi,PK,1635897600,43.99,1013.72,2.81,299.11,306.13,292.53,308.15,288.15
6,1174872.0,Karachi,PK,1635984000,50.15,1013.33,2.81,299.15,305.8,291.97,308.15,286.86
7,1174872.0,Karachi,PK,1636070400,52.97,1012.94,2.63,298.99,305.91,291.7,309.15,284.98
8,1174872.0,Karachi,PK,1636156800,49.31,1013.13,2.88,298.85,305.46,292.62,308.15,290.15
9,1174872.0,Karachi,PK,1636243200,47.78,1013.92,2.63,298.27,305.12,291.54,307.15,290.15
10,1174872.0,Karachi,PK,1636329600,49.88,1014.6,3.17,297.65,304.39,291.33,307.15,289.15
11,1174872.0,Karachi,PK,1636416000,51.71,1014.36,3.12,297.84,304.6,291.24,307.15,286.68
12,1174872.0,Karachi,PK,1636502400,50.07,1014.13,2.81,297.85,304.57,291.24,306.15,289.15
13,1174872.0,Karachi,PK,1636588800,49.9,1013.76,2.41,297.96,305.18,291.09,307.15,288.15
14,1174872.0,Karachi,PK,1636675200,47.67,1013.81,2.74,297.94,304.36,291.71,306.15,290.15
15,1174872.0,Karachi,PK,1636761600,50.82,1013.78,2.85,297.86,304.17,291.96,306.15,290.15
16,1174872.0,Karachi,PK,1636848000,45.02,1013.59,2.84,297.4,304.16,290.78,306.15,283.76
17,1174872.0,Karachi,PK,1636934400,46.26,1014.22,2.74,296.62,303.38,290.26,306.15,287.96
18,1174872.0,Karachi,PK,1637020800,44.44,1015.12,3.44,296.68,303.59,289.92,306.15,284.65
19,1174872.0,Karachi,PK,1637107200,44.63,1015.23,3.71,296.83,303.87,290.8,309.15,288.06
20,1174872.0,Karachi,PK,1637193600,50.57,1014.81,2.67,296.21,303.41,289.25,306.33,287.15
21,1174872.0,Karachi,PK,1637280000,49.78,1014.49,2.69,296.49,304.05,289.27,308.15,283.97
22,1174872.0,Karachi,PK,1637366400,46.44,1014.59,3.07,296.45,303.52,289.68,306.15,285.15
23,1174872.0,Karachi,PK,1637452800,46.45,1014.1,2.75,296.15,303.68,288.97,306.15,283.43
24,1174872.0,Karachi,PK,1637539200,44.39,1014.33,2.7,295.91,303.61,288.84,307.15,285.15
25,1174872.0,Karachi,PK,1637625600,46.03,1014.79,3.02,296.02,303.24,289.03,305.15,285.15
26,1174872.0,Karachi,PK,1637712000,47.34,1015.1,3.6,296.22,302.87,289.5,305.15,284.15
27,1174872.0,Karachi,PK,1637798400,50.59,1014.99,2.71,295.73,302.96,289.45,305.15,288.15
28,1174872.0,Karachi,PK,1637884800,46.94,1015.22,3.06,295.53,302.75,289.15,306.15,287.4
29,1174872.0,Karachi,PK,1637971200,49.34,1015.16,2.76,295.49,302.77,289.1,306.15,286.4
0,3435910.0,Buenos Aires,AR,1635465600,75.87,1014.84,4.56,292.18,296.27,289.26,300.28,284.8
1,3435910.0,Buenos Aires,AR,1635552000,72.77,1012.72,4.64,291.59,295.73,288.0,298.85,282.11
2,3435910.0,Buenos Aires,AR,1635638400,68.49,1017.11,4.21,291.2,295.21,287.35,298.14,281.21
3,3435910.0,Buenos Aires,AR,1635724800,71.14,1014.85,4.77,290.4,293.39,287.09,296.18,280.79
4,3435910.0,Buenos Aires,AR,1635811200,70.9,1012.0,5.34,290.85,294.1,287.46,299.58,281.56
5,3435910.0,Buenos Aires,AR,1635897600,69.64,1013.64,4.16,291.69,296.49,286.91,300.66,284.11
6,3435910.0,Buenos Aires,AR,1635984000,65.93,1012.84,4.11,292.53,296.69,288.14,303.6,282.67
7,3435910.0,Buenos Aires,AR,1636070400,63.64,1015.68,3.74,292.83,297.88,287.82,304.47,281.21
8,3435910.0,Buenos Aires,AR,1636156800,63.58,1015.08,3.85,294.64,299.65,289.66,304.89,282.15
9,3435910.0,Buenos Aires,AR,1636243200,66.14,1016.32,4.02,294.44,299.15,289.88,304.51,286.45
10,3435910.0,Buenos Aires,AR,1636329600,67.79,1015.2,4.55,294.37,298.8,290.38,305.73,287.51
11,3435910.0,Buenos Aires,AR,1636416000,66.11,1011.98,4.36,295.36,300.18,291.45,307.15,288.09
12,3435910.0,Buenos Aires,AR,1636502400,67.25,1011.43,4.87,294.58,300.16,289.88,303.48,285.63
13,3435910.0,Buenos Aires,AR,1636588800,68.23,1014.2,4.13,292.98,297.28,288.58,301.67,283.15
14,3435910.0,Buenos Aires,AR,1636675200,68.81,1012.18,4.42,293.6,298.42,289.08,302.22,284.75
15,3435910.0,Buenos Aires,AR,1636761600,70.81,1011.82,4.16,293.65,298.29,288.95,303.83,282.75
16,3435910.0,Buenos Aires,AR,1636848000,63.28,1007.78,3.83,294.9,300.72,289.35,305.57,284.54
17,3435910.0,Buenos Aires,AR,1636934400,56.91,1009.94,4.16,296.09,301.34,290.74,306.12,288.84
18,3435910.0,Buenos Aires,AR,1637020800,60.79,1011.4,4.0,293.08,297.66,287.95,301.11,281.68
19,3435910.0,Buenos Aires,AR,1637107200,64.07,1010.11,4.39,294.16,298.75,289.69,304.69,283.7
20,3435910.0,Buenos Aires,AR,1637193600,62.29,1013.43,3.57,293.93,298.29,289.28,305.15,280.7
21,3435910.0,Buenos Aires,AR,1637280000,66.0,1013.58,4.02,293.35,298.03,288.77,303.41,284.64
22,3435910.0,Buenos Aires,AR,1637366400,66.39,1013.85,3.68,293.52,298.52,288.89,308.0,282.18
23,3435910.0,Buenos Aires,AR,1637452800,66.67,1014.63,4.42,293.96,298.8,289.03,305.27,282.15
24,3435910.0,Buenos Aires,AR,1637539200,64.42,1013.9,3.98,294.15,299.6,289.04,303.78,280.88
25,3435910.0,Buenos Aires,AR,1637625600,59.1,1013.06,5.11,294.31,299.67,289.49,303.76,283.86
26,3435910.0,Buenos Aires,AR,1637712000,59.9,1012.38,4.35,293.99,298.76,289.83,304.62,282.09
27,3435910.0,Buenos Aires,AR,1637798400,64.05,1013.28,4.06,293.73,298.3,289.24,302.11,284.07
28,3435910.0,Buenos Aires,AR,1637884800,65.2,1011.05,3.83,293.66,297.89,289.39,300.85,285.54
29,3435910.0,Buenos Aires,AR,1637971200,61.53,1013.03,4.12,293.65,297.94,289.65,301.17,286.63
0,1814906.0,Chongqing,CN,1635465600,84.38,1014.41,2.28,289.86,292.38,287.81,296.15,281.7
1,1814906.0,Chongqing,CN,1635552000,85.15,1016.03,2.19,289.5,291.86,286.77,296.15,283.34
2,1814906.0,Chongqing,CN,1635638400,84.29,1016.7,2.03,289.18,292.24,286.61,296.15,282.78
3,1814906.0,Chongqing,CN,1635724800,82.41,1018.31,2.25,289.04,292.26,286.1,297.15,282.95
4,1814906.0,Chongqing,CN,1635811200,76.19,1021.56,2.04,289.35,292.36,286.56,298.15,285.15
5,1814906.0,Chongqing,CN,1635897600,76.51,1020.64,2.27,289.2,292.14,286.39,297.15,283.15
6,1814906.0,Chongqing,CN,1635984000,73.87,1019.48,2.5,289.14,291.79,286.17,295.15,284.15
7,1814906.0,Chongqing,CN,1636070400,79.86,1017.18,2.03,288.17,290.71,285.85,297.15,283.15
8,1814906.0,Chongqing,CN,1636156800,83.48,1017.03,1.86,288.02,290.01,285.86,296.15,283.15
9,1814906.0,Chongqing,CN,1636243200,82.9,1021.57,2.46,287.66,290.33,285.34,296.15,282.15
10,1814906.0,Chongqing,CN,1636329600,79.06,1019.16,2.32,288.11,291.06,285.71,298.15,281.15
11,1814906.0,Chongqing,CN,1636416000,78.19,1019.33,2.43,288.45,290.73,285.83,297.15,282.15
12,1814906.0,Chongqing,CN,1636502400,78.75,1020.15,2.31,288.01,290.29,285.46,298.45,282.15
13,1814906.0,Chongqing,CN,1636588800,76.71,1019.6,2.3,287.76,290.35,285.16,298.91,282.15
14,1814906.0,Chongqing,CN,1636675200,79.11,1018.18,1.89,287.61,289.69,285.26,297.69,283.44
15,1814906.0,Chongqing,CN,1636761600,78.52,1020.13,2.22,287.39,289.95,284.71,298.15,282.15
16,1814906.0,Chongqing,CN,1636848000,73.49,1018.59,2.41,288.34,291.32,285.52,297.88,283.15
17,1814906.0,Chongqing,CN,1636934400,79.35,1016.82,2.26,288.23,290.59,285.79,297.16,284.06
18,1814906.0,Chongqing,CN,1637020800,81.42,1014.05,2.46,288.27,290.62,286.11,296.8,283.15
19,1814906.0,Chongqing,CN,1637107200,82.14,1016.13,2.25,287.58,289.96,284.7,298.15,280.15
20,1814906.0,Chongqing,CN,1637193600,81.18,1018.23,2.5,286.33,288.66,283.83,295.15,277.68
21,1814906.0,Chongqing,CN,1637280000,79.29,1016.42,2.02,286.65,288.84,283.25,294.32,278.32
22,1814906.0,Chongqing,CN,1637366400,82.32,1018.34,2.52,286.69,287.99,285.03,292.17,281.24
23,1814906.0,Chongqing,CN,1637452800,81.66,1018.57,2.66,286.8,288.41,284.87,295.15,281.15
24,1814906.0,Chongqing,CN,1637539200,86.39,1020.09,2.59,285.25,287.13,283.0,292.15,279.15
25,1814906.0,Chongqing,CN,1637625600,85.67,1020.45,2.52,284.81,286.7,282.6,294.15,280.15
26,1814906.0,Chongqing,CN,1637712000,85.72,1023.21,2.27,283.06,285.13,281.08,290.15,279.15
27,1814906.0,Chongqing,CN,1637798400,83.0,1022.2,2.41,283.47,285.82,281.06,290.15,279.15
28,1814906.0,Chongqing,CN,1637884800,79.62,1020.98,2.27,284.03,286.36,281.5,289.15,277.15
29,1814906.0,Chongqing,CN,1637971200,81.62,1022.53,2.1,284.02,286.42,281.41,289.15,278.15
0,745044.0,Istanbul,TR,1635465600,76.29,1018.09,4.55,289.32,291.27,287.03,297.96,283.56
1,745044.0,Istanbul,TR,1635552000,78.03,1018.62,4.47,288.62,291.3,285.52,298.15,282.68
2,745044.0,Istanbul,TR,1635638400,77.29,1021.58,5.68,287.06,289.18,284.96,294.73,279.62
3,745044.0,Istanbul,TR,1635724800,74.2,1024.19,5.36,286.25,288.98,283.46,297.15,278.62
4,745044.0,Istanbul,TR,1635811200,68.44,1022.3,3.53,286.21,289.49,282.71,295.24,277.1
5,745044.0,Istanbul,TR,1635897600,69.81,1019.5,3.88,287.38,290.46,284.11,297.3,281.0
6,745044.0,Istanbul,TR,1635984000,75.02,1019.49,4.01,288.18,291.2,285.56,295.62,279.62
7,745044.0,Istanbul,TR,1636070400,76.68,1018.98,4.11,288.65,291.37,285.98,296.22,279.09
8,745044.0,Istanbul,TR,1636156800,75.19,1018.28,4.19,289.4,291.86,287.07,297.27,282.62
9,745044.0,Istanbul,TR,1636243200,73.32,1019.5,4.43,289.01,292.04,286.11,297.13,281.57
10,745044.0,Istanbul,TR,1636329600,73.37,1019.89,3.84,288.72,292.2,285.37,297.41,281.03
11,745044.0,Istanbul,TR,1636416000,73.2,1018.36,3.95,288.82,292.22,285.55,297.68,281.09
12,745044.0,Istanbul,TR,1636502400,74.12,1018.13,3.85,288.0,291.25,285.01,296.87,280.72
13,745044.0,Istanbul,TR,1636588800,74.96,1020.11,3.84,288.26,291.17,285.49,294.42,280.1
14,745044.0,Istanbul,TR,1636675200,74.48,1020.75,3.83,288.44,291.98,285.24,295.58,283.45
15,745044.0,Istanbul,TR,1636761600,72.8,1019.93,3.9,287.87,290.66,284.98,294.77,282.57
16,745044.0,Istanbul,TR,1636848000,75.85,1019.58,4.37,286.68,288.9,284.46,292.96,280.99
17,745044.0,Istanbul,TR,1636934400,76.07,1021.55,5.03,285.98,288.27,283.96,293.71,279.62
18,745044.0,Istanbul,TR,1637020800,77.14,1020.85,5.12,285.32,287.42,282.75,292.95,276.63
19,745044.0,Istanbul,TR,1637107200,74.23,1021.73,4.12,285.71,288.85,282.85,293.41,275.15
20,745044.0,Istanbul,TR,1637193600,75.49,1021.29,3.84,286.25,289.24,282.92,293.2,275.99
21,745044.0,Istanbul,TR,1637280000,75.03,1019.7,4.53,287.32,290.67,284.1,294.15,278.11
22,745044.0,Istanbul,TR,1637366400,74.7,1017.33,4.52,286.27,289.54,282.95,293.69,279.15
23,745044.0,Istanbul,TR,1637452800,74.67,1017.2,4.74,286.4,289.13,283.99,293.23,278.62
24,745044.0,Istanbul,TR,1637539200,73.75,1019.05,5.76,286.08,288.21,284.14,295.21,279.15
25,745044.0,Istanbul,TR,1637625600,72.5,1021.9,4.07,285.78,288.37,283.58,293.74,278.46
26,745044.0,Istanbul,TR,1637712000,72.26,1021.32,3.78,285.5,288.02,282.58,293.23,277.84
27,745044.0,Istanbul,TR,1637798400,73.56,1018.11,4.36,284.95,287.61,282.51,292.21,278.57
28,745044.0,Istanbul,TR,1637884800,77.03,1015.67,4.22,285.14,287.42,282.55,290.28,278.62
29,745044.0,Istanbul,TR,1637971200,76.54,1016.04,4.07,285.49,288.29,282.74,291.68,278.15
0,1275004.0,Kolkata,IN,1635465600,76.1,1013.05,2.38,298.88,303.34,294.89,306.12,292.08
1,1275004.0,Kolkata,IN,1635552000,78.97,1012.92,2.34,298.19,302.54,294.28,306.15,291.56
2,1275004.0,Kolkata,IN,1635638400,78.2,1013.05,2.1,298.54,303.03,294.24,304.95,291.67
3,1275004.0,Kolkata,IN,1635724800,77.13,1012.58,1.98,299.11,304.02,294.64,305.15,291.38
4,1275004.0,Kolkata,IN,1635811200,74.62,1011.75,1.98,299.43,304.36,295.0,306.15,292.4
5,1275004.0,Kolkata,IN,1635897600,72.93,1011.63,2.04,299.6,304.65,294.98,306.15,292.15
6,1275004.0,Kolkata,IN,1635984000,73.88,1011.53,2.22,299.14,303.56,295.06,306.15,291.86
7,1275004.0,Kolkata,IN,1636070400,74.2,1010.88,2.38,298.78,303.32,294.59,307.15,290.32
8,1275004.0,Kolkata,IN,1636156800,71.31,1011.06,2.44,298.55,303.62,294.03,306.15,291.15
9,1275004.0,Kolkata,IN,1636243200,72.26,1011.61,2.43,297.95,302.71,293.55,306.15,291.15
10,1275004.0,Kolkata,IN,1636329600,71.62,1011.59,2.17,298.09,302.89,293.77,305.15,291.15
11,1275004.0,Kolkata,IN,1636416000,71.68,1010.84,2.53,297.68,302.67,293.23,304.86,290.15
12,1275004.0,Kolkata,IN,1636502400,66.95,1010.93,2.28,297.84,303.36,292.55,305.15,291.27
13,1275004.0,Kolkata,IN,1636588800,69.88,1011.75,2.06,297.92,303.19,293.08,306.15,291.15
14,1275004.0,Kolkata,IN,1636675200,66.44,1012.29,2.11,297.62,303.46,292.47,305.33,289.15
15,1275004.0,Kolkata,IN,1636761600,66.01,1012.14,2.14,297.39,303.43,291.83,305.15,289.15
16,1275004.0,Kolkata,IN,1636848000,67.42,1011.92,2.1,297.31,302.84,292.14,305.15,288.04
17,1275004.0,Kolkata,IN,1636934400,68.2,1011.91,2.15,297.32,303.1,292.2,307.15,288.17
18,1275004.0,Kolkata,IN,1637020800,65.5,1012.25,2.38,296.95,303.0,291.85,306.15,286.57
19,1275004.0,Kolkata,IN,1637107200,70.69,1012.26,2.16,296.4,301.62,291.9,303.15,287.99
20,1275004.0,Kolkata,IN,1637193600,68.78,1013.0,1.96,296.98,302.73,291.61,304.15,287.23
21,1275004.0,Kolkata,IN,1637280000,69.4,1013.23,1.9,297.2,302.92,291.94,304.15,286.25
22,1275004.0,Kolkata,IN,1637366400,70.03,1012.24,2.06,296.93,302.93,291.68,305.15,286.81
23,1275004.0,Kolkata,IN,1637452800,68.96,1012.42,2.24,296.0,301.61,290.82,303.15,287.07
24,1275004.0,Kolkata,IN,1637539200,65.08,1012.88,2.19,295.48,301.45,289.89,304.15,286.71
25,1275004.0,Kolkata,IN,1637625600,66.38,1012.93,1.85,295.14,301.58,289.63,302.88,287.03
26,1275004.0,Kolkata,IN,1637712000,68.54,1013.03,1.79,294.8,301.18,289.44,303.15,285.51
27,1275004.0,Kolkata,IN,1637798400,69.31,1012.38,1.89,294.94,301.15,289.37,302.15,283.74
28,1275004.0,Kolkata,IN,1637884800,70.46,1012.53,1.65,294.66,301.06,289.37,302.41,283.73
29,1275004.0,Kolkata,IN,1637971200,70.94,1012.72,1.78,295.15,301.88,290.03,303.06,285.63
0,1701668.0,Manila,PH,1635465600,78.34,1010.5,3.72,300.61,303.26,298.41,306.19,297.05
1,1701668.0,Manila,PH,1635552000,81.96,1009.57,3.6,300.77,303.44,298.63,306.21,296.52
2,1701668.0,Manila,PH,1635638400,80.75,1009.05,3.87,300.89,303.55,298.5,306.15,297.15
3,1701668.0,Manila,PH,1635724800,84.56,1008.57,3.45,300.03,302.3,298.17,307.15,295.82
4,1701668.0,Manila,PH,1635811200,84.19,1009.5,2.62,300.5,303.42,298.35,307.15,296.93
5,1701668.0,Manila,PH,1635897600,79.42,1010.06,2.99,301.25,304.72,298.59,307.15,297.52
6,1701668.0,Manila,PH,1635984000,81.72,1010.2,3.32,300.64,303.24,298.74,307.15,298.15
7,1701668.0,Manila,PH,1636070400,80.88,1010.18,3.43,300.91,304.09,298.39,307.15,296.8
8,1701668.0,Manila,PH,1636156800,79.6,1010.56,3.21,300.86,304.43,298.41,307.15,297.1
9,1701668.0,Manila,PH,1636243200,77.15,1010.17,3.11,300.96,304.76,298.41,307.15,296.54
10,1701668.0,Manila,PH,1636329600,75.93,1009.79,3.25,301.18,304.66,298.16,307.15,296.15
11,1701668.0,Manila,PH,1636416000,83.51,1009.91,2.87,300.39,303.82,298.29,306.15,297.15
12,1701668.0,Manila,PH,1636502400,79.83,1010.56,2.84,300.64,303.96,298.65,307.15,297.95
13,1701668.0,Manila,PH,1636588800,82.22,1009.68,3.57,300.56,303.38,298.57,306.15,297.65
14,1701668.0,Manila,PH,1636675200,79.14,1010.26,3.19,300.75,303.56,298.44,305.15,297.15
15,1701668.0,Manila,PH,1636761600,77.24,1010.22,2.98,301.0,303.99,298.8,306.15,297.15
16,1701668.0,Manila,PH,1636848000,77.45,1010.22,3.03,301.23,304.71,298.34,306.15,293.15
17,1701668.0,Manila,PH,1636934400,81.78,1010.73,2.63,300.86,304.26,298.39,307.15,297.15
18,1701668.0,Manila,PH,1637020800,79.89,1010.61,2.75,301.07,304.69,298.32,306.15,297.0
19,1701668.0,Manila,PH,1637107200,79.14,1010.44,2.67,301.15,304.8,298.55,308.15,297.15
20,1701668.0,Manila,PH,1637193600,78.25,1010.36,2.95,301.3,304.66,298.61,306.15,297.06
21,1701668.0,Manila,PH,1637280000,78.87,1010.32,3.12,301.2,304.78,298.99,307.15,298.22
22,1701668.0,Manila,PH,1637366400,76.51,1010.24,3.2,301.35,304.29,298.84,306.15,298.15
23,1701668.0,Manila,PH,1637452800,80.03,1010.18,2.63,300.87,304.33,298.36,306.19,297.15
24,1701668.0,Manila,PH,1637539200,80.04,1010.41,2.8,300.95,304.78,298.69,307.99,297.71
25,1701668.0,Manila,PH,1637625600,77.56,1010.59,3.05,300.9,304.28,298.29,306.15,298.0
26,1701668.0,Manila,PH,1637712000,78.32,1010.43,2.79,300.89,304.23,298.21,306.15,297.15
27,1701668.0,Manila,PH,1637798400,78.41,1010.45,2.92,300.81,304.08,298.47,306.15,297.15
28,1701668.0,Manila,PH,1637884800,78.65,1010.57,3.21,300.74,304.34,297.87,306.15,297.06
29,1701668.0,Manila,PH,1637971200,79.69,1010.85,2.92,300.95,304.47,298.51,306.15,297.15
0,2332459.0,Lagos,NG,1635465600,85.82,1013.25,2.71,300.18,303.5,297.66,305.15,295.15
1,2332459.0,Lagos,NG,1635552000,86.54,1013.36,2.64,300.28,304.12,297.51,306.15,296.7
2,2332459.0,Lagos,NG,1635638400,85.87,1013.75,2.74,300.72,304.38,298.25,305.97,297.15
3,2332459.0,Lagos,NG,1635724800,86.96,1013.51,2.44,300.28,304.1,297.42,306.15,295.15
4,2332459.0,Lagos,NG,1635811200,85.21,1012.62,2.52,300.38,303.84,297.8,305.15,297.15
5,2332459.0,Lagos,NG,1635897600,85.0,1012.8,2.42,300.5,305.05,297.46,306.15,296.15
6,2332459.0,Lagos,NG,1635984000,85.16,1013.36,2.51,300.46,304.55,297.04,306.15,296.15
7,2332459.0,Lagos,NG,1636070400,85.85,1013.85,2.54,300.5,304.32,298.02,310.15,296.11
8,2332459.0,Lagos,NG,1636156800,86.37,1014.41,2.64,300.57,304.33,298.08,308.15,296.12
9,2332459.0,Lagos,NG,1636243200,87.72,1015.05,2.94,300.48,304.14,297.71,307.15,296.12
10,2332459.0,Lagos,NG,1636329600,86.83,1014.67,2.65,300.6,304.28,298.12,305.52,297.07
11,2332459.0,Lagos,NG,1636416000,86.87,1014.79,2.92,300.61,304.31,298.0,307.15,296.15
12,2332459.0,Lagos,NG,1636502400,86.36,1014.01,2.8,300.21,303.43,297.74,307.15,295.15
13,2332459.0,Lagos,NG,1636588800,86.09,1013.25,2.61,300.47,304.3,297.46,308.15,295.15
14,2332459.0,Lagos,NG,1636675200,84.36,1013.91,2.85,300.92,304.7,298.1,308.15,297.15
15,2332459.0,Lagos,NG,1636761600,84.05,1013.64,2.84,301.11,305.11,298.16,309.15,296.15
16,2332459.0,Lagos,NG,1636848000,84.69,1013.26,2.87,301.18,305.13,298.51,307.15,297.15
17,2332459.0,Lagos,NG,1636934400,85.21,1013.35,2.91,300.9,304.52,298.08,306.15,297.15
18,2332459.0,Lagos,NG,1637020800,85.07,1013.86,2.98,301.07,304.41,298.3,307.15,297.15
19,2332459.0,Lagos,NG,1637107200,84.48,1013.49,3.16,301.29,304.67,298.64,306.15,297.9
20,2332459.0,Lagos,NG,1637193600,84.59,1013.57,2.99,301.18,305.06,298.39,308.15,297.15
21,2332459.0,Lagos,NG,1637280000,84.81,1013.87,2.87,301.04,304.63,298.54,306.15,298.1
22,2332459.0,Lagos,NG,1637366400,84.35,1013.31,2.73,300.91,304.6,298.28,307.15,297.15
23,2332459.0,Lagos,NG,1637452800,83.32,1012.39,2.53,301.16,304.93,298.32,308.15,298.15
24,2332459.0,Lagos,NG,1637539200,82.42,1012.24,2.78,301.42,305.4,297.86,308.15,295.15
25,2332459.0,Lagos,NG,1637625600,83.73,1012.61,2.44,301.13,305.24,298.1,307.15,297.15
26,2332459.0,Lagos,NG,1637712000,84.89,1013.18,2.55,301.11,305.28,298.21,307.15,297.15
27,2332459.0,Lagos,NG,1637798400,83.23,1013.03,2.67,301.24,305.06,298.39,308.15,297.15
28,2332459.0,Lagos,NG,1637884800,84.34,1012.17,2.59,301.09,304.94,298.08,306.15,297.15
29,2332459.0,Lagos,NG,1637971200,84.7,1012.6,2.52,300.6,305.02,297.51,307.15,295.15
0,3451190.0,Rio de Janeiro,BR,1635465600,76.44,1014.36,3.38,297.23,300.81,294.09,307.49,291.28
1,3451190.0,Rio de Janeiro,BR,1635552000,76.57,1013.97,3.48,297.47,301.57,293.61,308.18,288.02
