,station_ID,country_code,region_name,region_code,nearest_city,city,district,state,postcode,last_signal
510,3296,NOR,Stavanger,"ST , NOR",Chwaszczyno,Gdynia,,województwo pomorskie,81-603,15/11/21 14:35
511,2581,NOR,Korshamn,"KO , NOR",Szczecin,Szczecin,,województwo zachodniopomorskie,71-742,15/11/21 14:35
512,2384,NOR,Kristiansund,"KR , NOR",Gdańsk,Gdańsk,,województwo pomorskie,80-170,15/11/21 14:35
513,3242,NOR,Haugesund,"HA , NOR",Szczecin,Szczecin,,województwo zachodniopomorskie,71-010,15/11/21 14:35
514,2979,NOR,Oslo,"OS , NOR",Sopot,,,województwo pomorskie,80-358,15/11/21 14:35
515,2211,NOR,Kjopmannskjaer,"KJ , NOR",Szczecin,Szczecin,,województwo zachodniopomorskie,,07/11/21 2:00
516,3171,NOR,Sokndal,"SO , NOR",Szczecin,Szczecin,,województwo zachodniopomorskie,71-446,15/11/21 14:35
517,2453,NOR,Kristiansand,"KR , NOR",Szczecin,Szczecin,,województwo zachodniopomorskie,70-842,15/11/21 14:35
518,2221,NOR,Stavanger,"ST , NOR",Leça da Palmeira,Matosinhos,,,4451-901,15/11/21 14:35
519,3349,NOR,Hordvik,"HO , NOR",Lisbon,Lisboa,,,1150-227 PENA,15/11/21 14:35
520,2689,NOR,Haugesund,"HA , NOR",Lisbon,Lisboa,,,1000-032,15/11/21 14:35
521,2198,NOR,Kristiansund,"KR , NOR",Ericeira,,,,2655-400,15/11/21 14:35
522,2430,NOR,Ålesund,"ÅL , NOR",Ponta Delgada,Ponta Delgada,,,9501-901,15/11/21 14:35
523,2141,NOR,Sandnes,"SA , NOR",Azeitão,Setúbal,,,2925-547,15/11/21 14:35
524,2542,PAN,Panama City,"PC , PAN",Azeitão,Setúbal,,,2925-547,15/11/21 14:35
525,2810,PHL,Imus,"IM , PHL",Matosinhos,Matosinhos,,,4450-017,15/11/21 14:35
526,3400,PHL,Paranaque,"PA , PHL",Sines,Sines,,,7520-202,15/11/21 14:35
527,2031,POL,Gdynia,"GD , POL",Ribeira Grande,Ribeira Grande,,,9600-533,15/11/21 14:35
528,2043,POL,Szczecin-Golecin,"SZ , POL",Porto Salvo,,,,2744-016,15/11/21 14:35
529,2163,POL,Gdańsk-Suchanino,"GD , POL",Ericeira,,,,2640-419,07/11/21 16:45
530,3013,POL,Szczecin,"SZ , POL",Silves,Silves,,,8300,15/11/21 14:35
531,3168,POL,Gdańsk,"GD , POL",La Possession,,,La Réunion,97419,15/11/21 14:35
532,3226,POL,Szczecin,"SZ , POL",Constanţa,Constanța,,,900426,15/11/21 14:35
533,3095,POL,Szczecin,"SZ , POL",Constanţa,Constanța,,,900070,15/11/21 14:35
534,3220,POL,"Szczecin, Dąbie","SD , POL",Murmansk,Мурманск,,Мурманская область,183038,15/11/21 14:35
535,2385,PRT,Porto,"PO , PRT",Murmansk,Мурманск,,Мурманская область,183040,15/11/21 14:35
536,3386,PRT,Lisbon,"LI , PRT",Vladivostok,Владивосток,,Приморский край,690000,15/11/21 12:05
537,2183,PRT,Lisbon,"LI , PRT",Moscow,Москва,,Москва,119019,15/11/21 14:30
538,3205,PRT,Carvoeira,"CA , PRT",Lomonosov,,,Санкт-Петербург,198412,15/11/21 14:35
539,2242,PRT,Ponta Delgada,"PD , PRT",Dzerzhinsk,,,Иркутская область,664038,15/11/21 14:35
540,2498,PRT,Azeitão,"AZ , PRT",Vistino,,,Ленинградская область,188477,15/11/21 14:35
541,3299,PRT,Azeitão,"AZ , PRT",Vasyl'evsky Ostrov,Санкт-Петербург,,Санкт-Петербург,199178,15/11/21 14:35
542,2509,PRT,Matosinhos,"MA , PRT",Novorossiysk,Новороссийск,,Краснодарский край,353910,15/11/21 14:35
543,2281,PRT,Sines,"SI , PRT",Nizhniy Novgorod,Нижний Новгород,,Нижегородская область,603086,15/11/21 14:35
544,2059,PRT,Azores,"AZ , PRT",Kaliningrad,Калининград,,Калининградская область,236001,15/11/21 14:35
545,2419,PRT,Porto Salvo,"PS , PRT",Ashitkovo,,,Московская область,140251,15/11/21 14:35
546,2252,PRT,Mafra,"MA , PRT",Strogino,Москва,,Москва,125363,15/11/21 14:35
547,2205,PRT,Silves,"SI , PRT",Koolbaai,,,,46226,15/11/21 14:35
548,3280,REU,La Possession,"LP , REU",Nguékhokh,,Département de M'bour,,38168,15/11/21 14:35
549,2328,ROU,Constanta,"CO , ROU",Singapore,Singapore,,,439865,27/05/21 6:45
550,2696,ROU,Constanta Gara,"CG , ROU",Singapore,Singapore,,,,15/11/21 14:35
551,2516,RUS,Murmansk,"MU , RUS",Singapore,Singapore,,,98411,15/11/21 14:35
552,2732,RUS,Murmansk,"MU , RUS",Singapore,Singapore,,,449035,15/11/21 14:35
553,3332,RUS,Vladivostok,"VL , RUS",Singapore,,,,425763,15/11/21 14:35
554,2331,RUS,Moscow,"MO , RUS",Singapore,Singapore,,,469983,19/03/21 5:50
555,2034,RUS,Lomonosov,"LO , RUS",Kampung Pasir Gudang Baru,,,,540123,15/11/21 14:35
556,3057,RUS,Irkutsk,"IR , RUS",Singapore,Singapore,,,307954,15/11/21 9:55
557,2334,RUS,Ust-Luga,"US , RUS",Singapore,,,,,15/11/21 14:35
558,2087,RUS,Saint Petersburg,"SP , RUS",Singapore,,,,678278,04/09/21 5:40
559,2424,RUS,Novorossiysk,"NO , RUS",Dunajská Lužná,Miloslavov,,Bratislavský kraj,90042,15/11/21 14:35
560,2210,RUS,Nizhny Novogorod,"NN , RUS",Kozina,,,,6216,15/11/21 14:35
561,2219,RUS,Kaliningrad,"KA , RUS",Durban,Durban,,KwaZulu-Natal,4025,15/11/21 14:35
562,2891,RUS,Zolotovo,"ZO , RUS",Claremont,Cape Town,,Western Cape,7708,26/10/21 9:45
563,3282,RUS,Moscow,"MO , RUS",Sunset Beach,,,Western Cape,7441,14/11/21 6:25
564,2270,MAF,Simpson Bay,"SB , MAF",Durban,,,KwaZulu-Natal,4319,15/11/21 14:35
565,2106,SEN,Ngaparou,"NG , SEN",Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,Las Palmas,,35017,15/11/21 14:35
566,3080,SGP,Singapore,"SI , SGP",Alboraya,València,València / Valencia,Comunitat Valenciana,46022,15/11/21 14:35
567,2088,SGP,Singapore,"SI , SGP",Plogoff,,Tarragona,Catalunya,43540,15/11/21 14:35
568,2997,SGP,Keppel Bay,"KB , SGP",Sant Carles de la Ràpita,,Málaga,Andalucía,29640,15/11/21 14:35
569,2351,SGP,Singapore,"SI , SGP",Fuengirola,,Región de Murcia,Región de Murcia,30740,15/11/21 14:35
570,2519,SGP,Singapore,"SI , SGP",San Pedro del Pinatar,,Asturias / Asturies,Asturias / Asturies,33330,17/06/21 5:45
571,2855,SGP,Singapore,"SI , SGP",Colunga,Málaga,Málaga,Andalucía,29008,15/11/21 14:35
572,2851,SGP,Singapore,"SI , SGP",Málaga,,Región de Murcia,Región de Murcia,30720,15/11/21 14:35
573,2902,SGP,Singapore,"SI , SGP",Santiago de la Ribera,,Santa Cruz de Tenerife,,38678,15/11/21 14:35
574,2748,SGP,Singapore,"SI , SGP",Adeje,,,Occitanie,11100,23/07/21 9:45
575,2886,SGP,Singapore,"SI , SGP",Narbonne,Santander,,Cantabria,39005,15/11/21 14:35
576,2485,SVK,Miloslavov,"MI , SVK",Santander,,Barcelona,Catalunya,8860,15/11/21 14:35
577,2344,SVN,Koper,"KO , SVN",Castelldefels,,,Galicia,,15/11/21 14:35
578,2132,ZAF,Durban,"DU , ZAF",Baiona,València,València / Valencia,Comunitat Valenciana,46022,15/11/21 14:35
579,2807,ZAF,Cape Town,"CT , ZAF",Alboraya,Santa Cruz de Tenerife,Santa Cruz de Tenerife,,38002,07/07/21 2:25
580,2511,ZAF,Cape Town,"CT , ZAF",Santa Cruz de Tenerife,València,València / Valencia,Comunitat Valenciana,46011,15/11/21 14:35
581,2790,ZAF,Umhlanga,"UM , ZAF",Alboraya,,Cádiz,Andalucía,11360,15/11/21 14:35
582,2624,ESP,Las Palmas,"LP , ESP",San Enrique de Guadiaro,Málaga,Málaga,Andalucía,29009,15/11/21 14:35
583,2959,ESP,Valencia,"VA , ESP",Tapia de Casariego,,,Galicia,36300,15/11/21 14:35
584,3336,ESP,Coruña,"CO , ESP",Málaga,Las Palmas de Gran Canaria,Las Palmas,,35008,15/10/21 13:20
585,2367,ESP,Sant Carles,"SC , ESP",Baiona,Palma,,Illes Balears,7014,15/11/21 14:35
586,3465,ESP,Fuengirola,"FU , ESP",Las Palmas de Gran Canaria,A Coruña,,Galicia,15011,15/11/21 14:35
587,2729,ESP,Murcia,"MU , ESP",Palma,Oviedo,Asturias / Asturies,Asturias / Asturies,33009,15/11/21 14:35
588,2302,ESP,Llastres,"LL , ESP",A Coruña,Almería,Almería,Andalucía,4007,15/11/21 14:35
589,3209,ESP,Malaga,"MA , ESP",Oviedo,,,,,15/11/21 13:45
590,2076,ESP,Murcia,"MU , ESP",Almería,Málaga,Málaga,Andalucía,29008,15/11/21 14:35
591,3139,ESP,"Canary Islands,","CI , ESP",Vilanova i la Geltrú,,,Euskadi,40102,15/11/21 14:35
592,3318,ESP,Getxo,"GE , ESP",Málaga,Barcelona,Barcelona,Catalunya,8001,15/11/21 14:35
593,3375,ESP,Santander,"SA , ESP",Axpe-San Bartolome,,Santa Cruz de Tenerife,,38379,15/11/21 14:15
594,2602,ESP,Castelldefels,"CA , ESP",Vallcarca,Santa Cruz de Tenerife,Santa Cruz de Tenerife,,38008,15/11/21 14:35
595,2720,ESP,Vigo Bay,"VB , ESP",La Matanza de Acentejo,,,,19270,15/11/21 14:35
596,3437,ESP,Valencia,"VA , ESP",Santa Cruz de Tenerife,,,,19631,15/11/21 14:35
597,2147,ESP,S/C de,"Sd , ESP",Sollentuna,,,,,15/11/21 14:35
598,3428,ESP,Valencia,"VA , ESP",Kungsängen,,,,42941,15/11/21 14:35
599,2922,ESP,Alcaidesa,"AL , ESP",Krokek,,,,46233,15/11/21 14:35
600,3303,ESP,Lugo,"LU , ESP",Särö,Göteborg,,,417631,15/11/21 14:35
601,3245,ESP,Málaga,"MÁ , ESP",Vänersborg,,,,590 95,15/11/21 12:05
602,3298,ESP,Baiona,"BA , ESP",Majorna,Härnösands domkyrkodistrikt,,,87160,12/11/21 1:10
603,3291,ESP,Las Palmas,"LP , ESP",Västervik,,,,,15/11/21 14:35
604,2146,ESP,Palma de,"Pd , ESP",Härnösand,Göteborg,,,41279,15/11/21 14:35
605,3239,ESP,A Coruña,"AC , ESP",Röbäck,,,,14831,15/11/21 14:30
606,2526,ESP,Oviedo,"OV , ESP",Göteborg,Stockholm,,,112 67,15/11/21 14:35
607,2325,ESP,Almeria,"AL , ESP",Ösmo,,,,17266,15/11/21 14:35
608,2240,ESP,Vilanova i,"Vi , ESP",Kungsholmen,,,,13038,15/11/21 14:35
609,3480,ESP,Malaga,"MA , ESP",Sundbyberg,,,,,15/11/21 14:35
610,2469,ESP,Sollube -,"S- , ESP",Stavsnäs,,,,60246,15/11/21 14:35
611,2962,ESP,Barcelona,"BA , ESP",Norrtälje,Stockholm,,,111 29,15/11/21 14:35
612,2683,ESP,La Matanza,"LM , ESP",Norrköping,,,,44447,14/11/21 22:55
613,3273,ESP,Santa Cruz,"SC , ESP",Gamla Stan,,,,46153,15/11/21 14:35
614,3466,SWE,Sollentuna,"SO , SWE",Stenungsund,,,,134 61,15/11/21 14:35
615,2480,SWE,Kungsangen,"KU , SWE",Trollhättan,,,,131 52,15/11/21 14:35
616,2342,SWE,Ostra Husby,"OH , SWE",Saltsjöbaden,Stockholm,,,111 21,15/11/21 14:35
617,3270,SWE,Gothenburg -,"G- , SWE",Nacka,Karlskrona,,,37123,15/11/21 14:35
618,2203,SWE,Vanersborg,"VA , SWE",Stockholm,,,,134 62,15/11/21 14:35
619,3464,SWE,Gothenburg,"GO , SWE",Karlskrona,,,,764 56,15/11/21 14:35
620,2956,SWE,Loftahammar,"LO , SWE",Brunn,,,,46193,15/11/21 14:35
621,3265,SWE,Härnösand,"HÄ , SWE",Älmsta,Göteborg,,,412 58,15/11/21 14:35
622,2476,SWE,Norrmjöle,"NO , SWE",Vargön,Nordmalings distrikt,,,91441,15/11/21 14:35
623,2767,SWE,Göteborg,"GÖ , SWE",Göteborg,,,,423 36,15/11/21 14:35
624,2451,SWE,Segersang,"SE , SWE",Nordmaling,,,,41265,15/11/21 14:35
625,3068,SWE,Stockholm,"ST , SWE",Andalen,,,,,15/11/21 14:35
626,2604,SWE,Sundbyberg,"SU , SWE",Mölndal,,,,134 64,15/11/21 14:35
627,3200,SWE,Täby,"TÄ , SWE",Oskarshamn,Göteborg,,,426 79,15/11/21 14:35
628,2266,SWE,Sodersvik,"SO , SWE",Hemmesta,Göteborg,,,411 03,15/11/21 14:35
629,2192,SWE,Norrköping,"NO , SWE",Majorna,,,,47580,15/11/21 14:35
630,2124,SWE,Stockholm,"ST , SWE",Göteborg,,,,222 29,24/10/21 16:25
631,3371,SWE,Stenungsund,"ST , SWE",Öckerö,,,,139 72,10/10/21 18:10
632,2988,SWE,Trollhättan,"TR , SWE",Lund,,,,61631,15/11/21 14:35
633,2494,SWE,Ingarö,"IN , SWE",Hölö,,,,149 41,14/11/21 21:55
634,2319,SWE,Stockholm,"ST , SWE",Åby,,,,52452,15/11/21 14:35
635,2032,SWE,Stockholm,"ST , SWE",Nynäshamn,,,Basel-Landschaft,4133,15/11/21 14:35
636,2262,SWE,Karlskrona,"KA , SWE",Funtana,高雄市,,,806,15/11/21 8:10
637,3176,SWE,Näsudden Ingarö,"NI , SWE",Pratteln,,,臺灣省,202301,15/11/21 14:35
638,2752,SWE,Grisslehamn,"GR , SWE",Kaohsiung,,,臺灣省,31061,15/11/21 14:35
639,2450,SWE,Trollhattan,"TR , SWE",Keelung,,,臺灣省,202301,15/11/21 14:35
640,2505,SWE,Göteborg,"GÖ , SWE",Zhubei,,,臺灣省,20044,15/11/21 14:35
641,2978,SWE,Rundvik,"RU , SWE",Keelung,高雄市,,,801,15/11/21 14:35
642,2355,SWE,"Torslanda, Gothenburg ","TG , SWE",Keelung,高雄市,,,802,15/11/21 14:35
643,2977,SWE,Krokslätt,"KR , SWE",Kaohsiung,กรุงเทพมหานคร,,กรุงเทพมหานคร,10110,15/11/21 14:35
644,2109,SWE,Oskarshamn,"OS , SWE",Kaohsiung,,,Diego Martin,,14/11/21 11:10
645,2304,SWE,Ingarostrand,"IN , SWE",Din Daeng,Port of Spain,,,190130,15/11/21 8:20
646,3406,SWE,Gothenburg,"GO , SWE",Diego Martin,,,,,15/11/21 14:35
647,2011,SWE,Gothenburg,"GO , SWE",Port of Spain,,,,34122,15/11/21 14:35
648,2164,SWE,"Goteborg, West","GW , SWE",Akhisar,Миколаїв,,Миколаївська область,54000-54490,15/11/21 14:35
649,3285,SWE,Lund,"LU , SWE",Eminönü,Одеса,,Одеська область,65012,15/11/21 14:35
650,3345,SWE,Stockholm,"ST , SWE",Mykolayiv,دبي,,دبي,55050,15/11/21 14:35
651,2628,SWE,Nyköping,"NY , SWE",Odessa,,South East England,England,PO14 3AH,15/11/21 14:35
652,3471,SWE,Wik-Inn Marina,"WM , SWE",Dubai,North Norfolk,East of England,England,NR26 8RR,15/11/21 14:35
653,3144,CHE,Bern,"BE , CHE",Lee-on-the-Solent,,North East England,England,TS24 0RY,15/11/21 14:35
654,2434,CHE,Pratteln,"PR , CHE",Sheringham,London,Greater London,England,SW19 2RR,15/11/21 14:35
655,3154,TWN,Kaohsiung,"KA , TWN",Middlesbrough,Southampton,South East England,England,SO17 1NR,15/11/21 14:35
656,3046,TWN,"Keelung, National","KN , TWN",Mitcham,,North West England,England,CH42 5LW,15/11/21 14:35
657,3308,TWN,Chutung,"CH , TWN",Southampton,,,Scotland,IV42 8QE,15/11/21 14:35
658,2592,TWN,"Keelung, National","KN , TWN",Birkenhead,,South West England,England,BH19 2AT,15/11/21 14:35
659,2794,TWN,Keelung,"KE , TWN",Portree,East Hampshire,South East England,England,GU34 1LL,15/11/21 14:35
660,2338,TWN,Kaohsiung,"KA , TWN",Poole,,South East England,England,PO12 3UD,15/11/21 14:35
661,2353,TWN,Kaohsiung,"KA , TWN",Alton,,East of England,England,CO2 7JX,15/11/21 14:35
662,2983,THA,Bangkok,"BA , THA",Portsmouth,East Suffolk,East of England,England,NR32 1XH,15/11/21 14:35
663,2370,TTO,Chaguaramas,"CH , TTO",Irvine,,,Scotland,EH21 7DY,15/11/21 14:35
664,3492,TTO,Port of,"Po , TTO",Lowestoft,,Yorkshire and the Humber,England,HU13 0SP,15/11/21 14:35
665,2111,TUR,Göcek,"GÖ , TUR",Musselburgh,,South West England,England,TR7 3JW,15/11/21 14:35
666,3012,TUR,Istanbul,"IS , TUR",Kirk Ella,,,Cymru / Wales,LL54 7RR,10/11/21 17:15
667,2310,UKR,Nikolaev,"NI , UKR",Newquay,,South West England,England,TQ4 7SB,15/11/21 14:35
668,2401,UKR,Odessa,"OD , UKR",Talysarn,East Suffolk,East of England,England,NR33 7NB,15/11/21 14:35
669,2703,ARE,Dubai,"DU , ARE",Paignton,,South West England,England,PL10 1LL,14/11/21 22:50
670,2054,GBR,Solent,"SO , GBR",Kessingland,East Suffolk,East of England,England,NR32 1XH,15/11/21 14:35
671,2681,GBR,Sheringham,"SH , GBR",Millbrook,,South East England,England,PO12 2TR,15/11/21 14:35
672,2885,GBR,Hartlepool,"HA , GBR",Lowestoft,Brighton,South East England,England,BN1 1EE,15/11/21 14:35
673,2103,GBR,London,"LO , GBR",Ryde,,South East England,England,PO6 2NN,15/11/21 14:35
674,2883,GBR,Southampton,"SO , GBR",Brighton,,East of England,England,NR30 4DN,15/11/21 14:35
675,3387,GBR,Birkenhead,"BI , GBR",Waterlooville,New Forest,South East England,England,SO45 5GL,15/11/21 14:35
676,2438,GBR,"Scotland, Broadford","SB , GBR",Caister-on-Sea,,South West England,England,BH10 4BQ,15/11/21 14:35
677,2159,GBR,Swanage,"SW , GBR",Southampton,East Suffolk,East of England,England,IP11 7NS,15/11/21 14:35
678,2825,GBR,Alton,"AL , GBR",Bournemouth,,,Northern Ireland,BT19 6TH,15/11/21 14:35
679,2474,GBR,Gosport,"GO , GBR",Shotley Gate,East Lindsey,East Midlands,England,LN11 9RZ,15/11/21 14:35
680,2233,GBR,Colchester,"CO , GBR",Utsira,,,Scotland,DD10 0LA,15/11/21 14:35
681,3033,GBR,Norwich,"NO , GBR",Bangor,Bristol,South West England,England,BS11,15/11/21 14:35
682,2876,GBR,Musselburgh,"MU , GBR",Louth,,,Scotland,AB42 1LE,15/11/21 14:35
683,3051,GBR,Hessle,"HE , GBR",Saint Cyrus,,,Scotland,KW15 1TY,15/11/21 14:35
684,2131,GBR,Newquay-Cornwall,"NE , GBR",Easton-in-Gordano,,,Scotland,PA19 1BA,15/11/21 14:35
685,3072,GBR,Caernarfon,"CA , GBR",Peterhead,,South East England,England,PO12 4FF,15/11/21 14:35
686,2472,GBR,Devon,"DE , GBR",Orkney,,,Scotland,PA37 1QR,03/11/21 22:15
687,2953,GBR,"Lowestoft, Suffolk","LS , GBR",Wemyss Bay,Aberdeen City,,Scotland,AB25 3SY,15/11/21 14:35
688,3329,GBR,Plymouth,"PL , GBR",Portsmouth,City of London,Greater London,England,EC3N 1LH,15/11/21 14:35
689,2021,GBR,Suffolk,"SU , GBR",Oban,,South East England,England,PO16 0LZ,15/11/21 14:35
690,3377,GBR,Gosport,"GO , GBR",Aberdeen,,,Scotland,PA16 8BP,15/11/21 14:35
691,3137,GBR,Brighton,"BR , GBR",City of London,,,,JE3 5FP,15/11/21 14:35
692,3259,GBR,Portsmouth,"PO , GBR",Wickham,Vale of White Horse,South East England,England,OX12 9FE,15/11/21 14:35
693,2297,GBR,Great Yarmouth,"GY , GBR",Kilcreggan,,South East England,England,PO16 8AL,01/11/21 15:05
694,3257,GBR,"Hythe, Hampshire","HH , GBR",Saint Helier,,East of England,England,IP1 2AN,15/11/21 14:35
695,3063,GBR,Bournemouth,"BO , GBR",Wantage,,Yorkshire and the Humber,England,YO21 1QE,15/11/21 14:35
696,2073,GBR,Felixstowe ,"FE , GBR",Wickham,,North East England,England,NE66 3NB,15/11/21 14:35
697,2107,GBR,Aberdeen,"AB , GBR",Bramford,,,Scotland,HS6 5HE,22/08/21 11:00
698,2862,GBR,"Bangor, County","BC , GBR",Whitby,,,Scotland,IV49 9BD,15/11/21 14:35
699,2206,GBR,Cleethorpes,"CL , GBR",Lesbury,Thanet,South East England,England,CT12 5FN,15/11/21 14:35
700,2120,GBR,Gourdon ,"GO , GBR",Isle of North Uist,Arun,South East England,England,PO22 0AJ,15/11/21 14:35
701,2312,GBR,Bristol,"BR , GBR",Portree,London,Greater London,England,E14 4ED,15/11/21 14:35
702,2160,GBR,"Scotland, Peterhead","SP , GBR",Birchington-on-Sea,,,Northern Ireland,BT30 9SR,15/11/21 14:35
703,2066,GBR,Orkney,"OR , GBR",Barnham,South Hams,South West England,England,TQ7 3DW,15/11/21 14:35
704,2410,GBR,Gourock,"GO , GBR",Canary Wharf,,South East England,England,ME4 6NR,15/11/21 14:35
705,2716,GBR,Gosport,"GO , GBR",Killyleagh,East Suffolk,East of England,England,NR33 7QP,15/11/21 14:35
706,2260,GBR,Oban,"OB , GBR",Salcombe,City of Edinburgh,,Scotland,EH7 4FB,15/11/21 14:35
707,2191,GBR,Aberdeen,"AB , GBR",Chatham,Rochester,,New York,14604,15/11/21 14:35
708,2055,GBR,London &,"L& , GBR",Kessingland,Thanet,South East England,England,CT10,15/11/21 14:35
709,2808,GBR,Fareham,"FA , GBR",Loanhead,,,Scotland,KY5 9QH,15/11/21 14:35
710,2713,GBR,"Scotland, Greenock","SG , GBR",Gates-North Gates,,North East England,England,NE24 3UH,15/11/21 8:35
711,3055,GBR,Jersey,"JE , GBR",Broadstairs,,Yorkshire and the Humber,England,YO22 4RR,31/10/21 12:00
712,2309,GBR,ABXAIS,"AB , GBR",Lochgelly,,,Scotland,EH21 7DG,15/11/21 14:35
713,2708,GBR,Fareham,"FA , GBR",Blyth,Gravesham,South East England,England,DA12 1EW,15/11/21 14:35
714,2053,GBR,Ipswich,"IP , GBR",Whitby,,,England,,15/11/21 14:35
715,2854,GBR,Whitby,"WH , GBR",Musselburgh,,,Northern Ireland,BT24 8XR,15/11/21 14:35
716,2116,GBR,Alnmouth,"AL , GBR",Chadwell St Mary,,North West England,England,CH45 7PS,15/11/21 14:35
717,3363,GBR,"Scotland, North","SN , GBR",Tintagel,,South East England,England,PO1 1DZ,15/11/21 14:35
718,2583,GBR,Broadford,"BR , GBR",Ballynahinch,,,Cymru / Wales,SA73 3RS,15/11/21 14:35
719,3244,GBR,Manston,"MA , GBR",Wallasey,Forest of Dean,South West England,England,GL15 4,15/11/21 14:35
720,2045,GBR,Portsmouth,"PO , GBR",Portsmouth,,,Scotland,PA47 7SZ,15/11/21 14:35
721,3416,GBR,London,"LO , GBR",Milford Haven,,North West England,England,CH41 6ES,15/11/21 14:35
722,3243,GBR,Killyleagh,"KI , GBR",Lydney,Adur,South East England,England,BN43 6HD,15/11/21 14:35
723,2980,GBR,Bolt Head,"BH , GBR",Isle of Islay,,North West England,England,L2 4TZ,15/11/21 14:35
724,2799,GBR,Kent,"KE , GBR",Birkenhead,,,Scotland,,12/03/19 21:15
725,2903,GBR,Parkfield,"PA , GBR",Shoreham-by-Sea,Aberdeen City,,Scotland,AB11 5PW,11/05/21 14:55
726,2647,GBR,Edinburgh,"ED , GBR",Birkenhead,Hull,Yorkshire and the Humber,England,HU1 2BE,07/11/21 20:15
727,2447,GBR,Rochester,"RO , GBR",Wick,,South West England,England,BH15 1LT,15/11/21 14:35
728,2313,GBR,"Broadstairs, Kent","BK , GBR",Aberdeen,,North East England,England,TD15 2AW,15/11/21 14:35
729,2514,GBR,Lochgelly,"LO , GBR",Kingston upon Hull,,South West England,England,TQ1 3SF,15/11/21 14:35
730,2540,GBR,Blyth,"BL , GBR",Poole,London,Greater London,England,NW6 7PY,15/11/21 14:35
731,2439,GBR,Robin Hoods,"RH , GBR",Berwick-Upon-Tweed,,,Scotland,HS2 0SW,15/11/21 14:25
732,3356,GBR,Musselburgh,"MU , GBR",Cockington,,South East England,England,PO9 1QH,15/11/21 14:35
733,2843,GBR,Gravesend,"GR , GBR",Belsize Park,East Suffolk,East of England,England,NR32 4EL,15/11/21 14:35
734,2896,GBR,Bude,"BU , GBR",Isle of Lewis,,,Alaska,,15/11/21 14:35
735,2411,GBR,"Ballynahinch, N.Ireland","BN , GBR",Waterlooville,,,Florida,32566,15/11/21 14:35
736,3096,GBR,Wirral,"WI , GBR",Lowestoft,Gloucester,,Massachusetts,01930-3540,15/11/21 14:35
737,2839,GBR,Portsmouth,"PO , GBR",Unalaska,,,New Jersey,8065,15/11/21 14:35
738,2558,GBR,Gelliswick,"GE , GBR",Navarre,Long Beach,,California,90712,15/11/21 14:35
739,2837,GBR,Oldcroft,"OL , GBR",Gloucester,,,Rhode Island,2818,15/11/21 14:35
740,2286,GBR,Isle of,"Io , GBR",Cinnaminson,Duluth,,Minnesota,55802,15/11/21 14:35
741,2967,GBR,Birkenhead,"BI , GBR",Lakewood,,,Florida,33037,15/11/21 14:35
742,3351,GBR,Shoreham,"SH , GBR",Exeter,,,Florida,32953,15/11/21 14:35
743,2020,GBR,Liverpool,"LI , GBR",Superior,Melbourne,,Florida,32901,15/11/21 14:35
744,2133,GBR,Caithness (Scotland),"C( , GBR",North Key Largo,,,Rhode Island,2886,15/11/21 14:35
745,2964,GBR,Aberdeen,"AB , GBR",Cocoa,,,Texas,77642,13/10/21 17:40
746,2477,GBR,Humber Dock,"HD , GBR",West Melbourne,,,Michigan,49740,15/11/21 14:35
747,2377,GBR,Poole,"PO , GBR",Warwick,,,New York,12583,15/11/21 14:35
748,2478,GBR,Tweedmouth,"TW , GBR",Groves,,,Texas,77539,11/11/21 14:15
750,2522,GBR,Torquay,"TO , GBR",Saugerties South,,,Maine,4843,15/11/21 14:35
751,2736,GBR,London,"LO , GBR",Bacliff,Cape Coral,,Florida,33904,15/05/20 8:20
752,2142,GBR,Isle of,"Io , GBR",Mukilteo,New York,,New York,10010,15/11/21 14:35
753,2060,GBR,Solent,"SO , GBR",Carmel,Seattle,,Washington,98199,15/11/21 14:35
754,2735,GBR,Lowestoft,"LO , GBR",Cape Coral,,,Washington,98320,15/11/21 14:35
755,3469,USA,Dutch Harbor,"DH , USA",Gramercy Park,Los Angeles,,California,90049,15/11/21 14:35
756,2172,USA,Navarre FL,"NF , USA",Seattle,,,Florida,32507,15/11/21 14:35
757,3219,USA,"Gloucester, Massachusetts","GM , USA",Seabeck,,,New York,10543,30/10/21 8:40
758,2329,USA,Riverton,"RI , USA",Westwood,,,Florida,32578,15/11/21 14:35
759,3081,USA,"California, Long","CL , USA",Orange Beach,,,Washington,98642,15/11/21 14:35
760,3271,USA,"East Greenwich,","EG , USA",Byram,Tampa,,Florida,33602:33605,16/10/21 9:40
761,2495,USA,"Duluth, MN","DM , USA",Niceville,,,New Jersey,8730,15/11/21 14:35
762,2827,USA,Key Largo,"KL , USA",Ridgefield,,,Ohio,26102,15/11/21 14:35
763,3213,USA,"Merritt Island,","MI , USA",Tampa,,,Tennessee,38320,15/11/21 14:35
764,2957,USA,Melbourne,"ME , USA",Dover Beaches North,Seattle,,Washington,98101,15/11/21 14:35
765,2197,USA,"Warwick, Rhode","WR , USA",Belpre,,,Washington,,15/11/21 14:35
766,2619,USA,Groves,"GR , USA",New Johnsonville,Anacortes,,Washington,98221,15/11/21 14:35
767,3079,USA,Petoskey,"PE , USA",Seattle,,,Washington,98250,15/11/21 14:35
