,station_ID,country_code,country_name,region_name,region_code,nearest_city,city,district,state,postcode,last_signal
212,2561,DEU,Germany,Bremerhaven,"BR , DEU",Norderney,,,Niedersachsen,26548,2021-11-15 01:35:01
213,2856,DEU,Germany,Offenbach,"OF , DEU",Bremen,Bremen,,Bremen,28237,2021-11-15 01:35:01
214,2805,DEU,Germany,Norderney,"NO , DEU",Plänterwald,Berlin,,Berlin,12435,2021-11-15 01:35:01
215,2137,DEU,Germany,Bremen,"BR , DEU",Porz am Rhein,Köln,,Nordrhein-Westfalen,51143,2021-11-15 01:35:01
216,2398,DEU,Germany,Berlin,"BE , DEU",Lemwerder,Bremen,,Bremen,28759,2021-11-15 01:35:01
217,2513,DEU,Germany,Cologne,"CO , DEU",Bonn,Bonn,,Nordrhein-Westfalen,53111,2021-11-15 01:35:01
218,2238,DEU,Germany,Bremen,"BR , DEU",Flörsheim,,,Hessen,65439,2021-10-12 19:35:01
219,3281,DEU,Germany,Bonn,"BO , DEU",Wilhelmshaven,,,Niedersachsen,26382,2021-05-08 07:45:02
220,3236,DEU,Germany,Flörsheim,"FL , DEU",Klausdorf,Kiel,,Schleswig-Holstein,24145,2021-11-15 01:35:01
221,2747,DEU,Germany,Wilhelmshaven,"WI , DEU",Asendorf,,,Niedersachsen,21271,2021-11-15 01:35:01
222,2228,DEU,Germany,Kiel,"KI , DEU",Altstadt Nord,Köln,,Nordrhein-Westfalen,50667,2021-11-15 01:35:01
224,2464,DEU,Germany,Asendorf,"AS , DEU",Elsfleth,,,Niedersachsen,26931,2021-11-15 01:35:01
225,3232,DEU,Germany,Cologne,"CO , DEU",Bremen,Bremen,,Bremen,28217,2021-11-15 01:35:01
226,3017,DEU,Germany,Duisburg,"DU , DEU",Bremen,Bremen,,Bremen,28195,2021-11-15 01:35:01
227,3392,DEU,Germany,Lienen,"LI , DEU",Wachtberg,,,Nordrhein-Westfalen,53343,2021-11-15 01:35:02
228,2223,DEU,Germany,Bremen Winterhafen,"BW , DEU",Stellingen,Hamburg,,Hamburg,22525,2021-11-15 01:35:01
229,2633,DEU,Germany,Bremen,"BR , DEU",Hamburg,Hamburg,,Hamburg,22087,2021-11-15 01:35:01
230,3170,DEU,Germany,Bonn,"BO , DEU",Flensburg,,,Schleswig-Holstein,24937,2021-11-15 01:35:01
231,2738,DEU,Germany,Hamburg,"HA , DEU",Ilvesheim,Mannheim,,Baden-Württemberg,68259,2021-11-15 01:35:01
232,2413,DEU,Germany,Hamburg Alster,"HA , DEU",Rothenburgsort,Hamburg,,Hamburg,20539,2021-11-15 01:35:01
233,2534,DEU,Germany,Flensburg,"FL , DEU",Wilhelmshaven,,,Niedersachsen,26386,2021-11-15 01:35:01
234,3266,DEU,Germany,Mannheim,"MA , DEU",Siegburg,,,Nordrhein-Westfalen,53721,2021-11-15 01:35:01
235,2737,DEU,Germany,Hamburg,"HA , DEU",Wismar,Wismar,,Mecklenburg-Vorpommern,23968,2021-11-15 01:35:01
236,3097,DEU,Germany,Wilhelmshaven,"WI , DEU",Altona,Hamburg,,Hamburg,22767,2021-11-15 01:35:01
237,2582,DEU,Germany,Siegburg,"SI , DEU",Lilienthal,Bremen,,Bremen,28309,2021-11-15 01:30:02
238,2793,DEU,Germany,Wismar,"WI , DEU",Wedel,,,Hamburg,22559,2021-11-15 01:35:01
239,2577,DEU,Germany,Hamburg,"HA , DEU",Bremen,Bremen,,Bremen,28279,2021-11-15 01:35:01
240,3009,DEU,Germany,Bremen,"BR , DEU",Rummelsburg,Berlin,,Berlin,10317,2021-10-22 11:10:02
241,2165,DEU,Germany,Hamburg,"HA , DEU",Neustadt/Süd,Köln,,Nordrhein-Westfalen,50939,2021-11-15 01:35:01
242,3384,DEU,Germany,"Bremen, Arsten","BA , DEU",Königs Wusterhausen,,,Brandenburg,15745,2021-11-15 01:35:02
243,2175,DEU,Germany,Berlin Rummelsburg,"BR , DEU",Rummelsburg,Berlin,,Berlin,10317,2021-11-15 01:35:01
244,2295,DEU,Germany,Cologne,"CO , DEU",Emden,,,Niedersachsen,26723,2021-11-15 01:35:01
245,3160,DEU,Germany,Wildau,"WI , DEU",Wremen,Bremen,,Bremen,27568,2021-11-15 01:35:01
246,2733,DEU,Germany,Berlin,"BE , DEU",Stade,,,Niedersachsen,21683,2021-11-15 01:35:01
247,2784,DEU,Germany,Emden,"EM , DEU",Wunstorf,,,Niedersachsen,31515,2021-11-15 01:35:01
248,2291,DEU,Germany,Bremerhaven,"BR , DEU",Bremen,Bremen,,Bremen,28195,2021-11-15 01:35:01
249,2403,DEU,Germany,Stadersand,"ST , DEU",Garbsen-Mitte,Hannover,,Niedersachsen,30419,2021-11-15 01:35:01
250,2783,DEU,Germany,Wunstorf,"WU , DEU",Schülp,Schülp bei Rendsburg,,Schleswig-Holstein,24813,2021-11-15 01:35:01
251,2110,DEU,Germany,Bremen,"BR , DEU",Albertstadt,Dresden,,Sachsen,01277,2021-11-15 01:35:01
252,3453,DEU,Germany,Garbsen,"GA , DEU",Radebeul,Dresden,,Sachsen,01157,2021-11-15 00:20:02
253,2584,DEU,Germany,Rendsburg,"RE , DEU",Rostock,Rostock,,Mecklenburg-Vorpommern,18059,2021-11-15 01:35:01
254,2461,DEU,Germany,Dresden,"DR , DEU",Piraeus,Πειραιάς,Περιφέρεια Αττικής,Αποκεντρωμένη Διοίκηση Αττικής,18510,2021-11-15 01:35:01
255,2352,DEU,Germany,Dresden,"DR , DEU",Limín Mesoyaías,,Περιφέρεια Αττικής,Αποκεντρωμένη Διοίκηση Αττικής,19000,2021-11-15 01:35:01
256,2030,DEU,Germany,Rostock,"RO , DEU",Leondárion,Δημοτική Ενότητα Γλυκών Νερών,Περιφέρεια Αττικής,Αποκεντρωμένη Διοίκηση Αττικής,15354,2021-11-15 01:35:01
257,3036,GRC,Greece,Piraeus,"PI , GRC",Álimos,,Περιφέρεια Αττικής,Αποκεντρωμένη Διοίκηση Αττικής,17455,2021-11-15 01:35:01
258,2871,GRC,Greece,Athens,"AT , GRC",Néa Karváli,,Περιφέρεια Ανατολικής Μακεδονίας και Θράκης,Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης,64006,2021-11-15 01:35:01
259,2290,GRC,Greece,Athens,"AT , GRC",Íos,,Περιφέρεια Νοτίου Αιγαίου,Αποκεντρωμένη Διοίκηση Αιγαίου,84001,2021-11-15 01:35:01
260,2118,GRC,Greece,Alimos,"AL , GRC",Thessaloníki,Δημοτική Ενότητα Θεσαλονίκης,Περιφέρεια Κεντρικής Μακεδονίας,Αποκεντρωμένη Διοίκηση Μακεδονίας - Θράκης,54627,2021-11-15 01:35:01
261,2339,GRC,Greece,North Aegean,"NA , GRC",Glyfáda,,Περιφέρεια Αττικής,Αποκεντρωμένη Διοίκηση Αττικής,16675,2021-11-15 01:35:01
262,2084,GRC,Greece,Ios,"IO , GRC",Athens,Αθήνα,Περιφέρεια Αττικής,Αποκεντρωμένη Διοίκηση Αττικής,10431,2021-11-15 01:35:01
263,3197,GRC,Greece,Thessaloniki,"TH , GRC",Dhráfi,Δημοτική Ενότητα Πικερμίου,Περιφέρεια Αττικής,Αποκεντρωμένη Διοίκηση Αττικής,153 51,2021-11-15 01:35:01
264,2237,GRC,Greece,"Athens, Glyfada","AG , GRC",Palaió Fáliro,,Περιφέρεια Αττικής,Αποκεντρωμένη Διοίκηση Αττικής,17122,2021-11-15 01:35:01
265,2226,GRC,Greece,Athens,"AT , GRC",St Martin,,,Guernsey,GY4 6AA,2021-11-15 01:35:01
266,2746,GRC,Greece,Rafina,"RA , GRC",Saint Sampson,Vale,,Guernsey,GY2 4PB,2021-11-15 01:35:01
267,3344,GRC,Greece,Athens,"AT , GRC",Tsuen Wan,,,香港 Hong Kong,,2021-11-15 01:35:02
268,2654,GGY,Guernsey,St Martin,"SM , GGY",Sai Kung,,,香港 Hong Kong,,2021-11-15 01:35:01
269,2316,GGY,Guernsey,Guernsey,"GU , GGY",Sham Shui Po,九龍 Kowloon,,香港 Hong Kong,000000,2021-11-15 01:35:01
270,3202,HKG,Hong Kong,Tsuen Wan,"TW , HKG",Yung Shue Wan,,,香港 Hong Kong,,2021-11-14 06:15:01
271,3272,HKG,Hong Kong,Tseung Kwan,"TK , HKG",Tung Chung,,,香港 Hong Kong,,2021-11-15 01:35:01
272,2177,HKG,Hong Kong,Kowloon,"KO , HKG",Mosfellsbær,Reykjavíkurborg,Höfuðborgarsvæðið,,113,2021-11-15 01:35:01
273,2785,HKG,Hong Kong,Aberdeen,"AB , HKG",Ambon,Ambon,,Maluku,97128,2021-11-15 01:35:01
274,3048,HKG,Hong Kong,Tung Chung,"TC , HKG",Jakarta,Daerah Khusus Ibukota Jakarta,,,10410,2021-11-15 01:35:01
275,3302,ISL,Iceland,Reykjavik,"RE , ISL",Batang,,,Jawa Tengah,,2021-11-15 01:35:01
277,3399,IDN,Indonesia,Ambon -,"A- , IDN",Dungarvan,,Munster,,X35 N821,2021-11-07 13:50:02
278,3016,IDN,Indonesia,Jakarta,"JA , IDN",Kilcoole,,Leinster,,A63 K062,2021-11-15 01:35:01
279,2897,IDN,Indonesia,Karimun Jawa,"KJ , IDN",Kinsale,,Munster,,P17 YR90,2021-11-15 01:35:01
280,3015,IDN,Indonesia,"Balikpapan, East","BE , IDN",Clifden,,Connacht,,,2021-11-15 01:35:01
281,2441,IRL,Ireland,Ring,"RI , IRL",Cobh,Cobh Municipal District,Munster,,P24 Y560,2021-11-15 01:35:01
282,3304,IRL,Ireland,Newcastle,"NE , IRL",Clifden,,Connacht,,,2021-11-15 01:35:01
283,2085,IRL,Ireland,Kinsale,"KI , IRL",Waterford,Waterford,Munster,,X91 V24Y,2021-11-15 01:35:01
284,3053,IRL,Ireland,Renvyle,"RE , IRL",Bangor,,,Northern Ireland,BT20 5PU,2021-11-14 20:40:02
285,2321,IRL,Ireland,Cobh,"CO , IRL",South Bank,,North East England,England,TS6 8DD,2021-11-15 01:35:01
286,3357,IRL,Ireland,Inishbofin,"IN , IRL",Westport,,Connacht,,F28 RD39,2021-11-15 01:35:02
287,2360,IRL,Ireland,Waterford,"WA , IRL",Newtownmountkennedy,,Leinster,,A63 A243,2021-11-15 01:35:01
288,3104,IRL,Ireland,Bangor,"BA , IRL",Gaillimh,,Munster,,,2021-11-15 01:35:01
289,2150,IRL,Ireland,Lackenbehy,"LA , IRL",Bantry,,Munster,,,2021-11-15 01:35:01
290,2846,IRL,Ireland,Westport,"WE , IRL",Haifa,חיפה,נפת חיפה,מחוז חיפה,3559134,2021-11-15 01:35:01
291,2378,IRL,Ireland,Newtownmountkennedy,"NE , IRL",Hadera,חדרה,נפת חדרה,מחוז חיפה,3852557,2021-11-15 01:35:01
292,2569,IRL,Ireland,Galway,"GA , IRL",Tel Aviv,תל אביב-יפו,נפת תל אביב,מחוז תל אביב,6946032,2021-11-15 01:35:01
293,2354,IRL,Ireland,Mizen Head,"MH , IRL",Haifa,חיפה,נפת חיפה,מחוז חיפה,33855,2021-11-15 00:10:02
294,2610,ISR,Israel,Haifa,"HA , ISR",Nesher,חיפה,נפת חיפה,מחוז חיפה,3498825,2021-11-15 01:35:01
295,2283,ISR,Israel,Haifa,"HA , ISR",Augusta,Augusta,,Sicilia,96012,2021-11-15 01:35:01
296,2751,ISR,Israel,	Tel Aviv,"TA , ISR",La Spezia,La Spezia,,Liguria,19121,2021-11-15 00:05:02
297,2371,ISR,Israel,Haifa,"HA , ISR",Gela,Gela,,Sicilia,93012,2021-11-15 01:35:01
298,2893,ISR,Israel,Haifa,"HA , ISR",Licata,Licata,,Sicilia,92027,2021-11-15 01:35:01
299,3373,ITA,Italy,Augusta,"AU , ITA",Carini,Carini,,Sicilia,90044,2021-11-15 01:35:02
300,2169,ITA,Italy,La Spezia,"LS , ITA",Anzio,,,Lazio,00042,2021-11-15 01:35:01
301,2521,ITA,Italy,Gela,"GE , ITA",Arola-Preazzano,,,Campania,80062,2021-11-15 01:35:01
302,2873,ITA,Italy,Licata,"LI , ITA",San Teodoro,Genova,,Liguria,16152,2021-11-15 01:35:01
303,2098,ITA,Italy,Palermo,"PA , ITA",Masseria Vecchia Ovest,,,Campania,,2021-11-15 01:35:01
304,2553,ITA,Italy,Aprilia,"AP , ITA",Quercianella,,,,,2021-11-15 01:35:01
305,3116,ITA,Italy,Sorrento,"SO , ITA",Taranto,Taranto,,Puglia,74123,2021-11-15 01:35:01
306,2489,ITA,Italy,Messina,"ME , ITA",Milazzo,Milazzo,,Sicilia,98057,2021-11-15 01:35:01
307,3100,ITA,Italy,Naples,"NA , ITA",Marcon-Gaggio-Colmello,,,Veneto,,2021-11-14 23:35:02
308,2394,ITA,Italy,Livorno,"LI , ITA",San Benedetto del Tronto,,,Marche,63074,2021-11-15 01:35:01
309,2217,ITA,Italy,Taranto,"TA , ITA",Meta,,,Campania,80062,2021-11-15 01:35:01
310,2189,ITA,Italy,Milazzo,"MI , ITA",Yamato,横浜市,,,231-0017,2021-11-15 01:35:01
311,2573,ITA,Italy,Venice,"VE , ITA",Aomori,,,,,2021-11-15 01:35:01
312,3224,ITA,Italy,San Benedetto,"SB , ITA",Yokosuka,横須賀市,,,238-8550,2021-11-15 01:35:01
313,2525,ITA,Italy,Meta (Naples),"M( , ITA",Katsuura,勝浦市,,,299-5231,2021-11-15 01:35:01
314,2947,JPN,Japan,Yokohama (JP,"Y( , JPN",Chiba,千葉市,,,260-8722,2021-11-15 01:35:01
315,3410,JPN,Japan,Aomori,"AO , JPN",Wakayama,和歌山市,,,640-8511,2021-11-15 01:35:02
316,2062,JPN,Japan,Yokosuka,"YO , JPN",Ashiya,神戸市,,,6580046,2021-11-15 01:35:01
317,3024,JPN,Japan,"Katsuura, Chiba","KC , JPN",Yokohama,横浜市,,,231-0017,2021-11-15 01:35:01
318,2171,JPN,Japan,Chiba,"CH , JPN",Sumoto,洲本市,,,,2021-11-15 01:35:01
319,2417,JPN,Japan,Wakayama Port,"WP , JPN",Kobe,神戸市,,,650-8570,2021-11-15 01:35:01
320,3163,JPN,Japan,Kobe,"KO , JPN",Jeju City,제주시,,,63147,2021-11-15 01:35:01
321,2119,JPN,Japan,Yokohama,"YO , JPN",Incheon,인천,,,22397,2021-11-15 01:35:01
322,2326,JPN,Japan,Sumoto,"SU , JPN",Dongnae,부산,,,48058,2021-11-15 01:35:01
323,2121,JPN,Japan,Kobe,"KO , JPN",Hongseong,,,,32204,2021-11-15 01:35:01
324,2991,KOR,South Korea,Jejusi,"JE , KOR",Az Zawr,,,الجهراء,,2021-11-15 01:35:01
325,3402,KOR,South Korea,Incheon,"IN , KOR",Šilalė,,Rietavo savivaldybė,Telšių apskritis,90283,2021-11-12 19:10:02
326,3322,KOR,South Korea,Busan,"BU , KOR",Putatan,,,Sabah,89560,2021-11-15 01:35:01
327,2391,KOR,South Korea,Pyuntaek,"PY , KOR",Cozumel,San Miguel de Cozumel,,Quintana Roo,77663,2021-11-15 01:35:01
328,3188,KWT,Kuwait,Kuwait,"KU , KWT",Veracruz,Veracruz,,Veracruz de Ignacio de la Llave,917000,2021-11-15 01:35:01
329,2719,LTU,Lithuania,Klaipeda,"KL , LTU",Monaco,Monaco,,,98020,2021-11-15 01:35:01
330,2504,MYS,Malaysia,Kota Kinabalu,"KK , MYS",Saint-Roman,Monaco,,,9800,2021-11-15 01:35:01
331,2427,MEX,Mexico,Cozumel,"CO , MEX",Casablanca,Casablanca ⵜⵉⴳⵎⵉ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,Préfecture de Casablanca عمالة الدار البيضاء,,20552,2021-11-15 01:35:01
332,2138,MEX,Mexico,Veracruz,"VE , MEX",Katwijk aan den Rijn,,,Zuid-Holland,2223TL,2021-11-15 01:35:01
333,3043,MCO,Monaco,Monaco,"MO , MCO",Alphen aan den Rijn,,,Zuid-Holland,2402PP,2021-11-15 01:35:01
334,2822,MCO,Monaco,Monaco,"MO , MCO",Papendrecht,,,Zuid-Holland,2952DD,2021-11-15 01:35:01
335,3241,MAR,Morocco,Casablanca,"CA , MAR",Emmeloord,,,Flevoland,8304AC,2021-11-15 01:35:01
336,2224,NLD,Netherlands,Katwijk,"KA , NLD",Franeker,,,Fryslân,8801RA,2021-11-15 01:35:01
337,3082,NLD,Netherlands,Alphen Aan,"AA , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-15 01:35:01
338,3448,NLD,Netherlands,Alblasserdam,"AL , NLD",Warmond,,,Zuid-Holland,2361CL,2021-11-15 01:35:02
339,3254,NLD,Netherlands,Emmeloord,"EM , NLD",Valkenburg,,,Limburg,6301EM,2021-11-15 01:35:01
340,2775,NLD,Netherlands,Franeker,"FR , NLD",Delft,Delft,,Zuid-Holland,2611HK,2021-11-15 01:35:01
341,2298,NLD,Netherlands,Rotterdam,"RO , NLD",Molenhoek,,,Noord-Brabant,5244GN,2021-11-15 01:35:01
342,2497,NLD,Netherlands,Warmond,"WA , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-15 01:35:01
343,2674,NLD,Netherlands,Maastricht,"MA , NLD",Wijchen,,,Gelderland,6602BB,2021-11-15 01:35:01
344,2381,NLD,Netherlands,Delft,"DE , NLD",Budschop,,,Limburg,6031AD,2021-11-15 01:35:01
345,2287,NLD,Netherlands,Rosmalen,"RO , NLD",Brielle,,,Zuid-Holland,3232HB,2021-11-15 01:35:01
346,2273,NLD,Netherlands,Rotterdam,"RO , NLD",Voldijn,,,Noord-Brabant,5582,2021-11-15 01:35:01
347,3372,NLD,Netherlands,Wijchen,"WI , NLD",Spechtenkamp,,,Utrecht,3607XB,2021-11-15 01:35:02
348,2483,NLD,Netherlands,Nederweert,"NE , NLD",Vreewijk,Rotterdam,,Zuid-Holland,3077AW,2021-11-15 01:35:01
349,2878,NLD,Netherlands,Brielle,"BR , NLD",West-Terschelling,,,Fryslân,8881EC,2021-11-15 01:35:01
350,3252,NLD,Netherlands,Waalre,"WA , NLD",Tuikwerd,,,Groningen,9934NH,2021-11-14 14:50:03
351,3212,NLD,Netherlands,Maarssenbroek,"MA , NLD",Zaandam,Amsterdam,,Noord-Holland,1037RR,2021-11-15 01:35:01
352,2599,NLD,Netherlands,Zwijndrecht,"ZW , NLD",Schelluinen,,,Zuid-Holland,4202MS,2021-11-15 01:35:01
353,2771,NLD,Netherlands,West-Terschelling,"WE , NLD",Hippolytushoef,,,Noord-Holland,1777HT,2021-11-15 01:35:01
354,2350,NLD,Netherlands,Delfzijl,"DE , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-15 01:35:01
355,2607,NLD,Netherlands,Amsterdam,"AM , NLD",Terneuzen,,,Zeeland,4537AK,2021-11-15 01:35:01
356,2554,NLD,Netherlands,Gorinchem,"GO , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-15 01:35:01
357,2671,NLD,Netherlands,Hippolytushoef,"HI , NLD",Edam,,,Noord-Holland,1132HW,2021-11-15 01:35:01
358,2429,NLD,Netherlands,Rotterdam,"RO , NLD",Breukelen,,,Utrecht,3631AK,2021-11-15 01:35:01
359,3429,NLD,Netherlands,Terneuzen,"TE , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-15 01:35:02
360,2232,NLD,Netherlands,Rotterdam,"RO , NLD",The Hague,Den Haag,,Zuid-Holland,2517BP,2021-11-15 01:35:01
361,2459,NLD,Netherlands,Edam,"ED , NLD",Spijkenisse,,,Zuid-Holland,3201LW,2021-11-15 01:35:01
362,2535,NLD,Netherlands,Nieuwersluis,"NI , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-15 01:35:01
363,2214,NLD,Netherlands,Rotterdam,"RO , NLD",Geertruidenberg,,,Noord-Brabant,4931NA,2021-11-15 01:35:01
364,2588,NLD,Netherlands,The Hague,"TH , NLD",Lelystad,Lelystad,,Flevoland,8231JA,2021-11-15 01:35:01
365,2402,NLD,Netherlands,Spijkenisse,"SP , NLD",Frankhuis,Zwolle,,Overijssel,8043RL,2021-11-15 01:35:01
366,2945,NLD,Netherlands,Rotterdam,"RO , NLD",Maasbracht,,,Limburg,6051BM,2021-11-15 01:35:01
367,2409,NLD,Netherlands,Geertruidenberg,"GE , NLD",Almelo,,,Overijssel,7607SM,2021-11-15 01:35:01
368,2155,NLD,Netherlands,Lelystad,"LE , NLD",Hulst,,,Zeeland,4583RW,2021-11-15 01:35:01
369,2574,NLD,Netherlands,Zwolle,"ZW , NLD",Zwolle,Zwolle,,Overijssel,8032JC,2021-11-15 01:35:01
370,2816,NLD,Netherlands,Maasbracht,"MA , NLD",Farmsum,,,Groningen,9934AP,2021-11-15 01:35:01
371,2244,NLD,Netherlands,Almelo,"AL , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-15 01:35:01
372,2022,NLD,Netherlands,Hulst,"HU , NLD",Gageldonk,Breda,,Noord-Brabant,4815PH,2021-11-15 01:35:01
373,3136,NLD,Netherlands,Zwolle,"ZW , NLD",Eijsden,,,Limburg,6245CJ,2021-11-14 21:05:02
374,2661,NLD,Netherlands,Amersfoort,"AM , NLD",Delft,Delft,,Zuid-Holland,2611EH,2021-11-15 01:35:01
375,3199,NLD,Netherlands,Rotterdam,"RO , NLD",Zaanstad,,,Noord-Holland,1541AP,2021-11-15 01:35:01
376,2590,NLD,Netherlands,Breda,"BR , NLD",Oostburg,,,Zeeland,4501JG,2021-11-15 01:35:01
377,3295,NLD,Netherlands,Eijsden,"EI , NLD",Middelharnis,,,Zuid-Holland,3244AW,2021-11-15 01:35:01
378,2815,NLD,Netherlands,Delft,"DE , NLD",Hees,Nijmegen,,Gelderland,6532XX,2021-11-15 01:35:01
379,3135,NLD,Netherlands,Koog aan,"Ka , NLD",Oog in Al,Utrecht,,Utrecht,3553GL,2021-11-10 17:15:02
380,2712,NLD,Netherlands,Oostburg,"OO , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-15 01:35:01
381,3360,NLD,Netherlands,Nieuwe Tonge,"NT , NLD",Hellevoetsluis,,,Zuid-Holland,3221VE,2021-11-15 01:35:02
382,2559,NLD,Netherlands,Nijmegen,"NI , NLD",Harlingen,,,Fryslân,8862XV,2021-11-15 01:35:01
383,2314,NLD,Netherlands,Utrecht,"UT , NLD",Sliedrecht,,,Zuid-Holland,3361GN,2021-11-15 01:35:01
384,3412,NLD,Netherlands,Rotterdam,"RO , NLD",Dordrecht,Dordrecht,,Zuid-Holland,3311JG,2021-11-15 01:35:02
385,2510,NLD,Netherlands,Hellevoetsluis,"HE , NLD",Amstelveen,Amsterdam,,Noord-Holland,1059,2021-11-15 01:35:01
386,3290,NLD,Netherlands,Harlingen,"HA , NLD",Leiden,Leiden,,Zuid-Holland,2316DP,2021-11-15 01:35:01
387,2655,NLD,Netherlands,Sliedrecht,"SL , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-15 01:35:01
388,3288,NLD,Netherlands,Dordrecht,"DO , NLD",Zierikzee,,,Zeeland,4301BC,2021-01-23 23:25:01
389,2082,NLD,Netherlands,Amsterdam,"AM , NLD",Zoeterwoude-Dorp,Zoeterwoude,,Zuid-Holland,2381BH,2021-11-15 01:35:01
390,3056,NLD,Netherlands,Leiden,"LE , NLD",Renesse,,,Zeeland,4325HZ,2021-11-15 01:35:01
391,2468,NLD,Netherlands,Rotterdam,"RO , NLD",Zaamslag,,,Zeeland,4581PV,2021-11-15 01:35:01
392,3123,NLD,Netherlands,Zierikzee,"ZI , NLD",Harlingen,,,Fryslân,8861HJ,2021-11-15 01:35:01
393,2250,NLD,Netherlands,Zoeterwoude,"ZO , NLD",Zeist,,,Utrecht,3702GJ,2021-11-14 16:05:02
394,3287,NLD,Netherlands,Renesse,"RE , NLD",Vollenhove,,,Flevoland,8316PV,2021-11-15 01:35:01
395,2987,NLD,Netherlands,"Vogelwaarde, Zeeland","VZ , NLD",Diemen,Amsterdam,,Noord-Holland,1098KB,2021-11-15 01:35:01
396,3183,NLD,Netherlands,Harlingen,"HA , NLD",Zaamslag,,,Zeeland,4543BK,2021-11-10 16:50:02
397,2921,NLD,Netherlands,Zeist,"ZE , NLD",West-Terschelling,,,Fryslân,8881BB,2021-11-15 01:35:01
398,2652,NLD,Netherlands,Marknesse,"MA , NLD",Lelystad,Lelystad,,Flevoland,8244EL,2021-11-15 01:35:01
399,2278,NLD,Netherlands,Amsterdam,"AM , NLD",Frankhuis,Zwolle,,Overijssel,8043LS,2021-11-15 01:35:01
400,3181,NLD,Netherlands,Zaamslag,"ZA , NLD",Vorstenbosch,,,Noord-Brabant,5476KT,2021-11-15 01:35:01
401,2697,NLD,Netherlands,Wadscan AIS,"WA , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-15 01:35:01
402,3284,NLD,Netherlands,Lelystad,"LE , NLD",Rockanje,,,Zuid-Holland,3235AR,2021-11-01 07:20:02
403,2470,NLD,Netherlands,Zwolle,"ZW , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-14 15:45:01
404,3113,NLD,Netherlands,Vorstenbosch,"VO , NLD",Nieuwenhoorn,,,Zuid-Holland,3223HL,2021-11-06 18:50:02
405,2916,NLD,Netherlands,Rotterdam,"RO , NLD",Amstelveen,,,Noord-Holland,1186SH,2021-11-15 01:35:01
406,3029,NLD,Netherlands,Rockanje,"RO , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-06 17:10:01
407,2077,NLD,Netherlands,Rotterdam,"RO , NLD",Oosterholt,,,Overijssel,8271,2021-11-15 01:35:01
408,2097,NLD,Netherlands,Hellevoetsluis,"HE , NLD",De Hagen,,,Utrecht,4131KA,2021-11-15 01:35:01
409,3027,NLD,Netherlands,Amstelveen,"AM , NLD",Born,,,Limburg,6121MA,2021-11-15 01:35:01
410,2492,NLD,Netherlands,Rotterdam,"RO , NLD",Stein,,,Limburg,6171DW,2021-11-15 01:35:01
411,2136,NLD,Netherlands,NW_Overijssel ,"NW , NLD",Hurdegaryp,,,Fryslân,9265LS,2021-11-15 01:35:01
412,3109,NLD,Netherlands,Nieuwegein,"NI , NLD",Hattemerbroek,,,Gelderland,8091CW,2021-11-15 01:35:01
413,2852,NLD,Netherlands,Born,"BO , NLD",Monster,,,Zuid-Holland,2684XA,2021-11-15 01:35:01
414,2330,NLD,Netherlands,Stein,"ST , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-15 01:35:01
415,2694,NLD,Netherlands,Suwald,"SU , NLD",Heerjansdam,,,Zuid-Holland,3336,2021-11-10 13:40:02
416,2904,NLD,Netherlands,Wezep,"WE , NLD",Wijk aan Zee,,,Noord-Holland,1975AG,2021-11-15 01:35:01
417,3040,NLD,Netherlands,Ter Heijde,"TH , NLD",Katwijk aan den Rijn,,,Zuid-Holland,2224EM,2021-11-15 01:35:01
418,3396,NLD,Netherlands,Rotterdam,"RO , NLD",Breskens,,,Zeeland,4511CS,2021-11-15 01:35:02
419,2642,NLD,Netherlands,Dordrecht,"DO , NLD",Lage Mierde,,,Noord-Brabant,5085,2021-11-15 01:35:01
420,2236,NLD,Netherlands,Ijmuiden,"IJ , NLD",Katwijk aan Zee,,,Zuid-Holland,2221RD,2021-11-15 01:35:01
421,2086,NLD,Netherlands,Katwijk,"KA , NLD",Rotterdam,Rotterdam,,Zuid-Holland,3032AC,2021-11-15 01:35:01
422,3473,NLD,Netherlands,Breskens,"BR , NLD",Utrecht,Utrecht,,Utrecht,3564BZ,2021-11-15 01:35:02
423,3174,NLD,Netherlands,‘S-Hertogenbosch,"‘S , NLD",Goor,,,Overijssel,7471MC,2021-11-15 01:35:01
