,aug_id,original_id,sample_frequency,name,description,units,source,url,domain,subdomain,country_name,region_name,region_code,city,location,map_coordinates,timestamps,country_code
70,openweather_map_api_8471436.0,8471436.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,China,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-12 00:00:00,CHN
71,openweather_map_api_8557836.0,8557836.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,China,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-13 00:00:00,CHN
72,openweather_map_api_8644236.0,8644236.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,China,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-14 00:00:00,CHN
73,openweather_map_api_8730636.0,8730636.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,China,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-15 00:00:00,CHN
74,openweather_map_api_8817036.0,8817036.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,China,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-16 00:00:00,CHN
75,openweather_map_api_8903436.0,8903436.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,China,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-17 00:00:00,CHN
76,openweather_map_api_8989836.0,8989836.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,China,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-18 00:00:00,CHN
77,openweather_map_api_9076236.0,9076236.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,China,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-19 00:00:00,CHN
78,openweather_map_api_9162636.0,9162636.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,China,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-20 00:00:00,CHN
79,openweather_map_api_9249036.0,9249036.0,daily,open weather map api,"weather forecast for next 30 days that inlcude wind speed, humidity, tempurature and pressure",celcius,,https://community-open-weather-map.p.rapidapi.com/climate/month,,,China,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-21 00:00:00,CHN
