,Unnamed: 0,id,city,country,dt,humidity,pressure,wind_speed,temp.average,temp.average_max,temp.average_min,temp.record_max,temp.record_min,region_name,region_code
196,16,9010270.0,Beijing,CHN,2021-11-18 00:00:00,56.94,1021.69,2.92,277.27,282.45,272.22,289.82,265.15,China,156
197,17,9096670.0,Beijing,CHN,2021-11-19 00:00:00,58.06,1022.11,2.3,276.76,282.78,271.41,292.04,265.15,China,156
198,18,9183070.0,Beijing,CHN,2021-11-20 00:00:00,59.03,1024.75,2.1,276.38,282.78,271.32,290.53,266.15,China,156
199,19,9269470.0,Beijing,CHN,2021-11-21 00:00:00,57.19,1026.59,3.0,275.34,280.71,269.42,286.15,266.15,China,156
200,20,9355870.0,Beijing,CHN,2021-11-22 00:00:00,53.37,1027.15,2.58,274.97,280.12,269.82,286.15,264.15,China,156
201,21,9442270.0,Beijing,CHN,2021-11-23 00:00:00,47.89,1026.58,3.18,275.23,280.69,269.93,289.15,265.15,China,156
202,22,9528670.0,Beijing,CHN,2021-11-24 00:00:00,49.9,1026.29,2.95,273.82,279.41,267.68,284.15,261.19,China,156
203,23,9615070.0,Beijing,CHN,2021-11-25 00:00:00,53.3,1023.98,2.76,274.42,280.57,269.03,289.82,261.67,China,156
204,24,9701470.0,Beijing,CHN,2021-11-26 00:00:00,46.7,1024.73,3.03,275.05,280.29,269.64,288.71,260.89,China,156
205,25,9787870.0,Beijing,CHN,2021-11-27 00:00:00,46.8,1027.54,2.91,274.3,279.86,269.3,289.82,266.15,China,156
206,26,9874270.0,Beijing,CHN,2021-11-28 00:00:00,50.58,1026.78,2.68,274.05,279.7,268.53,289.82,259.33,China,156
207,27,9960670.0,Beijing,CHN,2021-11-29 00:00:00,58.71,1027.45,2.1,274.38,279.03,269.06,289.12,263.36,China,156
208,28,10047070.0,Beijing,CHN,2021-11-30 00:00:00,55.77,1026.73,3.03,274.02,278.99,269.41,285.95,263.15,China,156
209,29,10133470.0,Beijing,CHN,2021-12-01 00:00:00,53.92,1027.67,2.55,273.22,278.07,267.87,286.5,256.51,China,156
210,0,6996441.0,Dhaka,BGD,2021-11-02 00:00:00,70.66,1013.43,1.86,299.52,304.11,295.65,306.15,291.67,Bangladesh,050
211,1,7082841.0,Dhaka,BGD,2021-11-03 00:00:00,73.01,1013.56,1.84,299.31,304.01,295.5,306.15,291.89,Bangladesh,050
212,2,7169241.0,Dhaka,BGD,2021-11-04 00:00:00,74.44,1013.28,2.06,298.68,302.93,295.04,306.15,290.34,Bangladesh,050
213,3,7255641.0,Dhaka,BGD,2021-11-05 00:00:00,76.93,1012.81,2.0,298.28,302.48,294.3,305.15,290.36,Bangladesh,050
214,4,7342041.0,Dhaka,BGD,2021-11-06 00:00:00,76.15,1013.25,2.08,298.44,302.95,294.63,306.15,292.26,Bangladesh,050
215,5,7428441.0,Dhaka,BGD,2021-11-07 00:00:00,75.3,1014.45,2.01,298.56,302.91,294.92,305.43,289.95,Bangladesh,050
216,6,7514841.0,Dhaka,BGD,2021-11-08 00:00:00,73.97,1014.88,2.0,298.62,302.67,294.78,306.17,289.55,Bangladesh,050
217,7,7601241.0,Dhaka,BGD,2021-11-09 00:00:00,75.73,1014.43,1.96,298.01,302.13,294.05,304.15,288.64,Bangladesh,050
218,8,7687641.0,Dhaka,BGD,2021-11-10 00:00:00,72.57,1014.07,2.1,297.8,301.71,294.4,305.15,291.55,Bangladesh,050
219,9,7774041.0,Dhaka,BGD,2021-11-11 00:00:00,71.71,1014.63,1.86,298.0,302.63,294.15,305.15,291.13,Bangladesh,050
220,10,7860441.0,Dhaka,BGD,2021-11-12 00:00:00,71.79,1015.14,1.92,298.12,302.36,294.27,304.15,290.65,Bangladesh,050
221,11,7946841.0,Dhaka,BGD,2021-11-13 00:00:00,70.48,1014.89,1.86,298.25,302.79,294.42,305.15,290.45,Bangladesh,050
222,12,8033241.0,Dhaka,BGD,2021-11-14 00:00:00,71.02,1014.66,1.96,298.1,302.47,294.24,305.15,289.95,Bangladesh,050
223,13,8119641.0,Dhaka,BGD,2021-11-15 00:00:00,72.61,1014.76,2.05,297.56,302.04,293.93,306.15,290.0,Bangladesh,050
224,14,8206041.0,Dhaka,BGD,2021-11-16 00:00:00,73.52,1014.6,1.84,297.72,302.05,294.49,305.15,290.95,Bangladesh,050
225,15,8292441.0,Dhaka,BGD,2021-11-17 00:00:00,72.56,1014.88,1.89,297.8,302.02,294.41,304.15,288.68,Bangladesh,050
226,16,8378841.0,Dhaka,BGD,2021-11-18 00:00:00,73.4,1015.96,1.77,297.16,301.76,292.68,304.15,287.7,Bangladesh,050
227,17,8465241.0,Dhaka,BGD,2021-11-19 00:00:00,73.24,1016.07,1.87,297.26,301.88,293.25,304.15,287.7,Bangladesh,050
228,18,8551641.0,Dhaka,BGD,2021-11-20 00:00:00,72.14,1015.35,1.95,297.14,301.89,293.35,304.15,288.02,Bangladesh,050
229,19,8638041.0,Dhaka,BGD,2021-11-21 00:00:00,72.38,1015.15,2.15,296.63,301.37,292.53,303.15,287.78,Bangladesh,050
230,20,8724441.0,Dhaka,BGD,2021-11-22 00:00:00,69.64,1015.53,2.24,296.04,301.13,291.73,302.23,286.37,Bangladesh,050
231,21,8810841.0,Dhaka,BGD,2021-11-23 00:00:00,71.4,1015.55,2.02,295.79,300.96,291.54,303.15,287.05,Bangladesh,050
232,22,8897241.0,Dhaka,BGD,2021-11-24 00:00:00,72.2,1015.61,1.98,295.9,300.85,291.77,302.15,287.34,Bangladesh,050
233,23,8983641.0,Dhaka,BGD,2021-11-25 00:00:00,70.56,1015.54,1.92,296.02,300.83,291.83,302.15,287.4,Bangladesh,050
234,24,9070041.0,Dhaka,BGD,2021-11-26 00:00:00,71.61,1015.77,1.87,295.98,300.86,292.04,303.15,288.4,Bangladesh,050
235,25,9156441.0,Dhaka,BGD,2021-11-27 00:00:00,70.61,1015.67,2.01,296.02,301.2,291.92,304.15,287.43,Bangladesh,050
236,26,9242841.0,Dhaka,BGD,2021-11-28 00:00:00,71.06,1016.41,1.91,295.73,300.88,291.01,304.15,286.11,Bangladesh,050
237,27,9329241.0,Dhaka,BGD,2021-11-29 00:00:00,71.89,1016.55,1.98,295.8,301.01,291.52,303.15,287.5,Bangladesh,050
238,28,9415641.0,Dhaka,BGD,2021-11-30 00:00:00,71.02,1016.18,1.99,295.96,301.14,292.09,304.15,287.08,Bangladesh,050
239,29,9502041.0,Dhaka,BGD,2021-12-01 00:00:00,72.44,1015.98,1.79,295.85,300.87,292.09,303.15,287.72,Bangladesh,050
240,0,7665108.0,Osaka,JPN,2021-11-02 00:00:00,82.76,960.58,1.02,282.19,287.71,277.65,293.16,270.43,Japan,392
241,1,7751508.0,Osaka,JPN,2021-11-03 00:00:00,76.07,956.31,1.09,281.12,287.81,275.27,292.87,269.13,Japan,392
242,2,7837908.0,Osaka,JPN,2021-11-04 00:00:00,74.54,960.2,0.98,279.91,287.92,273.76,293.71,269.19,Japan,392
243,3,7924308.0,Osaka,JPN,2021-11-05 00:00:00,76.32,960.32,0.89,280.47,288.13,274.03,291.48,267.81,Japan,392
244,4,8010708.0,Osaka,JPN,2021-11-06 00:00:00,76.15,952.06,0.92,282.27,288.8,276.61,292.59,268.72,Japan,392
245,5,8097108.0,Osaka,JPN,2021-11-07 00:00:00,83.37,961.75,1.04,283.12,288.58,278.58,291.48,272.91,Japan,392
246,6,8183508.0,Osaka,JPN,2021-11-08 00:00:00,81.4,961.92,1.22,283.28,288.15,278.62,293.15,273.61,Japan,392
247,7,8269908.0,Osaka,JPN,2021-11-09 00:00:00,81.15,955.73,1.05,281.72,287.17,276.65,292.04,267.08,Japan,392
248,8,8356308.0,Osaka,JPN,2021-11-10 00:00:00,82.38,957.26,1.07,281.99,287.66,277.43,290.93,273.15,Japan,392
249,9,8442708.0,Osaka,JPN,2021-11-11 00:00:00,84.1,955.14,1.09,280.14,286.6,274.66,292.04,267.49,Japan,392
250,10,8529108.0,Osaka,JPN,2021-11-12 00:00:00,79.96,952.75,0.97,280.18,286.2,275.05,290.93,270.05,Japan,392
251,11,8615508.0,Osaka,JPN,2021-11-13 00:00:00,79.99,958.8,1.31,281.07,286.78,275.92,292.04,270.7,Japan,392
252,12,8701908.0,Osaka,JPN,2021-11-14 00:00:00,83.49,954.31,1.11,280.62,285.0,275.72,294.26,271.52,Japan,392
253,13,8788308.0,Osaka,JPN,2021-11-15 00:00:00,79.41,958.46,1.12,279.18,285.93,274.25,290.38,267.6,Japan,392
254,14,8874708.0,Osaka,JPN,2021-11-16 00:00:00,78.79,944.55,1.14,278.35,285.4,272.49,293.54,263.36,Japan,392
255,15,8961108.0,Osaka,JPN,2021-11-17 00:00:00,76.72,950.76,0.92,279.74,286.23,274.58,293.15,268.21,Japan,392
256,16,9047508.0,Osaka,JPN,2021-11-18 00:00:00,84.23,946.64,1.25,281.66,286.11,277.72,295.37,265.95,Japan,392
257,17,9133908.0,Osaka,JPN,2021-11-19 00:00:00,82.77,946.48,1.07,280.4,286.03,275.66,294.82,263.09,Japan,392
258,18,9220308.0,Osaka,JPN,2021-11-20 00:00:00,79.13,949.39,1.17,279.83,285.16,274.79,290.93,267.7,Japan,392
259,19,9306708.0,Osaka,JPN,2021-11-21 00:00:00,76.28,952.58,0.98,279.89,285.8,275.31,290.93,262.81,Japan,392
260,20,9393108.0,Osaka,JPN,2021-11-22 00:00:00,85.73,945.65,1.01,280.23,284.95,275.92,289.26,268.11,Japan,392
261,21,9479508.0,Osaka,JPN,2021-11-23 00:00:00,80.87,948.58,1.12,280.22,286.19,275.49,292.71,265.44,Japan,392
262,22,9565908.0,Osaka,JPN,2021-11-24 00:00:00,83.49,947.66,0.87,279.57,284.12,275.8,293.01,264.9,Japan,392
263,23,9652308.0,Osaka,JPN,2021-11-25 00:00:00,79.8,947.86,0.91,278.86,284.43,273.92,293.64,263.61,Japan,392
264,24,9738708.0,Osaka,JPN,2021-11-26 00:00:00,81.5,946.22,0.98,279.84,284.36,275.74,290.93,269.29,Japan,392
265,25,9825108.0,Osaka,JPN,2021-11-27 00:00:00,82.0,946.19,1.17,279.96,285.15,275.58,289.26,265.67,Japan,392
266,26,9911508.0,Osaka,JPN,2021-11-28 00:00:00,77.26,948.75,1.08,278.06,284.17,272.74,287.34,264.64,Japan,392
267,27,9997908.0,Osaka,JPN,2021-11-29 00:00:00,78.73,953.65,0.93,276.79,283.75,270.66,287.21,265.95,Japan,392
268,28,10084308.0,Osaka,JPN,2021-11-30 00:00:00,77.77,952.77,1.05,276.68,283.98,271.45,287.04,265.29,Japan,392
269,29,10170708.0,Osaka,JPN,2021-12-01 00:00:00,77.22,958.29,1.33,277.15,283.88,271.22,286.58,265.58,Japan,392
270,0,10939781.0,New York,USA,2021-11-02 00:00:00,65.65,1013.94,4.01,284.78,288.48,281.55,295.54,274.81,United States,840
271,1,11026181.0,New York,USA,2021-11-03 00:00:00,61.33,1014.99,4.08,284.71,290.08,280.89,296.07,276.4,United States,840
272,2,11112581.0,New York,USA,2021-11-04 00:00:00,54.13,1024.64,3.52,283.02,288.21,278.86,293.69,273.85,United States,840
273,3,11198981.0,New York,USA,2021-11-05 00:00:00,69.28,1025.25,3.25,284.13,288.72,280.62,294.4,276.52,United States,840
274,4,11285381.0,New York,USA,2021-11-06 00:00:00,73.19,1017.72,3.31,285.4,288.84,282.74,295.9,276.69,United States,840
275,5,11371781.0,New York,USA,2021-11-07 00:00:00,62.23,1018.62,4.01,283.74,288.12,279.6,297.08,270.84,United States,840
276,6,11458181.0,New York,USA,2021-11-08 00:00:00,57.89,1020.54,4.2,281.01,285.59,277.1,296.68,272.69,United States,840
277,7,11544581.0,New York,USA,2021-11-09 00:00:00,61.58,1021.16,3.44,280.58,285.43,276.47,297.31,267.86,United States,840
278,8,11630981.0,New York,USA,2021-11-10 00:00:00,60.4,1017.86,4.07,281.93,287.05,277.59,296.45,271.73,United States,840
279,9,11717381.0,New York,USA,2021-11-11 00:00:00,61.6,1019.52,4.02,281.8,286.58,278.12,294.42,268.3,United States,840
280,10,11803781.0,New York,USA,2021-11-12 00:00:00,65.35,1016.78,3.37,281.73,286.32,277.13,292.21,270.31,United States,840
281,11,11890181.0,New York,USA,2021-11-13 00:00:00,62.04,1020.49,4.15,279.44,283.56,276.32,292.31,267.35,United States,840
282,12,11976581.0,New York,USA,2021-11-14 00:00:00,54.64,1021.04,4.28,278.8,283.42,275.19,289.9,267.53,United States,840
283,13,12062981.0,New York,USA,2021-11-15 00:00:00,55.74,1024.01,3.66,278.36,283.33,274.58,289.5,269.69,United States,840
284,14,12149381.0,New York,USA,2021-11-16 00:00:00,59.88,1013.08,4.2,280.29,284.76,276.34,291.14,270.21,United States,840
285,15,12235781.0,New York,USA,2021-11-17 00:00:00,63.49,1019.3,3.77,279.95,283.81,276.75,289.42,271.36,United States,840
286,16,12322181.0,New York,USA,2021-11-18 00:00:00,64.2,1020.2,4.22,279.08,284.26,275.33,291.9,270.28,United States,840
287,17,12408581.0,New York,USA,2021-11-19 00:00:00,67.53,1019.62,4.79,279.73,284.22,276.57,289.82,266.92,United States,840
288,18,12494981.0,New York,USA,2021-11-20 00:00:00,61.56,1016.21,4.53,279.29,283.58,276.14,289.98,270.77,United States,840
289,19,12581381.0,New York,USA,2021-11-21 00:00:00,54.01,1017.17,4.39,278.28,282.94,274.49,290.88,268.61,United States,840
290,20,12667781.0,New York,USA,2021-11-22 00:00:00,58.42,1017.06,4.33,278.8,282.73,275.96,286.37,266.04,United States,840
291,21,12754181.0,New York,USA,2021-11-23 00:00:00,55.56,1016.84,3.81,277.59,282.27,273.57,287.83,262.85,United States,840
292,22,12840581.0,New York,USA,2021-11-24 00:00:00,61.97,1014.15,3.36,277.42,282.8,273.53,293.79,267.15,United States,840
293,23,12926981.0,New York,USA,2021-11-25 00:00:00,61.0,1016.02,4.02,279.85,284.61,275.72,291.14,265.25,United States,840
294,24,13013381.0,New York,USA,2021-11-26 00:00:00,66.1,1016.98,3.95,280.08,284.38,276.43,290.95,273.59,United States,840
295,25,13099781.0,New York,USA,2021-11-27 00:00:00,71.06,1013.66,4.26,280.23,284.9,276.85,290.98,274.29,United States,840
296,26,13186181.0,New York,USA,2021-11-28 00:00:00,60.79,1016.92,4.55,278.82,282.18,275.59,288.51,270.9,United States,840
297,27,13272581.0,New York,USA,2021-11-29 00:00:00,61.29,1021.47,4.14,278.26,282.13,275.15,290.65,267.69,United States,840
298,28,13358981.0,New York,USA,2021-11-30 00:00:00,64.15,1019.02,3.74,278.19,282.23,274.57,290.19,268.09,United States,840
299,29,13445381.0,New York,USA,2021-12-01 00:00:00,69.52,1017.09,3.53,279.61,283.47,276.5,290.27,271.0,United States,840
300,0,6986072.0,Karachi,PAK,2021-11-02 00:00:00,45.01,1013.56,2.81,299.39,306.26,292.86,308.15,290.15,Pakistan,586
301,1,7072472.0,Karachi,PAK,2021-11-03 00:00:00,43.99,1013.72,2.81,299.11,306.13,292.53,308.15,288.15,Pakistan,586
302,2,7158872.0,Karachi,PAK,2021-11-04 00:00:00,50.15,1013.33,2.81,299.15,305.8,291.97,308.15,286.86,Pakistan,586
303,3,7245272.0,Karachi,PAK,2021-11-05 00:00:00,52.97,1012.94,2.63,298.99,305.91,291.7,309.15,284.98,Pakistan,586
304,4,7331672.0,Karachi,PAK,2021-11-06 00:00:00,49.31,1013.13,2.88,298.85,305.46,292.62,308.15,290.15,Pakistan,586
305,5,7418072.0,Karachi,PAK,2021-11-07 00:00:00,47.78,1013.92,2.63,298.27,305.12,291.54,307.15,290.15,Pakistan,586
306,6,7504472.0,Karachi,PAK,2021-11-08 00:00:00,49.88,1014.6,3.17,297.65,304.39,291.33,307.15,289.15,Pakistan,586
307,7,7590872.0,Karachi,PAK,2021-11-09 00:00:00,51.71,1014.36,3.12,297.84,304.6,291.24,307.15,286.68,Pakistan,586
308,8,7677272.0,Karachi,PAK,2021-11-10 00:00:00,50.07,1014.13,2.81,297.85,304.57,291.24,306.15,289.15,Pakistan,586
309,9,7763672.0,Karachi,PAK,2021-11-11 00:00:00,49.9,1013.76,2.41,297.96,305.18,291.09,307.15,288.15,Pakistan,586
310,10,7850072.0,Karachi,PAK,2021-11-12 00:00:00,47.67,1013.81,2.74,297.94,304.36,291.71,306.15,290.15,Pakistan,586
311,11,7936472.0,Karachi,PAK,2021-11-13 00:00:00,50.82,1013.78,2.85,297.86,304.17,291.96,306.15,290.15,Pakistan,586
312,12,8022872.0,Karachi,PAK,2021-11-14 00:00:00,45.02,1013.59,2.84,297.4,304.16,290.78,306.15,283.76,Pakistan,586
313,13,8109272.0,Karachi,PAK,2021-11-15 00:00:00,46.26,1014.22,2.74,296.62,303.38,290.26,306.15,287.96,Pakistan,586
314,14,8195672.0,Karachi,PAK,2021-11-16 00:00:00,44.44,1015.12,3.44,296.68,303.59,289.92,306.15,284.65,Pakistan,586
315,15,8282072.0,Karachi,PAK,2021-11-17 00:00:00,44.63,1015.23,3.71,296.83,303.87,290.8,309.15,288.06,Pakistan,586
316,16,8368472.0,Karachi,PAK,2021-11-18 00:00:00,50.57,1014.81,2.67,296.21,303.41,289.25,306.33,287.15,Pakistan,586
317,17,8454872.0,Karachi,PAK,2021-11-19 00:00:00,49.78,1014.49,2.69,296.49,304.05,289.27,308.15,283.97,Pakistan,586
318,18,8541272.0,Karachi,PAK,2021-11-20 00:00:00,46.44,1014.59,3.07,296.45,303.52,289.68,306.15,285.15,Pakistan,586
319,19,8627672.0,Karachi,PAK,2021-11-21 00:00:00,46.45,1014.1,2.75,296.15,303.68,288.97,306.15,283.43,Pakistan,586
320,20,8714072.0,Karachi,PAK,2021-11-22 00:00:00,44.39,1014.33,2.7,295.91,303.61,288.84,307.15,285.15,Pakistan,586
321,21,8800472.0,Karachi,PAK,2021-11-23 00:00:00,46.03,1014.79,3.02,296.02,303.24,289.03,305.15,285.15,Pakistan,586
322,22,8886872.0,Karachi,PAK,2021-11-24 00:00:00,47.34,1015.1,3.6,296.22,302.87,289.5,305.15,284.15,Pakistan,586
323,23,8973272.0,Karachi,PAK,2021-11-25 00:00:00,50.59,1014.99,2.71,295.73,302.96,289.45,305.15,288.15,Pakistan,586
324,24,9059672.0,Karachi,PAK,2021-11-26 00:00:00,46.94,1015.22,3.06,295.53,302.75,289.15,306.15,287.4,Pakistan,586
325,25,9146072.0,Karachi,PAK,2021-11-27 00:00:00,49.34,1015.16,2.76,295.49,302.77,289.1,306.15,286.4,Pakistan,586
326,26,9232472.0,Karachi,PAK,2021-11-28 00:00:00,48.79,1015.28,2.77,295.24,302.71,288.58,305.15,287.15,Pakistan,586
327,27,9318872.0,Karachi,PAK,2021-11-29 00:00:00,46.77,1015.75,3.62,295.79,302.71,288.53,306.15,284.15,Pakistan,586
328,28,9405272.0,Karachi,PAK,2021-11-30 00:00:00,44.39,1015.85,2.94,295.3,303.39,287.9,305.15,283.15,Pakistan,586
329,29,9491672.0,Karachi,PAK,2021-12-01 00:00:00,43.88,1015.59,2.84,294.84,302.84,287.13,306.15,285.15,Pakistan,586
330,0,9247110.0,Buenos Aires,ARG,2021-11-02 00:00:00,71.94,1012.2,5.26,290.79,293.73,287.57,299.58,281.56,Argentina,032
331,1,9333510.0,Buenos Aires,ARG,2021-11-03 00:00:00,69.64,1013.64,4.16,291.69,296.49,286.91,300.66,284.11,Argentina,032
332,2,9419910.0,Buenos Aires,ARG,2021-11-04 00:00:00,65.93,1012.84,4.11,292.53,296.69,288.14,303.6,282.67,Argentina,032
333,3,9506310.0,Buenos Aires,ARG,2021-11-05 00:00:00,63.64,1015.68,3.74,292.83,297.88,287.82,304.47,281.21,Argentina,032
334,4,9592710.0,Buenos Aires,ARG,2021-11-06 00:00:00,63.58,1015.08,3.85,294.64,299.65,289.66,304.89,282.15,Argentina,032
335,5,9679110.0,Buenos Aires,ARG,2021-11-07 00:00:00,66.14,1016.32,4.02,294.44,299.15,289.88,304.51,286.45,Argentina,032
336,6,9765510.0,Buenos Aires,ARG,2021-11-08 00:00:00,67.79,1015.2,4.55,294.37,298.8,290.38,305.73,287.51,Argentina,032
337,7,9851910.0,Buenos Aires,ARG,2021-11-09 00:00:00,66.11,1011.98,4.36,295.36,300.18,291.45,307.15,288.09,Argentina,032
338,8,9938310.0,Buenos Aires,ARG,2021-11-10 00:00:00,67.25,1011.43,4.87,294.58,300.16,289.88,303.48,285.63,Argentina,032
339,9,10024710.0,Buenos Aires,ARG,2021-11-11 00:00:00,68.23,1014.2,4.13,292.98,297.28,288.58,301.67,283.15,Argentina,032
340,10,10111110.0,Buenos Aires,ARG,2021-11-12 00:00:00,68.81,1012.18,4.42,293.6,298.42,289.08,302.22,284.75,Argentina,032
341,11,10197510.0,Buenos Aires,ARG,2021-11-13 00:00:00,70.81,1011.82,4.16,293.65,298.29,288.95,303.83,282.75,Argentina,032
342,12,10283910.0,Buenos Aires,ARG,2021-11-14 00:00:00,63.28,1007.78,3.83,294.9,300.72,289.35,305.57,284.54,Argentina,032
343,13,10370310.0,Buenos Aires,ARG,2021-11-15 00:00:00,56.91,1009.94,4.16,296.09,301.34,290.74,306.12,288.84,Argentina,032
344,14,10456710.0,Buenos Aires,ARG,2021-11-16 00:00:00,60.79,1011.4,4.0,293.08,297.66,287.95,301.11,281.68,Argentina,032
345,15,10543110.0,Buenos Aires,ARG,2021-11-17 00:00:00,64.07,1010.11,4.39,294.16,298.75,289.69,304.69,283.7,Argentina,032
346,16,10629510.0,Buenos Aires,ARG,2021-11-18 00:00:00,62.29,1013.43,3.57,293.93,298.29,289.28,305.15,280.7,Argentina,032
347,17,10715910.0,Buenos Aires,ARG,2021-11-19 00:00:00,66.0,1013.58,4.02,293.35,298.03,288.77,303.41,284.64,Argentina,032
348,18,10802310.0,Buenos Aires,ARG,2021-11-20 00:00:00,66.39,1013.85,3.68,293.52,298.52,288.89,308.0,282.18,Argentina,032
349,19,10888710.0,Buenos Aires,ARG,2021-11-21 00:00:00,66.67,1014.63,4.42,293.96,298.8,289.03,305.27,282.15,Argentina,032
350,20,10975110.0,Buenos Aires,ARG,2021-11-22 00:00:00,64.42,1013.9,3.98,294.15,299.6,289.04,303.78,280.88,Argentina,032
351,21,11061510.0,Buenos Aires,ARG,2021-11-23 00:00:00,59.1,1013.06,5.11,294.31,299.67,289.49,303.76,283.86,Argentina,032
352,22,11147910.0,Buenos Aires,ARG,2021-11-24 00:00:00,59.9,1012.38,4.35,293.99,298.76,289.83,304.62,282.09,Argentina,032
353,23,11234310.0,Buenos Aires,ARG,2021-11-25 00:00:00,64.05,1013.28,4.06,293.73,298.3,289.24,302.11,284.07,Argentina,032
354,24,11320710.0,Buenos Aires,ARG,2021-11-26 00:00:00,65.2,1011.05,3.83,293.66,297.89,289.39,300.85,285.54,Argentina,032
355,25,11407110.0,Buenos Aires,ARG,2021-11-27 00:00:00,61.53,1013.03,4.12,293.65,297.94,289.65,301.17,286.63,Argentina,032
356,26,11493510.0,Buenos Aires,ARG,2021-11-28 00:00:00,63.38,1014.76,4.92,294.2,299.22,288.9,304.8,284.11,Argentina,032
357,27,11579910.0,Buenos Aires,ARG,2021-11-29 00:00:00,65.34,1012.87,4.6,294.81,300.1,289.71,305.46,283.69,Argentina,032
358,28,11666310.0,Buenos Aires,ARG,2021-11-30 00:00:00,63.18,1011.52,4.7,294.14,299.16,289.34,302.97,285.79,Argentina,032
359,29,11752710.0,Buenos Aires,ARG,2021-12-01 00:00:00,61.39,1015.11,5.09,294.31,298.91,290.13,302.15,285.66,Argentina,032
360,0,7626106.0,Chongqing,CHN,2021-11-02 00:00:00,76.74,1020.39,1.99,289.4,292.29,286.9,298.15,285.15,China,156
361,1,7712506.0,Chongqing,CHN,2021-11-03 00:00:00,76.51,1020.64,2.27,289.2,292.14,286.39,297.15,283.15,China,156
362,2,7798906.0,Chongqing,CHN,2021-11-04 00:00:00,73.87,1019.48,2.5,289.14,291.79,286.17,295.15,284.15,China,156
363,3,7885306.0,Chongqing,CHN,2021-11-05 00:00:00,79.86,1017.18,2.03,288.17,290.71,285.85,297.15,283.15,China,156
364,4,7971706.0,Chongqing,CHN,2021-11-06 00:00:00,83.48,1017.03,1.86,288.02,290.01,285.86,296.15,283.15,China,156
365,5,8058106.0,Chongqing,CHN,2021-11-07 00:00:00,82.9,1021.57,2.46,287.66,290.33,285.34,296.15,282.15,China,156
366,6,8144506.0,Chongqing,CHN,2021-11-08 00:00:00,79.06,1019.16,2.32,288.11,291.06,285.71,298.15,281.15,China,156
367,7,8230906.0,Chongqing,CHN,2021-11-09 00:00:00,78.19,1019.33,2.43,288.45,290.73,285.83,297.15,282.15,China,156
368,8,8317306.0,Chongqing,CHN,2021-11-10 00:00:00,78.75,1020.15,2.31,288.01,290.29,285.46,298.45,282.15,China,156
369,9,8403706.0,Chongqing,CHN,2021-11-11 00:00:00,76.71,1019.6,2.3,287.76,290.35,285.16,298.91,282.15,China,156
370,10,8490106.0,Chongqing,CHN,2021-11-12 00:00:00,79.11,1018.18,1.89,287.61,289.69,285.26,297.69,283.44,China,156
371,11,8576506.0,Chongqing,CHN,2021-11-13 00:00:00,78.52,1020.13,2.22,287.39,289.95,284.71,298.15,282.15,China,156
372,12,8662906.0,Chongqing,CHN,2021-11-14 00:00:00,73.49,1018.59,2.41,288.34,291.32,285.52,297.88,283.15,China,156
373,13,8749306.0,Chongqing,CHN,2021-11-15 00:00:00,79.35,1016.82,2.26,288.23,290.59,285.79,297.16,284.06,China,156
374,14,8835706.0,Chongqing,CHN,2021-11-16 00:00:00,81.42,1014.05,2.46,288.27,290.62,286.11,296.8,283.15,China,156
375,15,8922106.0,Chongqing,CHN,2021-11-17 00:00:00,82.14,1016.13,2.25,287.58,289.96,284.7,298.15,280.15,China,156
376,16,9008506.0,Chongqing,CHN,2021-11-18 00:00:00,81.18,1018.23,2.5,286.33,288.66,283.83,295.15,277.68,China,156
377,17,9094906.0,Chongqing,CHN,2021-11-19 00:00:00,79.29,1016.42,2.02,286.65,288.84,283.25,294.32,278.32,China,156
378,18,9181306.0,Chongqing,CHN,2021-11-20 00:00:00,82.32,1018.34,2.52,286.69,287.99,285.03,292.17,281.24,China,156
379,19,9267706.0,Chongqing,CHN,2021-11-21 00:00:00,81.66,1018.57,2.66,286.8,288.41,284.87,295.15,281.15,China,156
380,20,9354106.0,Chongqing,CHN,2021-11-22 00:00:00,86.39,1020.09,2.59,285.25,287.13,283.0,292.15,279.15,China,156
381,21,9440506.0,Chongqing,CHN,2021-11-23 00:00:00,85.67,1020.45,2.52,284.81,286.7,282.6,294.15,280.15,China,156
382,22,9526906.0,Chongqing,CHN,2021-11-24 00:00:00,85.72,1023.21,2.27,283.06,285.13,281.08,290.15,279.15,China,156
383,23,9613306.0,Chongqing,CHN,2021-11-25 00:00:00,83.0,1022.2,2.41,283.47,285.82,281.06,290.15,279.15,China,156
384,24,9699706.0,Chongqing,CHN,2021-11-26 00:00:00,79.62,1020.98,2.27,284.03,286.36,281.5,289.15,277.15,China,156
385,25,9786106.0,Chongqing,CHN,2021-11-27 00:00:00,81.62,1022.53,2.1,284.02,286.42,281.41,289.15,278.15,China,156
386,26,9872506.0,Chongqing,CHN,2021-11-28 00:00:00,81.55,1023.3,2.02,284.06,285.8,281.88,289.15,278.39,China,156
387,27,9958906.0,Chongqing,CHN,2021-11-29 00:00:00,81.76,1022.56,2.43,283.84,285.75,281.88,288.15,279.15,China,156
388,28,10045306.0,Chongqing,CHN,2021-11-30 00:00:00,80.44,1021.88,2.11,283.97,286.3,281.44,289.15,277.58,China,156
389,29,10131706.0,Chongqing,CHN,2021-12-01 00:00:00,79.53,1022.69,2.42,283.83,286.06,280.86,290.15,279.03,China,156
