,id,humidity,pressure,wind_speed,temp.average,temp.average_max,temp.average_min,temp.record_max,temp.record_min
339,10024710.0,68.23,1014.2,4.13,292.98,297.28,288.58,301.67,283.15
340,10111110.0,68.81,1012.18,4.42,293.6,298.42,289.08,302.22,284.75
341,10197510.0,70.81,1011.82,4.16,293.65,298.29,288.95,303.83,282.75
342,10283910.0,63.28,1007.78,3.83,294.9,300.72,289.35,305.57,284.54
343,10370310.0,56.91,1009.94,4.16,296.09,301.34,290.74,306.12,288.84
344,10456710.0,60.79,1011.4,4.0,293.08,297.66,287.95,301.11,281.68
345,10543110.0,64.07,1010.11,4.39,294.16,298.75,289.69,304.69,283.7
346,10629510.0,62.29,1013.43,3.57,293.93,298.29,289.28,305.15,280.7
347,10715910.0,66.0,1013.58,4.02,293.35,298.03,288.77,303.41,284.64
348,10802310.0,66.39,1013.85,3.68,293.52,298.52,288.89,308.0,282.18
349,10888710.0,66.67,1014.63,4.42,293.96,298.8,289.03,305.27,282.15
350,10975110.0,64.42,1013.9,3.98,294.15,299.6,289.04,303.78,280.88
351,11061510.0,59.1,1013.06,5.11,294.31,299.67,289.49,303.76,283.86
352,11147910.0,59.9,1012.38,4.35,293.99,298.76,289.83,304.62,282.09
353,11234310.0,64.05,1013.28,4.06,293.73,298.3,289.24,302.11,284.07
354,11320710.0,65.2,1011.05,3.83,293.66,297.89,289.39,300.85,285.54
355,11407110.0,61.53,1013.03,4.12,293.65,297.94,289.65,301.17,286.63
356,11493510.0,63.38,1014.76,4.92,294.2,299.22,288.9,304.8,284.11
357,11579910.0,65.34,1012.87,4.6,294.81,300.1,289.71,305.46,283.69
358,11666310.0,63.18,1011.52,4.7,294.14,299.16,289.34,302.97,285.79
359,11752710.0,61.39,1015.11,5.09,294.31,298.91,290.13,302.15,285.66
360,7626106.0,76.74,1020.39,1.99,289.4,292.29,286.9,298.15,285.15
361,7712506.0,76.51,1020.64,2.27,289.2,292.14,286.39,297.15,283.15
362,7798906.0,73.87,1019.48,2.5,289.14,291.79,286.17,295.15,284.15
363,7885306.0,79.86,1017.18,2.03,288.17,290.71,285.85,297.15,283.15
364,7971706.0,83.48,1017.03,1.86,288.02,290.01,285.86,296.15,283.15
365,8058106.0,82.9,1021.57,2.46,287.66,290.33,285.34,296.15,282.15
366,8144506.0,79.06,1019.16,2.32,288.11,291.06,285.71,298.15,281.15
367,8230906.0,78.19,1019.33,2.43,288.45,290.73,285.83,297.15,282.15
368,8317306.0,78.75,1020.15,2.31,288.01,290.29,285.46,298.45,282.15
369,8403706.0,76.71,1019.6,2.3,287.76,290.35,285.16,298.91,282.15
370,8490106.0,79.11,1018.18,1.89,287.61,289.69,285.26,297.69,283.44
371,8576506.0,78.52,1020.13,2.22,287.39,289.95,284.71,298.15,282.15
372,8662906.0,73.49,1018.59,2.41,288.34,291.32,285.52,297.88,283.15
373,8749306.0,79.35,1016.82,2.26,288.23,290.59,285.79,297.16,284.06
374,8835706.0,81.42,1014.05,2.46,288.27,290.62,286.11,296.8,283.15
375,8922106.0,82.14,1016.13,2.25,287.58,289.96,284.7,298.15,280.15
376,9008506.0,81.18,1018.23,2.5,286.33,288.66,283.83,295.15,277.68
377,9094906.0,79.29,1016.42,2.02,286.65,288.84,283.25,294.32,278.32
378,9181306.0,82.32,1018.34,2.52,286.69,287.99,285.03,292.17,281.24
379,9267706.0,81.66,1018.57,2.66,286.8,288.41,284.87,295.15,281.15
380,9354106.0,86.39,1020.09,2.59,285.25,287.13,283.0,292.15,279.15
381,9440506.0,85.67,1020.45,2.52,284.81,286.7,282.6,294.15,280.15
382,9526906.0,85.72,1023.21,2.27,283.06,285.13,281.08,290.15,279.15
383,9613306.0,83.0,1022.2,2.41,283.47,285.82,281.06,290.15,279.15
384,9699706.0,79.62,1020.98,2.27,284.03,286.36,281.5,289.15,277.15
385,9786106.0,81.62,1022.53,2.1,284.02,286.42,281.41,289.15,278.15
386,9872506.0,81.55,1023.3,2.02,284.06,285.8,281.88,289.15,278.39
387,9958906.0,81.76,1022.56,2.43,283.84,285.75,281.88,288.15,279.15
388,10045306.0,80.44,1021.88,2.11,283.97,286.3,281.44,289.15,277.58
389,10131706.0,79.53,1022.69,2.42,283.83,286.06,280.86,290.15,279.03
390,6556244.0,69.44,1021.94,3.47,286.26,289.4,283.12,295.24,277.1
391,6642644.0,69.81,1019.5,3.88,287.38,290.46,284.11,297.3,281.0
392,6729044.0,75.02,1019.49,4.01,288.18,291.2,285.56,295.62,279.62
393,6815444.0,76.68,1018.98,4.11,288.65,291.37,285.98,296.22,279.09
394,6901844.0,75.19,1018.28,4.19,289.4,291.86,287.07,297.27,282.62
395,6988244.0,73.32,1019.5,4.43,289.01,292.04,286.11,297.13,281.57
396,7074644.0,73.37,1019.89,3.84,288.72,292.2,285.37,297.41,281.03
397,7161044.0,73.2,1018.36,3.95,288.82,292.22,285.55,297.68,281.09
398,7247444.0,74.12,1018.13,3.85,288.0,291.25,285.01,296.87,280.72
399,7333844.0,74.96,1020.11,3.84,288.26,291.17,285.49,294.42,280.1
400,7420244.0,74.48,1020.75,3.83,288.44,291.98,285.24,295.58,283.45
401,7506644.0,72.8,1019.93,3.9,287.87,290.66,284.98,294.77,282.57
402,7593044.0,75.85,1019.58,4.37,286.68,288.9,284.46,292.96,280.99
403,7679444.0,76.07,1021.55,5.03,285.98,288.27,283.96,293.71,279.62
404,7765844.0,77.14,1020.85,5.12,285.32,287.42,282.75,292.95,276.63
405,7852244.0,74.23,1021.73,4.12,285.71,288.85,282.85,293.41,275.15
406,7938644.0,75.49,1021.29,3.84,286.25,289.24,282.92,293.2,275.99
407,8025044.0,75.03,1019.7,4.53,287.32,290.67,284.1,294.15,278.11
408,8111444.0,74.7,1017.33,4.52,286.27,289.54,282.95,293.69,279.15
409,8197844.0,74.67,1017.2,4.74,286.4,289.13,283.99,293.23,278.62
410,8284244.0,73.75,1019.05,5.76,286.08,288.21,284.14,295.21,279.15
411,8370644.0,72.5,1021.9,4.07,285.78,288.37,283.58,293.74,278.46
412,8457044.0,72.26,1021.32,3.78,285.5,288.02,282.58,293.23,277.84
413,8543444.0,73.56,1018.11,4.36,284.95,287.61,282.51,292.21,278.57
414,8629844.0,77.03,1015.67,4.22,285.14,287.42,282.55,290.28,278.62
415,8716244.0,76.54,1016.04,4.07,285.49,288.29,282.74,291.68,278.15
416,8802644.0,80.08,1016.35,4.73,284.3,287.09,281.02,289.97,276.05
417,8889044.0,75.74,1018.32,5.32,283.82,285.89,281.35,291.55,277.85
418,8975444.0,76.13,1018.72,6.45,283.43,285.88,280.42,292.46,274.91
419,9061844.0,74.99,1019.89,5.81,283.24,285.12,281.46,292.2,275.67
420,7086204.0,74.32,1011.86,2.02,299.48,304.33,295.01,306.15,292.4
421,7172604.0,72.93,1011.63,2.04,299.6,304.65,294.98,306.15,292.15
422,7259004.0,73.88,1011.53,2.22,299.14,303.56,295.06,306.15,291.86
423,7345404.0,74.2,1010.88,2.38,298.78,303.32,294.59,307.15,290.32
424,7431804.0,71.31,1011.06,2.44,298.55,303.62,294.03,306.15,291.15
425,7518204.0,72.26,1011.61,2.43,297.95,302.71,293.55,306.15,291.15
426,7604604.0,71.62,1011.59,2.17,298.09,302.89,293.77,305.15,291.15
427,7691004.0,71.68,1010.84,2.53,297.68,302.67,293.23,304.86,290.15
428,7777404.0,66.95,1010.93,2.28,297.84,303.36,292.55,305.15,291.27
429,7863804.0,69.88,1011.75,2.06,297.92,303.19,293.08,306.15,291.15
430,7950204.0,66.44,1012.29,2.11,297.62,303.46,292.47,305.33,289.15
431,8036604.0,66.01,1012.14,2.14,297.39,303.43,291.83,305.15,289.15
432,8123004.0,67.42,1011.92,2.1,297.31,302.84,292.14,305.15,288.04
433,8209404.0,68.2,1011.91,2.15,297.32,303.1,292.2,307.15,288.17
434,8295804.0,65.5,1012.25,2.38,296.95,303.0,291.85,306.15,286.57
435,8382204.0,70.69,1012.26,2.16,296.4,301.62,291.9,303.15,287.99
436,8468604.0,68.78,1013.0,1.96,296.98,302.73,291.61,304.15,287.23
437,8555004.0,69.4,1013.23,1.9,297.2,302.92,291.94,304.15,286.25
438,8641404.0,70.03,1012.24,2.06,296.93,302.93,291.68,305.15,286.81
439,8727804.0,68.96,1012.42,2.24,296.0,301.61,290.82,303.15,287.07
440,8814204.0,65.08,1012.88,2.19,295.48,301.45,289.89,304.15,286.71
441,8900604.0,66.38,1012.93,1.85,295.14,301.58,289.63,302.88,287.03
442,8987004.0,68.54,1013.03,1.79,294.8,301.18,289.44,303.15,285.51
443,9073404.0,69.31,1012.38,1.89,294.94,301.15,289.37,302.15,283.74
444,9159804.0,70.46,1012.53,1.65,294.66,301.06,289.37,302.41,283.73
445,9246204.0,70.94,1012.72,1.78,295.15,301.88,290.03,303.06,285.63
446,9332604.0,71.13,1013.63,1.85,295.24,301.65,289.96,303.15,285.4
447,9419004.0,67.81,1013.85,1.89,295.3,301.85,289.75,303.15,287.15
448,9505404.0,67.4,1013.56,1.97,295.42,301.37,290.15,302.36,286.8
449,9591804.0,70.38,1013.13,1.81,295.31,301.32,289.79,304.15,286.15
450,7512868.0,83.17,1009.59,2.7,300.62,303.69,298.51,307.15,296.93
451,7599268.0,79.42,1010.06,2.99,301.25,304.72,298.59,307.15,297.52
452,7685668.0,81.72,1010.2,3.32,300.64,303.24,298.74,307.15,298.15
453,7772068.0,80.88,1010.18,3.43,300.91,304.09,298.39,307.15,296.8
454,7858468.0,79.6,1010.56,3.21,300.86,304.43,298.41,307.15,297.1
455,7944868.0,77.15,1010.17,3.11,300.96,304.76,298.41,307.15,296.54
456,8031268.0,75.93,1009.79,3.25,301.18,304.66,298.16,307.15,296.15
457,8117668.0,83.51,1009.91,2.87,300.39,303.82,298.29,306.15,297.15
458,8204068.0,79.83,1010.56,2.84,300.64,303.96,298.65,307.15,297.95
459,8290468.0,82.22,1009.68,3.57,300.56,303.38,298.57,306.15,297.65
460,8376868.0,79.14,1010.26,3.19,300.75,303.56,298.44,305.15,297.15
461,8463268.0,77.24,1010.22,2.98,301.0,303.99,298.8,306.15,297.15
462,8549668.0,77.45,1010.22,3.03,301.23,304.71,298.34,306.15,293.15
463,8636068.0,81.78,1010.73,2.63,300.86,304.26,298.39,307.15,297.15
464,8722468.0,79.89,1010.61,2.75,301.07,304.69,298.32,306.15,297.0
465,8808868.0,79.14,1010.44,2.67,301.15,304.8,298.55,308.15,297.15
466,8895268.0,78.25,1010.36,2.95,301.3,304.66,298.61,306.15,297.06
467,8981668.0,78.87,1010.32,3.12,301.2,304.78,298.99,307.15,298.22
468,9068068.0,76.51,1010.24,3.2,301.35,304.29,298.84,306.15,298.15
469,9154468.0,80.03,1010.18,2.63,300.87,304.33,298.36,306.19,297.15
470,9240868.0,80.04,1010.41,2.8,300.95,304.78,298.69,307.99,297.71
471,9327268.0,77.56,1010.59,3.05,300.9,304.28,298.29,306.15,298.0
472,9413668.0,78.32,1010.43,2.79,300.89,304.23,298.21,306.15,297.15
473,9500068.0,78.41,1010.45,2.92,300.81,304.08,298.47,306.15,297.15
474,9586468.0,78.65,1010.57,3.21,300.74,304.34,297.87,306.15,297.06
475,9672868.0,79.69,1010.85,2.92,300.95,304.47,298.51,306.15,297.15
476,9759268.0,77.41,1011.24,2.89,301.3,304.66,298.87,306.15,297.87
477,9845668.0,77.92,1011.52,2.99,300.64,304.46,297.72,307.15,296.15
478,9932068.0,77.16,1011.2,2.91,300.34,303.46,297.82,306.15,295.58
479,10018468.0,75.87,1010.6,3.04,300.69,303.79,297.8,306.15,296.27
480,8143659.0,84.85,1012.6,2.64,300.37,303.53,297.98,305.15,297.15
481,8230059.0,85.0,1012.8,2.42,300.5,305.05,297.46,306.15,296.15
482,8316459.0,85.16,1013.36,2.51,300.46,304.55,297.04,306.15,296.15
483,8402859.0,85.85,1013.85,2.54,300.5,304.32,298.02,310.15,296.11
484,8489259.0,86.37,1014.41,2.64,300.57,304.33,298.08,308.15,296.12
485,8575659.0,87.72,1015.05,2.94,300.48,304.14,297.71,307.15,296.12
486,8662059.0,86.83,1014.67,2.65,300.6,304.28,298.12,305.52,297.07
487,8748459.0,86.87,1014.79,2.92,300.61,304.31,298.0,307.15,296.15
488,8834859.0,86.36,1014.01,2.8,300.21,303.43,297.74,307.15,295.15
489,8921259.0,86.09,1013.25,2.61,300.47,304.3,297.46,308.15,295.15
490,9007659.0,84.36,1013.91,2.85,300.92,304.7,298.1,308.15,297.15
491,9094059.0,84.05,1013.64,2.84,301.11,305.11,298.16,309.15,296.15
492,9180459.0,84.69,1013.26,2.87,301.18,305.13,298.51,307.15,297.15
493,9266859.0,85.21,1013.35,2.91,300.9,304.52,298.08,306.15,297.15
494,9353259.0,85.07,1013.86,2.98,301.07,304.41,298.3,307.15,297.15
495,9439659.0,84.48,1013.49,3.16,301.29,304.67,298.64,306.15,297.9
496,9526059.0,84.59,1013.57,2.99,301.18,305.06,298.39,308.15,297.15
497,9612459.0,84.81,1013.87,2.87,301.04,304.63,298.54,306.15,298.1
498,9698859.0,84.35,1013.31,2.73,300.91,304.6,298.28,307.15,297.15
499,9785259.0,83.32,1012.39,2.53,301.16,304.93,298.32,308.15,298.15
500,9871659.0,82.42,1012.24,2.78,301.42,305.4,297.86,308.15,295.15
501,9958059.0,83.73,1012.61,2.44,301.13,305.24,298.1,307.15,297.15
502,10044459.0,84.89,1013.18,2.55,301.11,305.28,298.21,307.15,297.15
503,10130859.0,83.23,1013.03,2.67,301.24,305.06,298.39,308.15,297.15
504,10217259.0,84.34,1012.17,2.59,301.09,304.94,298.08,306.15,297.15
505,10303659.0,84.7,1012.6,2.52,300.6,305.02,297.51,307.15,295.15
506,10390059.0,83.85,1011.94,2.2,300.77,305.68,297.05,307.15,295.15
507,10476459.0,82.91,1011.9,2.49,301.42,305.46,298.11,308.15,297.15
508,10562859.0,81.98,1012.5,2.68,301.45,305.76,298.33,307.15,297.15
509,10649259.0,82.43,1012.15,2.52,301.55,306.29,298.37,307.15,297.15
510,9262390.0,76.92,1014.66,3.39,297.5,300.62,294.26,307.67,290.15
511,9348790.0,74.07,1012.68,3.11,298.15,303.31,293.91,307.99,290.15
512,9435190.0,77.44,1011.87,3.26,297.81,301.82,294.49,307.32,290.61
513,9521590.0,82.84,1013.08,3.25,296.98,299.91,294.62,308.32,292.15
514,9607990.0,84.12,1015.67,3.13,296.31,298.54,294.39,300.86,291.15
515,9694390.0,83.24,1015.33,3.11,296.66,299.86,294.01,304.77,292.03
516,9780790.0,83.16,1014.28,3.19,296.85,300.55,294.33,304.26,293.15
517,9867190.0,83.76,1013.61,3.19,297.43,300.95,294.51,305.56,292.9
518,9953590.0,81.33,1011.97,3.06,298.51,302.67,295.36,307.75,293.88
519,10039990.0,81.85,1008.14,3.18,298.42,302.38,295.3,308.03,293.19
520,10126390.0,78.58,1010.38,3.52,298.76,303.79,295.02,313.15,292.37
521,10212790.0,78.08,1011.37,3.71,298.21,302.15,294.96,306.18,292.78
522,10299190.0,81.5,1009.06,3.36,297.52,300.66,294.48,309.15,290.91
523,10385590.0,80.59,1010.83,3.3,297.41,301.22,294.23,305.76,292.04
524,10471990.0,79.12,1010.98,3.2,297.91,301.78,294.74,309.97,291.44
525,10558390.0,77.2,1011.79,3.6,297.33,301.59,293.98,307.04,286.35
526,10644790.0,81.21,1011.95,2.98,297.16,301.22,293.81,307.75,290.0
527,10731190.0,81.02,1012.0,3.81,297.16,301.12,293.82,306.72,291.32
528,10817590.0,80.41,1013.22,3.38,296.94,300.18,293.99,306.14,289.53
529,10903990.0,78.79,1013.15,2.86,297.06,301.42,293.33,307.85,290.34
530,10990390.0,79.44,1011.82,3.0,297.95,302.7,294.24,307.9,292.15
531,11076790.0,80.85,1012.11,2.97,297.47,300.35,294.83,306.76,293.37
532,11163190.0,80.72,1013.31,3.31,297.42,300.47,294.54,303.63,291.65
533,11249590.0,78.98,1013.05,3.25,298.14,302.63,294.68,307.21,292.39
534,11335990.0,79.41,1010.43,3.01,298.26,301.88,295.3,306.16,293.1
535,11422390.0,78.57,1002.52,3.24,298.17,301.81,294.93,305.79,293.15
536,11508790.0,81.61,1009.79,3.05,298.26,301.92,295.03,307.27,293.46
537,11595190.0,80.7,1012.45,3.54,298.18,301.94,294.61,305.82,292.48
538,11681590.0,81.49,1013.13,3.42,298.03,301.37,295.19,306.76,293.06
539,11767990.0,80.58,1012.83,3.26,297.89,301.3,295.05,305.66,292.59
540,7604147.0,54.57,1022.68,3.21,284.08,289.56,279.19,293.15,274.15
541,7690547.0,54.38,1023.62,2.65,283.16,288.96,277.75,293.15,274.15
542,7776947.0,65.98,1020.73,2.79,283.29,288.69,278.6,292.15,275.15
543,7863347.0,58.35,1021.74,3.99,282.68,287.26,277.6,293.15,274.15
544,7949747.0,56.53,1023.04,3.13,281.18,285.19,276.73,291.36,273.42
545,8036147.0,52.86,1025.2,2.93,281.41,286.39,276.21,293.15,273.15
546,8122547.0,58.88,1024.59,2.44,281.58,286.32,276.84,291.15,272.4
547,8208947.0,60.85,1022.82,2.87,282.25,286.76,276.96,289.15,274.15
548,8295347.0,56.97,1022.86,3.25,281.29,285.51,276.43,290.15,273.15
549,8381747.0,53.62,1021.87,3.14,281.76,286.15,277.03,292.15,274.15
550,8468147.0,53.78,1021.82,2.96,281.11,285.66,276.02,291.15,271.84
551,8554547.0,53.81,1021.81,3.24,280.35,285.26,274.75,289.15,270.61
552,8640947.0,50.42,1022.04,3.08,280.05,284.48,274.87,288.15,269.15
553,8727347.0,59.49,1023.92,3.05,279.68,284.46,274.62,289.15,270.15
554,8813747.0,54.43,1022.1,3.29,279.66,283.33,275.5,287.15,272.15
555,8900147.0,53.82,1024.01,4.04,278.92,282.88,273.85,285.4,266.15
556,8986547.0,53.0,1022.89,3.42,277.68,281.82,273.43,287.15,267.41
557,9072947.0,57.43,1024.28,3.05,277.48,282.46,272.61,286.15,268.15
558,9159347.0,62.02,1025.15,2.84,277.2,281.94,272.04,285.33,268.15
559,9245747.0,66.76,1026.85,3.19,275.93,279.98,272.42,286.56,267.15
560,9332147.0,57.91,1027.69,3.35,275.81,279.74,271.84,285.15,267.15
561,9418547.0,60.38,1027.35,3.07,275.94,279.84,271.81,285.67,265.55
562,9504947.0,49.36,1024.49,3.14,275.11,279.37,270.05,284.15,262.36
563,9591347.0,53.6,1024.52,3.04,275.12,279.65,270.41,286.15,262.15
564,9677747.0,53.9,1025.74,3.48,274.76,279.04,269.87,283.15,260.73
565,9764147.0,47.14,1027.91,3.76,274.15,278.04,269.95,283.15,265.74
566,9850547.0,51.51,1027.4,3.06,274.65,279.31,270.01,282.15,266.86
567,9936947.0,57.71,1028.07,2.31,274.8,278.69,269.71,284.15,265.25
568,10023347.0,52.85,1027.13,3.49,274.7,278.93,270.2,283.15,266.15
569,10109747.0,52.25,1028.38,3.04,274.24,278.1,268.91,284.15,259.96
