,id,country_name,country_code,region_name,region_code,city,location,map_coordinates,timestamps
22,9562147.0,Japan,JPN,Japan,392,Tokyo,"Tokyo, Japan","[[35.6828387, 139.7594549]]",2021-11-24 00:00:00
23,9648547.0,Japan,JPN,Japan,392,Tokyo,"Tokyo, Japan","[[35.6828387, 139.7594549]]",2021-11-25 00:00:00
24,9734947.0,Japan,JPN,Japan,392,Tokyo,"Tokyo, Japan","[[35.6828387, 139.7594549]]",2021-11-26 00:00:00
25,9821347.0,Japan,JPN,Japan,392,Tokyo,"Tokyo, Japan","[[35.6828387, 139.7594549]]",2021-11-27 00:00:00
26,9907747.0,Japan,JPN,Japan,392,Tokyo,"Tokyo, Japan","[[35.6828387, 139.7594549]]",2021-11-28 00:00:00
27,9994147.0,Japan,JPN,Japan,392,Tokyo,"Tokyo, Japan","[[35.6828387, 139.7594549]]",2021-11-29 00:00:00
28,10080547.0,Japan,JPN,Japan,392,Tokyo,"Tokyo, Japan","[[35.6828387, 139.7594549]]",2021-11-30 00:00:00
29,10166947.0,Japan,JPN,Japan,392,Tokyo,"Tokyo, Japan","[[35.6828387, 139.7594549]]",2021-12-01 00:00:00
30,7084494.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-02 00:00:00
31,7170894.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-03 00:00:00
32,7257294.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-04 00:00:00
33,7343694.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-05 00:00:00
34,7430094.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-06 00:00:00
35,7516494.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-07 00:00:00
36,7602894.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-08 00:00:00
37,7689294.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-09 00:00:00
38,7775694.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-10 00:00:00
39,7862094.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-11 00:00:00
40,7948494.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-12 00:00:00
41,8034894.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-13 00:00:00
42,8121294.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-14 00:00:00
43,8207694.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-15 00:00:00
44,8294094.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-16 00:00:00
45,8380494.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-17 00:00:00
46,8466894.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-18 00:00:00
47,8553294.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-19 00:00:00
48,8639694.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-20 00:00:00
49,8726094.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-21 00:00:00
50,8812494.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-22 00:00:00
51,8898894.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-23 00:00:00
52,8985294.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-24 00:00:00
53,9071694.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-25 00:00:00
54,9158094.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-26 00:00:00
55,9244494.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-27 00:00:00
56,9330894.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-28 00:00:00
57,9417294.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-29 00:00:00
58,9503694.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-11-30 00:00:00
59,9590094.0,India,IND,India,356,Delhi,"Delhi, Kotwali Tehsil, Central Delhi, Delhi, 110006, India","[[28.6517178, 77.2219388]]",2021-12-01 00:00:00
60,7607436.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-02 00:00:00
61,7693836.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-03 00:00:00
62,7780236.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-04 00:00:00
63,7866636.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-05 00:00:00
64,7953036.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-06 00:00:00
65,8039436.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-07 00:00:00
66,8125836.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-08 00:00:00
67,8212236.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-09 00:00:00
68,8298636.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-10 00:00:00
69,8385036.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-11 00:00:00
70,8471436.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-12 00:00:00
71,8557836.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-13 00:00:00
72,8644236.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-14 00:00:00
73,8730636.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-15 00:00:00
74,8817036.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-16 00:00:00
75,8903436.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-17 00:00:00
76,8989836.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-18 00:00:00
77,9076236.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-19 00:00:00
78,9162636.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-20 00:00:00
79,9249036.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-21 00:00:00
80,9335436.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-22 00:00:00
81,9421836.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-23 00:00:00
82,9508236.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-24 00:00:00
83,9594636.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-25 00:00:00
84,9681036.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-26 00:00:00
85,9767436.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-27 00:00:00
86,9853836.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-28 00:00:00
87,9940236.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-29 00:00:00
88,10026636.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-11-30 00:00:00
89,10113036.0,China,CHN,China,156,Shanghai,"Shanghai, Huangpu District, Shanghai, 200001, China","[[31.2322758, 121.4692071]]",2021-12-01 00:00:00
90,9341797.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-02 00:00:00
91,9428197.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-03 00:00:00
92,9514597.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-04 00:00:00
93,9600997.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-05 00:00:00
94,9687397.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-06 00:00:00
95,9773797.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-07 00:00:00
96,9860197.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-08 00:00:00
97,9946597.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-09 00:00:00
98,10032997.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-10 00:00:00
99,10119397.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-11 00:00:00
100,10205797.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-12 00:00:00
101,10292197.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-13 00:00:00
102,10378597.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-14 00:00:00
103,10464997.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-15 00:00:00
104,10551397.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-16 00:00:00
105,10637797.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-17 00:00:00
106,10724197.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-18 00:00:00
107,10810597.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-19 00:00:00
108,10896997.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-20 00:00:00
109,10983397.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-21 00:00:00
110,11069797.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-22 00:00:00
111,11156197.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-23 00:00:00
112,11242597.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-24 00:00:00
113,11328997.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-25 00:00:00
114,11415397.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-26 00:00:00
115,11501797.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-27 00:00:00
116,11588197.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-28 00:00:00
117,11674597.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-29 00:00:00
118,11760997.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-11-30 00:00:00
119,11847397.0,Mexico,MEX,Mexico,484,Mexico City,"Mexico City, Mexico","[[19.4326296, -99.1331785]]",2021-12-01 00:00:00
120,6171830.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-02 00:00:00
121,6258230.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-03 00:00:00
122,6344630.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-04 00:00:00
123,6431030.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-05 00:00:00
124,6517430.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-06 00:00:00
125,6603830.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-07 00:00:00
126,6690230.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-08 00:00:00
127,6776630.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-09 00:00:00
128,6863030.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-10 00:00:00
129,6949430.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-11 00:00:00
130,7035830.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-12 00:00:00
131,7122230.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-13 00:00:00
132,7208630.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-14 00:00:00
133,7295030.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-15 00:00:00
134,7381430.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-16 00:00:00
135,7467830.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-17 00:00:00
136,7554230.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-18 00:00:00
137,7640630.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-19 00:00:00
138,7727030.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-20 00:00:00
139,7813430.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-21 00:00:00
140,7899830.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-22 00:00:00
141,7986230.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-23 00:00:00
142,8072630.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-24 00:00:00
143,8159030.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-25 00:00:00
144,8245430.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-26 00:00:00
145,8331830.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-27 00:00:00
146,8418230.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-28 00:00:00
147,8504630.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-29 00:00:00
148,8591030.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-11-30 00:00:00
149,8677430.0,Egypt,EGY,Egypt,818,Cairo,"Cairo, Cairo Governorate, Egypt","[[30.0443879, 31.2357257]]",2021-12-01 00:00:00
150,7086539.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-02 00:00:00
151,7172939.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-03 00:00:00
152,7259339.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-04 00:00:00
153,7345739.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-05 00:00:00
154,7432139.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-06 00:00:00
155,7518539.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-07 00:00:00
156,7604939.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-08 00:00:00
157,7691339.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-09 00:00:00
158,7777739.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-10 00:00:00
159,7864139.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-11 00:00:00
160,7950539.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-12 00:00:00
161,8036939.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-13 00:00:00
162,8123339.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-14 00:00:00
163,8209739.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-15 00:00:00
164,8296139.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-16 00:00:00
165,8382539.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-17 00:00:00
166,8468939.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-18 00:00:00
167,8555339.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-19 00:00:00
168,8641739.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-20 00:00:00
169,8728139.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-21 00:00:00
170,8814539.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-22 00:00:00
171,8900939.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-23 00:00:00
172,8987339.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-24 00:00:00
173,9073739.0,India,IND,India,356,Mumbai,"Mumbai, Mumbai Metropolitan Region, Mumbai Suburban, Maharashtra, India","[[19.0759899, 72.8773928]]",2021-11-25 00:00:00
