,aug_id,gdacs:eventid,sample_frequency,title,description,units,source_abbr,link,domain,subdomain,tags,gdacs:country,gdacs:iso3,timestamps,lonlat,fromdate,region_name,region_code,location,state,country,city,locality,nieghbourhood
41,GDACS_1308182,1308182,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:10km) in Northern East Pacfic Rise 30/01/2022 21:51 UTC, No people within 100km.","On 1/30/2022 9:51:00 PM, an earthquake occurred in Northern East Pacfic Rise potentially affecting No people within 100km. The earthquake had Magnitude 4.5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308182,gdacs.org,www,"['EQ', 'Green']",Northern East Pacfic Rise,,"['Sun, 30 Jan 2022 21:51:00 GMT', 'Sun, 30 Jan 2022 21:51:00 GMT']","['8.1852', '-104.251']","Sun, 30 Jan 2022 21:51:00 GMT",,,,,,,,
42,GDACS_1308176,1308176,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:59.27km) in Indonesia 30/01/2022 20:22 UTC, About 89000 people within 100km.","On 1/30/2022 8:22:20 PM, an earthquake occurred in Indonesia potentially affecting About 89000 people within 100km. The earthquake had Magnitude 4.9M, Depth:59.27km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308176,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,"['Sun, 30 Jan 2022 20:22:20 GMT', 'Sun, 30 Jan 2022 20:22:20 GMT']","['-10.21', '122.3001']","Sun, 30 Jan 2022 20:22:20 GMT",East Asia & Pacific,EAS,"Nyiuwudu, East Nusa Tenggara, Indonesia",East Nusa Tenggara,Indonesia,Nyiuwudu,,
43,GDACS_1308175,1308175,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:55.49km) in United States 30/01/2022 19:58 UTC, About 4000 people within 100km.","On 1/30/2022 7:58:10 PM, an earthquake occurred in United States potentially affecting About 4000 people within 100km. The earthquake had Magnitude 4.5M, Depth:55.49km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308175,gdacs.org,www,"['EQ', 'Green']",United States,USA,"['Sun, 30 Jan 2022 19:58:10 GMT', 'Sun, 30 Jan 2022 19:58:10 GMT']","['53.2442', '-166.7876']","Sun, 30 Jan 2022 19:58:10 GMT",North America,NAC,"Kashega, Alaska, United States",Alaska,United States,Kashega,,
44,GDACS_1308219,1308219,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:10km) in Tonga 30/01/2022 17:53 UTC, About 84000 people within 100km.","On 1/30/2022 5:53:26 PM, an earthquake occurred in Tonga potentially affecting About 84000 people within 100km. The earthquake had Magnitude 4.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308219,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,"['Sun, 30 Jan 2022 17:53:26 GMT', 'Sun, 30 Jan 2022 17:53:26 GMT']","['-20.7439', '-175.0581']","Sun, 30 Jan 2022 17:53:26 GMT",East Asia & Pacific,EAS,"Navutoka, Tongatapu, Tonga",Tongatapu,Tonga,Navutoka,,
45,GDACS_1308152,1308152,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:225.14km) in Argentina 30/01/2022 15:08 UTC, About 10000 people within 100km.","On 1/30/2022 3:08:20 PM, an earthquake occurred in Argentina potentially affecting About 10000 people within 100km. The earthquake had Magnitude 4.5M, Depth:225.14km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308152,gdacs.org,www,"['EQ', 'Green']",Argentina,ARG,"['Sun, 30 Jan 2022 15:08:20 GMT', 'Sun, 30 Jan 2022 15:08:20 GMT']","['-24.0759', '-67.0847']","Sun, 30 Jan 2022 15:08:20 GMT",Latin America & Caribbean,LCN,"Catúa, Jujuy, Argentina",Jujuy,Argentina,Catúa,,
46,GDACS_1308151,1308151,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:548.36km) in Tonga 30/01/2022 14:48 UTC, Few people within 100km.","On 1/30/2022 2:48:28 PM, an earthquake occurred in Tonga potentially affecting Few people within 100km. The earthquake had Magnitude 4.6M, Depth:548.36km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308151,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,"['Sun, 30 Jan 2022 14:48:28 GMT', 'Sun, 30 Jan 2022 14:48:28 GMT']","['-19.9602', '-177.4275']","Sun, 30 Jan 2022 14:48:28 GMT",East Asia & Pacific,EAS,,,,,,
47,GDACS_1308124,1308124,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:42.64km) in Indonesia 30/01/2022 11:31 UTC, No people within 100km.","On 1/30/2022 11:31:34 AM, an earthquake occurred in Indonesia potentially affecting No people within 100km. The earthquake had Magnitude 4.6M, Depth:42.64km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308124,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,"['Sun, 30 Jan 2022 11:31:34 GMT', 'Sun, 30 Jan 2022 11:31:34 GMT']","['-10.1627', '117.423']","Sun, 30 Jan 2022 11:31:34 GMT",East Asia & Pacific,EAS,,,,,,
48,GDACS_1308122,1308122,7 days,"Green earthquake alert (Magnitude 5.7M, Depth:10km) in Southern East Pacific Rise 30/01/2022 11:07 UTC, No people within 100km.","On 1/30/2022 11:07:33 AM, an earthquake occurred in Southern East Pacific Rise potentially affecting No people within 100km. The earthquake had Magnitude 5.7M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308122,gdacs.org,www,"['EQ', 'Green']",Southern East Pacific Rise,,"['Sun, 30 Jan 2022 11:07:33 GMT', 'Sun, 30 Jan 2022 11:07:33 GMT']","['-32.0938', '-111.8029']","Sun, 30 Jan 2022 11:07:33 GMT",,,,,,,,
49,GDACS_1308119,1308119,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:114.67km) in Papua New Guinea 30/01/2022 10:23 UTC, 270000 people within 100km.","On 1/30/2022 10:23:33 AM, an earthquake occurred in Papua New Guinea potentially affecting 270000 people within 100km. The earthquake had Magnitude 4.5M, Depth:114.67km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308119,gdacs.org,www,"['EQ', 'Green']",Papua New Guinea,PNG,"['Sun, 30 Jan 2022 10:23:33 GMT', 'Sun, 30 Jan 2022 10:23:33 GMT']","['-4.4405', '144.4012']","Sun, 30 Jan 2022 10:23:33 GMT",East Asia & Pacific,EAS,"Kitchikan, East Sepik, Papua New Guinea",East Sepik,Papua New Guinea,Kitchikan,,
50,GDACS_1308117,1308117,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:44.57km) in Russian Federation 30/01/2022 10:14 UTC, About 900 people within 100km.","On 1/30/2022 10:14:38 AM, an earthquake occurred in Russian Federation potentially affecting About 900 people within 100km. The earthquake had Magnitude 4.7M, Depth:44.57km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308117,gdacs.org,www,"['EQ', 'Green']",Russian Federation,RUS,"['Sun, 30 Jan 2022 10:14:38 GMT', 'Sun, 30 Jan 2022 10:14:38 GMT']","['53.7408', '161.1058']","Sun, 30 Jan 2022 10:14:38 GMT",Europe & Central Asia,ECS,,,,,,
51,GDACS_1308104,1308104,7 days,"Green earthquake alert (Magnitude 4.8M, Depth:103.2km) in South Of Kermadec Islands 30/01/2022 04:47 UTC, No people within 100km.","On 1/30/2022 4:47:01 AM, an earthquake occurred in South Of Kermadec Islands potentially affecting No people within 100km. The earthquake had Magnitude 4.8M, Depth:103.2km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308104,gdacs.org,www,"['EQ', 'Green']",South Of Kermadec Islands,,"['Sun, 30 Jan 2022 04:47:01 GMT', 'Sun, 30 Jan 2022 04:47:01 GMT']","['-33.0594', '-179.6306']","Sun, 30 Jan 2022 04:47:01 GMT",,,,,,,,
52,GDACS_1308095,1308095,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Argentina 30/01/2022 02:44 UTC, 360000 people within 100km.","On 1/30/2022 2:44:56 AM, an earthquake occurred in Argentina potentially affecting 360000 people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308095,gdacs.org,www,"['EQ', 'Green']",Argentina,ARG,"['Sun, 30 Jan 2022 02:44:56 GMT', 'Sun, 30 Jan 2022 02:44:56 GMT']","['-23.313', '-64.9048']","Sun, 30 Jan 2022 02:44:56 GMT",Latin America & Caribbean,LCN,"Paraní, Salta, Argentina",Salta,Argentina,Paraní,,
53,GDACS_1308072,1308072,7 days,"Green earthquake alert (Magnitude 5.2M, Depth:10km) in Philippines 30/01/2022 00:17 UTC, No people within 100km.","On 1/30/2022 12:17:13 AM, an earthquake occurred in Philippines potentially affecting No people within 100km. The earthquake had Magnitude 5.2M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308072,gdacs.org,www,"['EQ', 'Green']",Philippines,PHL,"['Sun, 30 Jan 2022 00:17:13 GMT', 'Sun, 30 Jan 2022 00:17:13 GMT']","['15.5817', '118.284']","Sun, 30 Jan 2022 00:17:13 GMT",East Asia & Pacific,EAS,,,,,,
54,GDACS_1308068,1308068,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:10km) in Indonesia 29/01/2022 23:08 UTC, 310000 people within 100km.","On 1/29/2022 11:08:27 PM, an earthquake occurred in Indonesia potentially affecting 310000 people within 100km. The earthquake had Magnitude 4.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308068,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,"['Sat, 29 Jan 2022 23:08:27 GMT', 'Sat, 29 Jan 2022 23:08:27 GMT']","['-2.6715', '128.9841']","Sat, 29 Jan 2022 23:08:27 GMT",East Asia & Pacific,EAS,"Lisiela, Maluku, Indonesia",Maluku,Indonesia,Lisiela,,
55,GDACS_1308057,1308057,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Tonga 29/01/2022 21:21 UTC, About 78000 people within 100km.","On 1/29/2022 9:21:49 PM, an earthquake occurred in Tonga potentially affecting About 78000 people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308057,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,"['Sat, 29 Jan 2022 21:21:49 GMT', 'Sat, 29 Jan 2022 21:21:49 GMT']","['-20.609', '-175.5317']","Sat, 29 Jan 2022 21:21:49 GMT",East Asia & Pacific,EAS,"Ha‘atafu, Tongatapu, Tonga",Tongatapu,Tonga,Ha‘atafu,,
56,GDACS_1308053,1308053,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:198.28km) in Bolivia 29/01/2022 20:46 UTC, About 15000 people within 100km.","On 1/29/2022 8:46:05 PM, an earthquake occurred in Bolivia potentially affecting About 15000 people within 100km. The earthquake had Magnitude 4.6M, Depth:198.28km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308053,gdacs.org,www,"['EQ', 'Green']",Bolivia,BOL,"['Sat, 29 Jan 2022 20:46:05 GMT', 'Sat, 29 Jan 2022 20:46:05 GMT']","['-21.9207', '-67.5516']","Sat, 29 Jan 2022 20:46:05 GMT",Latin America & Caribbean,LCN,"Aguas Calientes, Potosí, Bolivia",Potosí,Bolivia,Aguas Calientes,,
57,GDACS_1308028,1308028,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:14.34km) in Indonesia 29/01/2022 14:36 UTC, 200000 people within 100km.","On 1/29/2022 2:36:03 PM, an earthquake occurred in Indonesia potentially affecting 200000 people within 100km. The earthquake had Magnitude 4.6M, Depth:14.34km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308028,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,"['Sat, 29 Jan 2022 14:36:03 GMT', 'Sat, 29 Jan 2022 14:36:03 GMT']","['3.8003', '126.8074']","Sat, 29 Jan 2022 14:36:03 GMT",East Asia & Pacific,EAS,"Birang, , Indonesia",,Indonesia,Birang,,
58,GDACS_1308027,1308027,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Kermadec Islands Region 29/01/2022 14:09 UTC, No people within 100km.","On 1/29/2022 2:09:04 PM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308027,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,"['Sat, 29 Jan 2022 14:09:04 GMT', 'Sat, 29 Jan 2022 14:09:04 GMT']","['-29.6507', '-176.5951']","Sat, 29 Jan 2022 14:09:04 GMT",,,,,,,,
59,GDACS_1308008,1308008,7 days,"Green earthquake alert (Magnitude 5.1M, Depth:10km) in Trinidad and Tobago 29/01/2022 13:40 UTC, 1080000 people within 100km.","On 1/29/2022 1:40:07 PM, an earthquake occurred in Trinidad and Tobago potentially affecting 1080000 people within 100km. The earthquake had Magnitude 5.1M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308008,gdacs.org,www,"['EQ', 'Green']",Trinidad and Tobago,TTO,"['Sat, 29 Jan 2022 13:40:07 GMT', 'Sat, 29 Jan 2022 13:40:07 GMT']","['10.9713', '-60.987']","Sat, 29 Jan 2022 13:40:07 GMT",Latin America & Caribbean,LCN,"L’Anse Noire, Sangre Grande, Trinidad and Tobago",Sangre Grande,Trinidad and Tobago,L’Anse Noire,,
60,GDACS_1308005,1308005,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:121.03km) in Argentina 29/01/2022 12:56 UTC, About 80000 people within 100km.","On 1/29/2022 12:56:53 PM, an earthquake occurred in Argentina potentially affecting About 80000 people within 100km. The earthquake had Magnitude 4.5M, Depth:121.03km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308005,gdacs.org,www,"['EQ', 'Green']",Argentina,ARG,"['Sat, 29 Jan 2022 12:56:53 GMT', 'Sat, 29 Jan 2022 12:56:53 GMT']","['-28.155', '-67.4906']","Sat, 29 Jan 2022 12:56:53 GMT",Latin America & Caribbean,LCN,"La Puntilla, Catamarca, Argentina",Catamarca,Argentina,La Puntilla,,
61,GDACS_1307999,1307999,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:10km) in Kermadec Islands, New Zealand 29/01/2022 11:12 UTC, No people within 100km.","On 1/29/2022 11:12:15 AM, an earthquake occurred in Kermadec Islands, New Zealand potentially affecting No people within 100km. The earthquake had Magnitude 4.6M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307999,gdacs.org,www,"['EQ', 'Green']","Kermadec Islands, New Zealand",,"['Sat, 29 Jan 2022 11:12:15 GMT', 'Sat, 29 Jan 2022 11:12:15 GMT']","['-29.8508', '-177.2141']","Sat, 29 Jan 2022 11:12:15 GMT",,,,,,,,
62,GDACS_1307993,1307993,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:35km) in United States 29/01/2022 10:23 UTC, Few people within 100km.","On 1/29/2022 10:23:00 AM, an earthquake occurred in United States potentially affecting Few people within 100km. The earthquake had Magnitude 4.7M, Depth:35km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307993,gdacs.org,www,"['EQ', 'Green']",United States,USA,"['Sat, 29 Jan 2022 10:23:00 GMT', 'Sat, 29 Jan 2022 10:23:00 GMT']","['53.8054', '-164.0669']","Sat, 29 Jan 2022 10:23:00 GMT",North America,NAC,"Tigalda (historical), Alaska, United States",Alaska,United States,Tigalda (historical),,
63,GDACS_1307992,1307992,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:35km) in United States 29/01/2022 09:56 UTC, Few people within 100km.","On 1/29/2022 9:56:16 AM, an earthquake occurred in United States potentially affecting Few people within 100km. The earthquake had Magnitude 4.6M, Depth:35km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307992,gdacs.org,www,"['EQ', 'Green']",United States,USA,"['Sat, 29 Jan 2022 09:56:16 GMT', 'Sat, 29 Jan 2022 09:56:16 GMT']","['53.8797', '-164.0614']","Sat, 29 Jan 2022 09:56:16 GMT",North America,NAC,"Tigalda (historical), Alaska, United States",Alaska,United States,Tigalda (historical),,
64,GDACS_1307990,1307990,7 days,"Green earthquake alert (Magnitude 4.8M, Depth:35km) in United States 29/01/2022 09:33 UTC, No people within 100km.","On 1/29/2022 9:33:54 AM, an earthquake occurred in United States potentially affecting No people within 100km. The earthquake had Magnitude 4.8M, Depth:35km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307990,gdacs.org,www,"['EQ', 'Green']",United States,USA,"['Sat, 29 Jan 2022 09:33:54 GMT', 'Sat, 29 Jan 2022 09:33:54 GMT']","['53.7894', '-164.0271']","Sat, 29 Jan 2022 09:33:54 GMT",North America,NAC,"Tigalda (historical), Alaska, United States",Alaska,United States,Tigalda (historical),,
65,GDACS_1307988,1307988,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Kermadec Islands Region 29/01/2022 08:48 UTC, No people within 100km.","On 1/29/2022 8:48:00 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307988,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,"['Sat, 29 Jan 2022 08:48:00 GMT', 'Sat, 29 Jan 2022 08:48:00 GMT']","['-29.6633', '-176.6341']","Sat, 29 Jan 2022 08:48:00 GMT",,,,,,,,
66,GDACS_1307979,1307979,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Kermadec Islands Region 29/01/2022 07:30 UTC, No people within 100km.","On 1/29/2022 7:30:27 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307979,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,"['Sat, 29 Jan 2022 07:30:27 GMT', 'Sat, 29 Jan 2022 07:30:27 GMT']","['-29.3155', '-176.6452']","Sat, 29 Jan 2022 07:30:27 GMT",,,,,,,,
67,GDACS_1307965,1307965,7 days,"Green earthquake alert (Magnitude 5.8M, Depth:10km) in Kermadec Islands Region 29/01/2022 04:59 UTC, No people within 100km.","On 1/29/2022 4:59:10 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 5.8M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307965,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,"['Sat, 29 Jan 2022 04:59:10 GMT', 'Sat, 29 Jan 2022 04:59:10 GMT']","['-29.6608', '-176.9055']","Sat, 29 Jan 2022 04:59:10 GMT",,,,,,,,
68,GDACS_1307964,1307964,7 days,"Green earthquake alert (Magnitude 5M, Depth:10km) in Kermadec Islands Region 29/01/2022 04:42 UTC, No people within 100km.","On 1/29/2022 4:42:36 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307964,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,"['Sat, 29 Jan 2022 04:42:36 GMT', 'Sat, 29 Jan 2022 04:42:36 GMT']","['-29.6316', '-176.4856']","Sat, 29 Jan 2022 04:42:36 GMT",,,,,,,,
69,GDACS_1307960,1307960,7 days,"Green earthquake alert (Magnitude 5.1M, Depth:10km) in Kermadec Islands Region 29/01/2022 04:38 UTC, No people within 100km.","On 1/29/2022 4:38:58 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 5.1M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307960,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,"['Sat, 29 Jan 2022 04:38:58 GMT', 'Sat, 29 Jan 2022 04:38:58 GMT']","['-29.7775', '-176.6215']","Sat, 29 Jan 2022 04:38:58 GMT",,,,,,,,
70,GDACS_1307953,1307953,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:83.32km) in El Salvador 29/01/2022 03:19 UTC, 3780000 people within 100km.","On 1/29/2022 3:19:29 AM, an earthquake occurred in El Salvador potentially affecting 3780000 people within 100km. The earthquake had Magnitude 4.9M, Depth:83.32km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307953,gdacs.org,www,"['EQ', 'Green']",El Salvador,SLV,"['Sat, 29 Jan 2022 03:19:29 GMT', 'Sat, 29 Jan 2022 03:19:29 GMT']","['13.0505', '-88.6847']","Sat, 29 Jan 2022 03:19:29 GMT",Latin America & Caribbean,LCN,"Isla de Méndez, Usulután, El Salvador",Usulután,El Salvador,Isla de Méndez,,
71,GDACS_1307959,1307959,7 days,"Green earthquake alert (Magnitude 5.1M, Depth:10km) in Kermadec Islands Region 29/01/2022 03:04 UTC, No people within 100km.","On 1/29/2022 3:04:51 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 5.1M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307959,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,"['Sat, 29 Jan 2022 03:04:51 GMT', 'Sat, 29 Jan 2022 03:04:51 GMT']","['-29.7927', '-176.8112']","Sat, 29 Jan 2022 03:04:51 GMT",,,,,,,,
72,GDACS_1307951,1307951,7 days,"Green earthquake alert (Magnitude 5.3M, Depth:10km) in Kermadec Islands Region 29/01/2022 03:01 UTC, No people within 100km.","On 1/29/2022 3:01:29 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 5.3M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307951,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,"['Sat, 29 Jan 2022 03:01:29 GMT', 'Sat, 29 Jan 2022 03:01:29 GMT']","['-29.7553', '-176.7022']","Sat, 29 Jan 2022 03:01:29 GMT",,,,,,,,
73,GDACS_1307956,1307956,7 days,"Green earthquake alert (Magnitude 5.3M, Depth:10km) in Kermadec Islands Region 29/01/2022 02:53 UTC, No people within 100km.","On 1/29/2022 2:53:25 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 5.3M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307956,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,"['Sat, 29 Jan 2022 02:53:25 GMT', 'Sat, 29 Jan 2022 02:53:25 GMT']","['-29.6247', '-176.759']","Sat, 29 Jan 2022 02:53:25 GMT",,,,,,,,
74,GDACS_1307946,1307946,7 days,"Green earthquake alert (Magnitude 6.5M, Depth:10km) in Kermadec Islands Region 29/01/2022 02:46 UTC, No people within 100km.","On 1/29/2022 2:46:39 AM, an earthquake occurred in Kermadec Islands Region potentially affecting No people within 100km. The earthquake had Magnitude 6.5M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307946,gdacs.org,www,"['EQ', 'Green']",Kermadec Islands Region,,"['Sat, 29 Jan 2022 02:46:39 GMT', 'Sat, 29 Jan 2022 02:46:39 GMT']","['-29.5308', '-176.7488']","Sat, 29 Jan 2022 02:46:39 GMT",,,,,,,,
75,GDACS_1307922,1307922,7 days,"Green earthquake alert (Magnitude 4.5M, Depth:32.04km) in Indonesia 28/01/2022 23:38 UTC, About 84000 people within 100km.","On 1/28/2022 11:38:14 PM, an earthquake occurred in Indonesia potentially affecting About 84000 people within 100km. The earthquake had Magnitude 4.5M, Depth:32.04km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307922,gdacs.org,www,"['EQ', 'Green']",Indonesia,IDN,"['Fri, 28 Jan 2022 23:38:14 GMT', 'Fri, 28 Jan 2022 23:38:14 GMT']","['-5.0393', '102.2844']","Fri, 28 Jan 2022 23:38:14 GMT",East Asia & Pacific,EAS,"Lakoaha, Bengkulu, Indonesia",Bengkulu,Indonesia,Lakoaha,,
76,GDACS_1308071,1308071,7 days,"Green earthquake alert (Magnitude 4.9M, Depth:10km) in Tonga 28/01/2022 21:12 UTC, About 83000 people within 100km.","On 1/28/2022 9:12:20 PM, an earthquake occurred in Tonga potentially affecting About 83000 people within 100km. The earthquake had Magnitude 4.9M, Depth:10km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1308071,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,"['Fri, 28 Jan 2022 21:12:20 GMT', 'Fri, 28 Jan 2022 21:12:20 GMT']","['-20.8398', '-175.4065']","Fri, 28 Jan 2022 21:12:20 GMT",East Asia & Pacific,EAS,"Ha‘atafu, Tongatapu, Tonga",Tongatapu,Tonga,Ha‘atafu,,
77,GDACS_1307910,1307910,7 days,"Green earthquake alert (Magnitude 4.8M, Depth:54.91km) in Japan 28/01/2022 21:00 UTC, 370000 people within 100km.","On 1/28/2022 9:00:33 PM, an earthquake occurred in Japan potentially affecting 370000 people within 100km. The earthquake had Magnitude 4.8M, Depth:54.91km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307910,gdacs.org,www,"['EQ', 'Green']",Japan,JPN,"['Fri, 28 Jan 2022 21:00:33 GMT', 'Fri, 28 Jan 2022 21:00:33 GMT']","['39.1514', '142.3999']","Fri, 28 Jan 2022 21:00:33 GMT",East Asia & Pacific,EAS,"Sasu, Iwate, Japan",Iwate,Japan,Sasu,,
78,GDACS_1307900,1307900,7 days,"Green earthquake alert (Magnitude 4.6M, Depth:203.64km) in Tonga 28/01/2022 18:58 UTC, No people within 100km.","On 1/28/2022 6:58:08 PM, an earthquake occurred in Tonga potentially affecting No people within 100km. The earthquake had Magnitude 4.6M, Depth:203.64km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307900,gdacs.org,www,"['EQ', 'Green']",Tonga,TON,"['Fri, 28 Jan 2022 18:58:08 GMT', 'Fri, 28 Jan 2022 18:58:08 GMT']","['-21.6367', '-176.478']","Fri, 28 Jan 2022 18:58:08 GMT",East Asia & Pacific,EAS,,,,,,
79,GDACS_1307892,1307892,7 days,"Green earthquake alert (Magnitude 4.7M, Depth:86.78km) in South Georgia and the South Sandwich Islands 28/01/2022 16:52 UTC, No people within 100km.","On 1/28/2022 4:52:08 PM, an earthquake occurred in South Georgia and the South Sandwich Islands potentially affecting No people within 100km. The earthquake had Magnitude 4.7M, Depth:86.78km.",,GDACS,https://www.gdacs.org/report.aspx?eventtype=EQ&eventid=1307892,gdacs.org,www,"['EQ', 'Green']",South Georgia and the South Sandwich Islands,SGS,"['Fri, 28 Jan 2022 16:52:08 GMT', 'Fri, 28 Jan 2022 16:52:08 GMT']","['-59.3185', '-25.4108']","Fri, 28 Jan 2022 16:52:08 GMT",,,,,,,,
